County,Year,Number,Rate (per 10k)
Kern,2014,132.0,123.6
Kern,2014,170.0,71.5
Kern,2014,222.0,89.62
Kings,2005,22.0,887.1
Kings,2005,26.0,369.28
Kings,2005,26.0,352.63
Kings,2005,38.0,111.93
Kings,2005,83.0,231.46
Kings,2005,26.0,32.79
Kings,2005,68.0,76.12
Kings,2005,18.0,312.1
Kings,2005,14.0,85.21
Kings,2005,28.0,159.45
Kings,2005,35.0,79.3
Kings,2005,34.0,75.49
Kings,2006,12.0,483.87
Kings,2006,16.0,235.3
Kings,2006,23.0,336.97
Kings,2006,25.0,70.66
Kings,2006,79.0,212.59
Kings,2006,40.0,49.75
Kings,2006,68.0,75.02
Kings,2006,12.0,401.34
Kings,2006,13.0,80.5
Kings,2006,35.0,197.29
Kings,2006,27.0,62.57
Kings,2006,32.0,71.56
Kings,2007,16.0,225.46
Kings,2007,14.0,218.2
Kings,2007,43.0,117.87
Kings,2007,63.0,163.38
Kings,2007,36.0,43.12
Kings,2007,64.0,69.26
Kings,2007,28.0,170.11
Kings,2007,35.0,198.3
Kings,2007,28.0,66.66
Kings,2007,30.0,69.44
Kings,2008,20.0,772.2
Kings,2008,13.0,189.83
Kings,2008,53.0,141.94
Kings,2008,98.0,244.27
Kings,2008,46.0,54.3
Kings,2008,86.0,92.54
Kings,2008,17.0,103.72
Kings,2008,48.0,276.34
Kings,2008,16.0,38.98
Kings,2008,43.0,105.14
Kings,2009,14.0,676.33
Kings,2009,22.0,873.02
Kings,2009,29.0,452.05
Kings,2009,21.0,402.35
Kings,2009,64.0,168.69
Kings,2009,94.0,231.19
Kings,2009,59.0,68.7
Kings,2009,91.0,98.79
Kings,2009,16.0,102.17
Kings,2009,41.0,236.45
Kings,2009,32.0,80.89
Kings,2009,45.0,115.08
Kings,2010,20.0,862.07
Kings,2010,18.0,296.35
Kings,2010,17.0,288.24
Kings,2010,68.0,163.42
Kings,2010,119.0,285.78
Kings,2010,62.0,67.17
Kings,2010,72.0,75.24
Kings,2010,16.0,492.31
Kings,2010,15.0,434.78
Kings,2010,30.0,200.4
Kings,2010,61.0,377.48
Kings,2010,37.0,100.67
Kings,2010,48.0,122.25
Kings,2011,27.0,1102.04
Kings,2011,15.0,253.12
Kings,2011,18.0,289.15
Kings,2011,60.0,153.96
Kings,2011,111.0,277.43
Kings,2011,74.0,82.83
Kings,2011,89.0,94.73
Kings,2011,27.0,177.4
Kings,2011,42.0,248.67
Kings,2011,42.0,118.11
Kings,2011,56.0,148.81
Kings,2012,19.0,766.13
Kings,2012,16.0,272.78
Kings,2012,19.0,298.29
Kings,2012,46.0,125.27
Kings,2012,102.0,268.0
Kings,2012,76.0,86.73
Kings,2012,112.0,119.54
Kings,2012,28.0,183.85
Kings,2012,48.0,280.87
Kings,2012,37.0,106.95
Kings,2012,65.0,173.46
Kings,2013,17.0,682.73
Kings,2013,13.0,220.09
Kings,2013,19.0,294.11
Kings,2013,40.0,112.49
Kings,2013,104.0,276.23
Kings,2013,73.0,81.12
Kings,2013,113.0,119.61
Kings,2013,12.0,166.49
Kings,2013,43.0,247.98
Kings,2013,33.0,95.36
Kings,2013,59.0,156.25
Kings,2014,12.0,200.52
Kings,2014,38.0,591.78
Kings,2014,21.0,60.21
Kings,2014,98.0,261.4
Kings,2014,72.0,76.23
Kings,2014,129.0,134.97
Kings,2014,21.0,131.25
Kings,2014,32.0,178.67
Kings,2014,44.0,126.04
Kings,2014,71.0,188.8
Lake,2005,13.0,122.87
Lake,2005,17.0,47.62
Lake,2005,30.0,82.25
Lake,2006,15.0,149.25
Lake,2006,22.0,204.84
Lake,2006,19.0,57.06
Lake,2006,33.0,92.95
Lake,2007,16.0,147.33
Lake,2007,24.0,72.1
Lake,2007,17.0,51.07
Lake,2008,14.0,130.23
Lake,2008,16.0,49.73
Lake,2008,14.0,41.43
Lake,2009,24.0,225.99
Lake,2009,19.0,60.08
Lake,2009,37.0,119.78
Lake,2010,27.0,258.62
Lake,2010,22.0,74.25
Lake,2010,24.0,80.3
Lake,2011,15.0,159.07
Lake,2011,16.0,149.25
Lake,2011,21.0,73.49
Lake,2011,25.0,86.58
Lake,2012,22.0,206.19
Lake,2012,22.0,84.51
Lake,2012,28.0,101.06
Lake,2013,21.0,197.0
Lake,2013,19.0,74.09
Lake,2013,17.0,63.69
Lake,2014,12.0,123.97
Lake,2014,21.0,197.93
Lake,2014,15.0,59.48
Lake,2014,25.0,92.14
Los Angeles,2005,644.0,250.13
Los Angeles,2005,1156.0,433.09
Los Angeles,2005,1244.0,141.94
Los Angeles,2005,2036.0,230.78
Los Angeles,2005,97.0,32.07
Los Angeles,2005,193.0,60.38
Los Angeles,2005,117.0,13.13
Los Angeles,2005,239.0,25.88
Los Angeles,2005,1386.0,64.25
Los Angeles,2005,2916.0,130.09
Los Angeles,2005,2391.0,42.56
Los Angeles,2005,4098.0,69.54
Los Angeles,2005,146.0,124.91
Los Angeles,2005,271.0,221.5
Los Angeles,2005,319.0,140.81
Los Angeles,2005,490.0,210.79
Los Angeles,2005,320.0,54.32
Los Angeles,2005,720.0,114.94
Los Angeles,2005,696.0,38.51
Los Angeles,2005,1101.0,58.74
Los Angeles,2006,618.0,251.11
Los Angeles,2006,1128.0,438.69
Los Angeles,2006,1217.0,145.22
Los Angeles,2006,1902.0,225.7
Los Angeles,2006,86.0,29.09
Los Angeles,2006,184.0,59.25
Los Angeles,2006,116.0,13.55
Los Angeles,2006,225.0,24.84
Los Angeles,2006,1340.0,63.57
Los Angeles,2006,2744.0,125.38
Los Angeles,2006,2119.0,37.85
Los Angeles,2006,3679.0,62.98
Los Angeles,2006,171.0,150.7
Los Angeles,2006,365.0,307.45
Los Angeles,2006,361.0,155.93
Los Angeles,2006,571.0,238.28
Los Angeles,2006,262.0,45.89
Los Angeles,2006,616.0,101.33
Los Angeles,2006,634.0,36.47
Los Angeles,2006,960.0,53.73
Los Angeles,2007,535.0,224.24
Los Angeles,2007,1080.0,431.24
Los Angeles,2007,1160.0,144.76
Los Angeles,2007,1808.0,224.17
Los Angeles,2007,77.0,26.6
Los Angeles,2007,167.0,55.28
Los Angeles,2007,103.0,12.52
Los Angeles,2007,193.0,21.69
Los Angeles,2007,1337.0,64.52
Los Angeles,2007,2852.0,132.43
Los Angeles,2007,2115.0,38.06
Los Angeles,2007,3743.0,64.86
Los Angeles,2007,151.0,135.55
Los Angeles,2007,321.0,275.25
Los Angeles,2007,324.0,138.09
Los Angeles,2007,543.0,221.83
Los Angeles,2007,272.0,48.8
Los Angeles,2007,554.0,93.57
Los Angeles,2007,542.0,32.55
Los Angeles,2007,828.0,48.33
Los Angeles,2008,519.0,220.2
Los Angeles,2008,1020.0,410.48
Los Angeles,2008,1186.0,153.56
Los Angeles,2008,1753.0,224.75
Los Angeles,2008,83.0,28.87
Los Angeles,2008,177.0,59.18
Los Angeles,2008,105.0,12.96
Los Angeles,2008,197.0,23.06
Los Angeles,2008,1295.0,62.89
Los Angeles,2008,2932.0,136.77
Los Angeles,2008,2203.0,40.04
Los Angeles,2008,3887.0,68.42
Los Angeles,2008,117.0,105.6
Los Angeles,2008,258.0,221.97
Los Angeles,2008,279.0,118.4
Los Angeles,2008,440.0,177.69
Los Angeles,2008,276.0,50.22
Los Angeles,2008,619.0,105.96
Los Angeles,2008,567.0,35.61
Los Angeles,2008,829.0,50.26
Los Angeles,2009,563.0,240.88
Los Angeles,2009,1107.0,455.09
Los Angeles,2009,1328.0,186.39
Los Angeles,2009,2037.0,281.66
Los Angeles,2009,85.0,30.5
Los Angeles,2009,194.0,66.7
Los Angeles,2009,131.0,17.24
Los Angeles,2009,229.0,28.17
Los Angeles,2009,1443.0,70.67
Los Angeles,2009,3339.0,156.82
Los Angeles,2009,2707.0,50.68
Los Angeles,2009,4915.0,89.45
Los Angeles,2009,104.0,92.97
Los Angeles,2009,264.0,227.37
Los Angeles,2009,269.0,116.03
Los Angeles,2009,426.0,173.1
Los Angeles,2009,287.0,53.74
Los Angeles,2009,595.0,104.72
Los Angeles,2009,653.0,44.46
Los Angeles,2009,974.0,63.0
Los Angeles,2010,605.0,261.05
Los Angeles,2010,1183.0,493.39
Los Angeles,2010,1125.0,163.67
Los Angeles,2010,1681.0,243.26
Los Angeles,2010,99.0,34.76
Los Angeles,2010,208.0,69.4
Los Angeles,2010,109.0,13.01
Los Angeles,2010,209.0,24.28
Los Angeles,2010,1594.0,79.5
Los Angeles,2010,3304.0,158.02
Los Angeles,2010,2526.0,48.34
Los Angeles,2010,4340.0,80.59
Los Angeles,2010,122.0,110.22
Los Angeles,2010,204.0,178.62
Los Angeles,2010,196.0,80.94
Los Angeles,2010,347.0,138.72
Los Angeles,2010,268.0,51.24
Los Angeles,2010,505.0,90.51
Los Angeles,2010,489.0,33.03
Los Angeles,2010,830.0,54.02
Los Angeles,2011,598.0,260.23
Los Angeles,2011,1094.0,460.28
Los Angeles,2011,1108.0,173.14
Los Angeles,2011,1660.0,255.91
Los Angeles,2011,78.0,27.3
Los Angeles,2011,218.0,70.88
Los Angeles,2011,112.0,13.87
Los Angeles,2011,196.0,23.7
Los Angeles,2011,1476.0,74.86
Los Angeles,2011,3125.0,150.52
Los Angeles,2011,2691.0,52.19
Los Angeles,2011,4767.0,89.72
Los Angeles,2011,121.0,104.51
Los Angeles,2011,218.0,180.58
Los Angeles,2011,206.0,84.04
Los Angeles,2011,345.0,135.84
Los Angeles,2011,297.0,56.76
Los Angeles,2011,566.0,100.18
Los Angeles,2011,537.0,37.32
Los Angeles,2011,887.0,59.4
Los Angeles,2012,588.0,255.0
Los Angeles,2012,1130.0,474.13
Los Angeles,2012,1159.0,187.75
Los Angeles,2012,1820.0,290.18
Los Angeles,2012,106.0,35.14
Los Angeles,2012,189.0,56.83
Los Angeles,2012,127.0,16.17
Los Angeles,2012,269.0,33.04
Los Angeles,2012,1437.0,73.09
Los Angeles,2012,3276.0,156.81
Los Angeles,2012,2696.0,52.45
Los Angeles,2012,4941.0,93.11
Los Angeles,2012,120.0,103.41
Los Angeles,2012,244.0,200.86
Los Angeles,2012,186.0,74.8
Los Angeles,2012,322.0,124.82
Los Angeles,2012,248.0,46.97
Los Angeles,2012,499.0,86.74
Los Angeles,2012,535.0,38.29
Los Angeles,2012,838.0,57.5
Los Angeles,2013,520.0,225.44
Los Angeles,2013,1032.0,431.04
Los Angeles,2013,1068.0,179.15
Los Angeles,2013,1753.0,287.02
Los Angeles,2013,83.0,26.19
Los Angeles,2013,170.0,47.61
Los Angeles,2013,141.0,18.09
Los Angeles,2013,227.0,28.09
Los Angeles,2013,1407.0,71.62
Los Angeles,2013,2983.0,141.51
Los Angeles,2013,2860.0,55.75
Los Angeles,2013,5226.0,98.28
Los Angeles,2013,111.0,96.11
Los Angeles,2013,263.0,214.78
Los Angeles,2013,198.0,78.38
Los Angeles,2013,344.0,131.26
Los Angeles,2013,244.0,45.5
Los Angeles,2013,425.0,71.95
Los Angeles,2013,472.0,34.46
Los Angeles,2013,823.0,57.65
Los Angeles,2014,572.0,247.9
Los Angeles,2014,1007.0,416.86
Los Angeles,2014,1128.0,194.3
Los Angeles,2014,1860.0,312.75
Los Angeles,2014,79.0,23.48
Los Angeles,2014,187.0,48.53
Los Angeles,2014,119.0,15.4
Los Angeles,2014,262.0,32.89
Los Angeles,2014,1387.0,70.09
Los Angeles,2014,2880.0,134.56
Los Angeles,2014,3090.0,60.47
Los Angeles,2014,5366.0,101.05
Los Angeles,2014,109.0,94.5
Los Angeles,2014,236.0,189.94
Los Angeles,2014,207.0,81.04
Los Angeles,2014,352.0,133.77
Los Angeles,2014,192.0,35.16
Los Angeles,2014,418.0,68.91
Los Angeles,2014,526.0,39.18
Los Angeles,2014,761.0,54.63
Madera,2005,53.0,134.96
Madera,2005,112.0,272.37
Madera,2005,52.0,57.37
Madera,2005,49.0,49.48
Madera,2005,19.0,137.78
Madera,2005,28.0,200.86
Madera,2005,15.0,35.59
Madera,2005,38.0,85.41
Madera,2006,13.0,1326.53
Madera,2006,66.0,159.61
Madera,2006,127.0,300.88
Madera,2006,54.0,57.67
Madera,2006,86.0,83.67
Madera,2006,22.0,158.5
Madera,2006,30.0,217.55
Madera,2006,39.0,88.88
Madera,2007,92.0,212.67
Madera,2007,140.0,318.98
Madera,2007,53.0,55.07
Madera,2007,89.0,83.95
Madera,2007,19.0,140.64
Madera,2007,29.0,214.02
Madera,2007,24.0,57.22
Madera,2007,25.0,58.65
Madera,2008,13.0,1413.04
Madera,2008,16.0,560.13
Madera,2008,76.0,170.9
Madera,2008,151.0,336.83
Madera,2008,63.0,64.05
Madera,2008,94.0,87.6
Madera,2008,13.0,99.31
Madera,2008,36.0,278.21
Madera,2008,22.0,53.47
Madera,2008,43.0,97.81
Madera,2009,14.0,523.53
Madera,2009,58.0,130.54
Madera,2009,126.0,278.64
Madera,2009,87.0,86.93
Madera,2009,104.0,97.49
Madera,2009,16.0,969.7
Madera,2009,22.0,184.72
Madera,2009,34.0,85.46
Madera,2009,44.0,107.68
Madera,2010,13.0,439.99
Madera,2010,17.0,631.46
Madera,2010,97.0,217.93
Madera,2010,165.0,361.92
Madera,2010,95.0,91.78
Madera,2010,129.0,118.86
Madera,2010,13.0,828.03
Madera,2010,22.0,191.3
Madera,2010,37.0,318.97
Madera,2010,29.0,77.15
Madera,2010,34.0,91.02
Madera,2011,12.0,416.7
Madera,2011,92.0,209.71
Madera,2011,154.0,338.76
Madera,2011,96.0,90.81
Madera,2011,125.0,112.81
Madera,2011,13.0,117.97
Madera,2011,27.0,229.01
Madera,2011,28.0,81.47
Madera,2011,38.0,103.59
Madera,2012,14.0,562.47
Madera,2012,69.0,161.29
Madera,2012,139.0,307.05
Madera,2012,109.0,101.44
Madera,2012,168.0,150.9
Madera,2012,16.0,152.53
Madera,2012,51.0,433.67
Madera,2012,30.0,94.52
Madera,2012,37.0,102.74
Madera,2013,20.0,760.48
Madera,2013,54.0,127.57
Madera,2013,119.0,261.77
Madera,2013,67.0,62.22
Madera,2013,133.0,117.67
Madera,2013,28.0,234.7
Madera,2013,27.0,86.35
Madera,2013,21.0,60.69
Madera,2014,81.0,190.41
Madera,2014,132.0,285.28
Madera,2014,94.0,85.12
Madera,2014,160.0,136.85
Madera,2014,14.0,127.27
Madera,2014,30.0,240.96
Madera,2014,27.0,82.13
Madera,2014,30.0,91.59
Marin,2005,14.0,304.41
Marin,2005,26.0,157.29
Marin,2005,19.0,55.17
Marin,2005,14.0,163.14
Marin,2005,15.0,32.63
Marin,2005,31.0,64.06
Marin,2005,19.0,16.65
Marin,2005,40.0,32.75
Marin,2006,20.0,117.51
Marin,2006,16.0,49.15
Marin,2006,20.0,56.54
Marin,2006,13.0,141.59
Marin,2006,14.0,30.61
Marin,2006,27.0,55.68
Marin,2006,28.0,24.59
Marin,2006,44.0,35.43
Marin,2007,16.0,92.38
Marin,2007,18.0,52.89
Marin,2007,20.0,55.31
Marin,2007,20.0,41.47
Marin,2007,23.0,20.88
Marin,2007,31.0,25.32
Marin,2008,19.0,106.15
Marin,2008,15.0,42.05
Marin,2008,19.0,50.38
Marin,2008,13.0,28.72
Marin,2008,24.0,50.47
Marin,2008,22.0,20.6
Marin,2008,29.0,23.57
Marin,2009,12.0,308.5
Marin,2009,12.0,67.45
Marin,2009,23.0,128.21
Marin,2009,16.0,40.94
Marin,2009,15.0,36.07
Marin,2009,20.0,45.05
Marin,2009,34.0,26.97
Marin,2009,37.0,27.63
Marin,2010,14.0,327.72
Marin,2010,16.0,87.24
Marin,2010,13.0,32.84
Marin,2010,32.0,76.69
Marin,2010,12.0,29.51
Marin,2010,35.0,81.91
Marin,2010,30.0,24.34
Marin,2010,38.0,29.58
Marin,2011,12.0,262.71
Marin,2011,16.0,86.07
Marin,2011,23.0,57.22
Marin,2011,35.0,81.2
Marin,2011,12.0,31.93
Marin,2011,22.0,55.17
Marin,2011,23.0,18.61
Marin,2011,43.0,33.44
Marin,2012,17.0,90.04
Marin,2012,16.0,36.81
Marin,2012,24.0,51.48
Marin,2012,29.0,75.29
Marin,2012,19.0,15.47
Marin,2012,30.0,23.41
Marin,2013,20.0,47.63
Marin,2013,21.0,45.59
Marin,2013,22.0,59.59
Marin,2013,21.0,17.38
Marin,2013,33.0,26.36
Marin,2014,14.0,315.09
Marin,2014,28.0,145.45
Marin,2014,15.0,35.19
Marin,2014,29.0,61.6
Marin,2014,18.0,50.1
Marin,2014,35.0,29.46
Marin,2014,29.0,23.73
Mendocino,2005,16.0,226.18
Mendocino,2005,31.0,228.11
Mendocino,2005,13.0,33.1
Mendocino,2005,29.0,69.95
Mendocino,2006,16.0,155.64
Mendocino,2006,14.0,106.3
Mendocino,2006,33.0,83.63
Mendocino,2006,28.0,68.51
Mendocino,2007,17.0,160.38
Mendocino,2007,24.0,185.19
Mendocino,2007,27.0,70.04
Mendocino,2007,31.0,78.7
Mendocino,2008,15.0,58.42
Mendocino,2008,21.0,161.41
Mendocino,2008,30.0,77.47
Mendocino,2008,33.0,81.6
Mendocino,2009,21.0,190.56
Mendocino,2009,12.0,49.17
Mendocino,2009,12.0,46.63
Mendocino,2009,12.0,100.5
Mendocino,2009,27.0,204.08
Mendocino,2009,34.0,90.47
Mendocino,2010,15.0,129.53
Mendocino,2010,36.0,133.42
Mendocino,2010,27.0,206.9
Mendocino,2010,25.0,73.16
Mendocino,2010,34.0,97.42
Mendocino,2011,18.0,162.75
Mendocino,2011,26.0,93.08
Mendocino,2011,16.0,121.4
Mendocino,2011,27.0,81.76
Mendocino,2011,23.0,67.57
Mendocino,2012,18.0,64.32
Mendocino,2012,15.0,113.21
Mendocino,2012,22.0,68.14
Mendocino,2012,29.0,87.89
Mendocino,2013,18.0,61.76
Mendocino,2013,18.0,135.95
Mendocino,2013,15.0,46.51
Mendocino,2013,14.0,42.78
Mendocino,2014,30.0,103.13
Mendocino,2014,14.0,557.77
Mendocino,2014,16.0,50.03
Mendocino,2014,22.0,67.7
Merced,2005,15.0,533.81
Merced,2005,20.0,216.41
Merced,2005,33.0,45.69
Merced,2005,87.0,117.52
Merced,2005,55.0,34.88
Merced,2005,84.0,47.29
Merced,2005,24.0,101.22
Merced,2005,25.0,96.82
Merced,2005,48.0,70.18
Merced,2005,58.0,78.42
Merced,2006,24.0,800.0
Merced,2006,44.0,473.32
Merced,2006,62.0,83.04
Merced,2006,162.0,211.79
Merced,2006,62.0,36.59
Merced,2006,115.0,63.51
Merced,2006,25.0,107.9
Merced,2006,54.0,213.69
Merced,2006,54.0,77.9
Merced,2006,59.0,81.22
Merced,2007,14.0,487.8
Merced,2007,23.0,721.0
Merced,2007,16.0,176.45
Merced,2007,29.0,320.07
Merced,2007,81.0,106.86
Merced,2007,151.0,192.01
Merced,2007,71.0,40.52
Merced,2007,97.0,51.9
Merced,2007,27.0,117.96
Merced,2007,70.0,283.63
Merced,2007,51.0,75.5
Merced,2007,68.0,95.47
Merced,2008,14.0,471.38
Merced,2008,21.0,642.2
Merced,2008,16.0,198.87
Merced,2008,39.0,433.0
Merced,2008,104.0,135.81
Merced,2008,158.0,198.94
Merced,2008,89.0,48.9
Merced,2008,137.0,71.75
Merced,2008,36.0,161.07
Merced,2008,71.0,297.82
Merced,2008,71.0,109.61
Merced,2008,70.0,99.23
Merced,2009,12.0,387.1
Merced,2009,21.0,662.46
Merced,2009,16.0,209.38
Merced,2009,49.0,567.71
Merced,2009,92.0,122.19
Merced,2009,163.0,209.3
Merced,2009,96.0,51.66
Merced,2009,185.0,95.59
Merced,2009,37.0,174.94
Merced,2009,55.0,244.77
Merced,2009,44.0,72.35
Merced,2009,74.0,112.78
Merced,2010,17.0,568.56
Merced,2010,28.0,903.23
Merced,2010,20.0,252.05
Merced,2010,48.0,550.45
Merced,2010,105.0,138.91
Merced,2010,200.0,253.52
Merced,2010,108.0,57.02
Merced,2010,191.0,96.94
Merced,2010,16.0,522.88
Merced,2010,52.0,257.43
Merced,2010,80.0,368.15
Merced,2010,72.0,123.01
Merced,2010,76.0,121.96
Merced,2011,26.0,945.45
Merced,2011,12.0,161.21
Merced,2011,45.0,511.82
Merced,2011,65.0,89.46
Merced,2011,149.0,195.8
Merced,2011,125.0,65.95
Merced,2011,199.0,100.54
Merced,2011,28.0,129.99
Merced,2011,61.0,263.16
Merced,2011,62.0,101.35
Merced,2011,82.0,122.64
Merced,2012,13.0,517.93
Merced,2012,22.0,928.27
Merced,2012,24.0,325.74
Merced,2012,49.0,576.62
Merced,2012,89.0,129.47
Merced,2012,182.0,248.8
Merced,2012,123.0,64.61
Merced,2012,220.0,111.27
Merced,2012,39.0,172.34
Merced,2012,55.0,224.95
Merced,2012,60.0,91.52
Merced,2012,78.0,113.04
Merced,2013,23.0,1090.05
Merced,2013,16.0,224.38
Merced,2013,30.0,360.25
Merced,2013,72.0,107.03
Merced,2013,164.0,227.21
Merced,2013,160.0,83.85
Merced,2013,234.0,117.37
Merced,2013,35.0,151.71
Merced,2013,62.0,247.9
Merced,2013,52.0,81.91
Merced,2013,83.0,121.92
Merced,2014,25.0,1322.75
Merced,2014,23.0,311.34
Merced,2014,36.0,440.64
Merced,2014,90.0,135.36
Merced,2014,174.0,240.53
Merced,2014,139.0,72.52
Merced,2014,306.0,152.4
Merced,2014,24.0,102.7
Merced,2014,67.0,262.33
Merced,2014,49.0,79.06
Merced,2014,76.0,112.8
Monterey,2005,23.0,235.97
Monterey,2005,16.0,76.99
Monterey,2005,67.0,57.08
Monterey,2005,149.0,120.59
Monterey,2005,95.0,36.68
Monterey,2005,157.0,57.24
Monterey,2005,16.0,254.37
Monterey,2005,23.0,359.94
Monterey,2005,15.0,106.37
Monterey,2005,27.0,191.41
Monterey,2005,20.0,69.64
Monterey,2005,27.0,85.88
Monterey,2005,49.0,54.19
Monterey,2005,65.0,67.84
Monterey,2006,14.0,679.61
Monterey,2006,24.0,270.71
Monterey,2006,13.0,233.81
Monterey,2006,15.0,76.35
Monterey,2006,55.0,46.82
Monterey,2006,156.0,125.33
Monterey,2006,127.0,49.14
Monterey,2006,178.0,65.23
Monterey,2006,18.0,289.86
Monterey,2006,12.0,85.86
Monterey,2006,21.0,145.17
Monterey,2006,12.0,43.31
Monterey,2006,31.0,104.1
Monterey,2006,26.0,27.89
Monterey,2006,41.0,45.42
Monterey,2007,13.0,173.59
Monterey,2007,25.0,319.79
Monterey,2007,76.0,64.28
Monterey,2007,189.0,150.79
Monterey,2007,110.0,41.89
Monterey,2007,185.0,67.35
Monterey,2007,15.0,253.38
Monterey,2007,16.0,261.01
Monterey,2007,23.0,162.58
Monterey,2007,29.0,196.09
Monterey,2007,15.0,55.01
Monterey,2007,31.0,106.24
Monterey,2007,31.0,35.53
Monterey,2007,36.0,41.85
Monterey,2008,30.0,398.25
Monterey,2008,90.0,74.88
Monterey,2008,202.0,157.73
Monterey,2008,133.0,49.61
Monterey,2008,184.0,66.56
Monterey,2008,12.0,44.71
Monterey,2008,30.0,106.72
Monterey,2008,20.0,24.32
Monterey,2008,34.0,39.42
Monterey,2009,19.0,276.16
Monterey,2009,78.0,63.67
Monterey,2009,184.0,141.67
Monterey,2009,137.0,51.35
Monterey,2009,254.0,92.51
Monterey,2009,22.0,152.78
Monterey,2009,25.0,96.01
Monterey,2009,25.0,93.28
Monterey,2009,27.0,34.76
Monterey,2009,42.0,53.82
Monterey,2010,25.0,375.57
Monterey,2010,107.0,88.52
Monterey,2010,220.0,171.63
Monterey,2010,127.0,46.19
Monterey,2010,264.0,91.0
Monterey,2010,19.0,331.01
Monterey,2010,19.0,139.35
Monterey,2010,23.0,162.44
Monterey,2010,18.0,71.49
Monterey,2010,45.0,171.17
Monterey,2010,19.0,26.27
Monterey,2010,40.0,53.08
Monterey,2011,19.0,316.54
Monterey,2011,84.0,68.99
Monterey,2011,211.0,161.93
Monterey,2011,178.0,63.61
Monterey,2011,270.0,90.35
Monterey,2011,14.0,239.73
Monterey,2011,16.0,115.16
Monterey,2011,22.0,153.54
Monterey,2011,26.0,96.87
Monterey,2011,26.0,38.18
Monterey,2011,38.0,53.34
Monterey,2012,16.0,295.57
Monterey,2012,104.0,85.6
Monterey,2012,198.0,151.01
Monterey,2012,155.0,54.23
Monterey,2012,254.0,82.87
Monterey,2012,12.0,206.19
Monterey,2012,15.0,103.12
Monterey,2012,19.0,77.96
Monterey,2012,35.0,53.17
Monterey,2012,38.0,56.34
Monterey,2013,12.0,625.0
Monterey,2013,16.0,304.67
Monterey,2013,127.0,104.4
Monterey,2013,221.0,167.03
Monterey,2013,160.0,55.38
Monterey,2013,299.0,95.02
Monterey,2013,19.0,135.83
Monterey,2013,16.0,59.59
Monterey,2013,32.0,49.97
Monterey,2013,36.0,53.32
Monterey,2014,113.0,91.59
Monterey,2014,175.0,129.86
Monterey,2014,175.0,59.28
Monterey,2014,297.0,93.65
Monterey,2014,13.0,95.56
Monterey,2014,12.0,79.39
Monterey,2014,14.0,59.52
Monterey,2014,16.0,60.79
Monterey,2014,23.0,38.08
Monterey,2014,30.0,46.79
Napa,2005,16.0,34.77
Napa,2005,15.0,30.71
Napa,2005,22.0,126.0
Napa,2005,29.0,49.98
Napa,2006,14.0,67.53
Napa,2006,26.0,52.53
Napa,2006,13.0,75.93
Napa,2006,18.0,31.46
Napa,2006,35.0,59.95
Napa,2007,13.0,60.86
Napa,2007,14.0,29.76
Napa,2007,37.0,73.55
Napa,2007,20.0,119.4
Napa,2007,14.0,24.64
Napa,2007,22.0,38.02
Napa,2008,15.0,69.09
Napa,2008,20.0,38.89
Napa,2008,14.0,85.57
Napa,2008,15.0,25.22
Napa,2008,15.0,25.23
Napa,2009,17.0,78.85
Napa,2009,14.0,28.37
Napa,2009,26.0,50.58
Napa,2009,16.0,104.78
Napa,2009,18.0,30.84
Napa,2009,33.0,59.01
Napa,2010,12.0,57.36
Napa,2010,22.0,97.56
Napa,2010,25.0,46.83
Napa,2010,33.0,58.82
Napa,2010,16.0,110.42
Napa,2010,26.0,54.59
Napa,2011,19.0,87.48
Napa,2011,14.0,25.77
Napa,2011,29.0,50.57
Napa,2011,14.0,31.1
Napa,2011,23.0,50.48
Napa,2012,33.0,151.86
Napa,2012,15.0,27.4
Napa,2012,25.0,43.21
Napa,2012,13.0,92.4
Napa,2012,27.0,60.97
Napa,2013,12.0,58.45
Napa,2013,43.0,196.98
Napa,2013,21.0,38.23
Napa,2013,18.0,30.4
Napa,2013,12.0,83.16
Napa,2013,12.0,30.01
Napa,2013,16.0,35.84
Napa,2014,13.0,63.05
Napa,2014,23.0,103.42
Napa,2014,26.0,47.12
Napa,2014,38.0,64.23
Napa,2014,16.0,108.11
Napa,2014,17.0,41.57
Napa,2014,25.0,58.51
Nevada,2005,16.0,87.34
Nevada,2005,29.0,47.53
Nevada,2005,43.0,64.49
Nevada,2006,14.0,78.96
Nevada,2006,20.0,32.76
Nevada,2006,32.0,49.3
Nevada,2007,12.0,69.61
Nevada,2007,40.0,65.6
Nevada,2007,49.0,73.38
Nevada,2008,18.0,101.93
Nevada,2008,29.0,48.11
Nevada,2008,41.0,64.54
Nevada,2009,17.0,102.35
Nevada,2009,34.0,54.22
Nevada,2009,40.0,63.94
Nevada,2010,17.0,108.77
Nevada,2010,17.0,101.31
Nevada,2010,23.0,38.74
Nevada,2010,39.0,65.42
Nevada,2011,31.0,192.31
Nevada,2011,20.0,36.22
Nevada,2011,39.0,70.24
Nevada,2012,19.0,120.71
Nevada,2012,28.0,55.04
Nevada,2012,25.0,46.31
Nevada,2013,21.0,134.79
Nevada,2013,20.0,39.05
Nevada,2014,12.0,77.37
Nevada,2014,13.0,28.18
Nevada,2014,17.0,33.65
Orange,2005,15.0,133.93
Orange,2005,47.0,410.12
Orange,2005,63.0,152.7
Orange,2005,81.0,182.97
Orange,2005,30.0,21.35
