County,Year,Number,Rate (per 10k)
Alameda,2012,328.0,78.84
Alameda,2012,61.0,156.13
Alameda,2012,147.0,354.39
Alameda,2012,77.0,87.75
Alameda,2012,106.0,112.31
Alameda,2012,60.0,55.12
Alameda,2012,111.0,93.5
Alameda,2012,108.0,40.13
Alameda,2012,136.0,48.67
Alameda,2013,160.0,305.75
Alameda,2013,272.0,495.09
Alameda,2013,270.0,186.46
Alameda,2013,388.0,266.0
Alameda,2013,47.0,39.55
Alameda,2013,115.0,85.71
Alameda,2013,59.0,18.5
Alameda,2013,92.0,27.61
Alameda,2013,152.0,101.37
Alameda,2013,300.0,188.71
Alameda,2013,242.0,60.73
Alameda,2013,364.0,86.11
Alameda,2013,90.0,231.3
Alameda,2013,143.0,344.91
Alameda,2013,91.0,102.71
Alameda,2013,133.0,136.36
Alameda,2013,43.0,38.15
Alameda,2013,92.0,74.56
Alameda,2013,89.0,33.43
Alameda,2013,126.0,45.07
Alameda,2014,175.0,329.94
Alameda,2014,333.0,596.67
Alameda,2014,318.0,223.52
Alameda,2014,437.0,304.49
Alameda,2014,48.0,39.63
Alameda,2014,104.0,74.65
Alameda,2014,57.0,17.94
Alameda,2014,107.0,31.88
Alameda,2014,141.0,94.97
Alameda,2014,312.0,196.55
Alameda,2014,284.0,70.25
Alameda,2014,438.0,101.44
Alameda,2014,71.0,185.09
Alameda,2014,174.0,422.13
Alameda,2014,113.0,123.04
Alameda,2014,169.0,170.9
Alameda,2014,43.0,37.28
Alameda,2014,86.0,67.38
Alameda,2014,67.0,25.59
Alameda,2014,110.0,39.69
Amador,2005,17.0,78.88
Amador,2006,16.0,79.0
Amador,2006,15.0,68.12
Amador,2009,18.0,87.55
Amador,2009,14.0,80.85
Amador,2010,17.0,106.36
Amador,2011,14.0,90.37
Amador,2011,19.0,120.85
Amador,2012,12.0,77.73
Amador,2012,21.0,144.07
Amador,2013,21.0,139.16
Amador,2013,17.0,113.76
Amador,2014,16.0,107.87
Amador,2014,14.0,87.21
Butte,2005,15.0,110.13
Butte,2005,12.0,35.5
Butte,2005,18.0,48.56
Butte,2005,53.0,138.06
Butte,2005,35.0,29.23
Butte,2005,69.0,54.43
Butte,2006,23.0,61.73
Butte,2006,44.0,115.33
Butte,2006,25.0,20.73
Butte,2006,48.0,39.78
Butte,2007,13.0,34.61
Butte,2007,40.0,106.55
Butte,2007,36.0,32.66
Butte,2007,53.0,48.68
Butte,2008,28.0,74.53
Butte,2008,42.0,112.36
Butte,2008,22.0,21.88
Butte,2008,48.0,45.24
Butte,2009,12.0,1165.05
Butte,2009,15.0,97.78
Butte,2009,22.0,60.84
Butte,2009,46.0,126.83
Butte,2009,54.0,55.32
Butte,2009,52.0,53.59
Butte,2010,13.0,455.77
Butte,2010,13.0,81.35
Butte,2010,15.0,94.46
Butte,2010,26.0,66.35
Butte,2010,36.0,99.04
Butte,2010,68.0,187.79
Butte,2010,66.0,65.5
Butte,2010,63.0,60.24
Butte,2011,22.0,145.02
Butte,2011,17.0,112.43
Butte,2011,21.0,50.15
Butte,2011,31.0,86.71
Butte,2011,51.0,136.69
Butte,2011,48.0,48.11
Butte,2011,60.0,60.19
Butte,2012,15.0,105.86
Butte,2012,33.0,94.83
Butte,2012,46.0,124.93
Butte,2012,47.0,47.6
Butte,2012,53.0,53.22
Butte,2013,15.0,116.55
Butte,2013,14.0,34.84
Butte,2013,12.0,27.42
Butte,2013,27.0,78.6
Butte,2013,54.0,146.18
Butte,2013,58.0,59.1
Butte,2013,57.0,58.34
Butte,2014,13.0,479.26
Butte,2014,19.0,160.61
Butte,2014,22.0,49.15
Butte,2014,24.0,70.65
Butte,2014,50.0,133.26
Butte,2014,62.0,63.68
Butte,2014,57.0,58.95
Calaveras,2005,14.0,53.85
Calaveras,2005,15.0,54.63
Calaveras,2006,16.0,56.42
Calaveras,2007,19.0,65.1
Calaveras,2008,12.0,46.64
Calaveras,2008,22.0,78.9
Calaveras,2010,14.0,192.04
Calaveras,2010,23.0,84.97
Calaveras,2011,19.0,265.73
Calaveras,2011,15.0,66.19
Calaveras,2011,15.0,61.54
Calaveras,2013,13.0,57.82
Calaveras,2013,26.0,113.2
Calaveras,2014,13.0,194.03
Calaveras,2014,18.0,83.13
Calaveras,2014,20.0,86.79
Colusa,2008,12.0,78.51
Colusa,2009,13.0,82.84
Colusa,2014,12.0,72.76
Contra Costa,2005,94.0,314.17
Contra Costa,2005,159.0,515.4
Contra Costa,2005,152.0,150.45
Contra Costa,2005,213.0,202.88
Contra Costa,2005,31.0,80.37
Contra Costa,2005,46.0,111.06
Contra Costa,2005,30.0,27.05
Contra Costa,2005,88.0,80.54
Contra Costa,2005,159.0,137.96
Contra Costa,2005,144.0,54.72
Contra Costa,2005,153.0,55.72
Contra Costa,2005,48.0,183.98
Contra Costa,2005,112.0,413.13
Contra Costa,2005,99.0,193.5
Contra Costa,2005,202.0,365.45
Contra Costa,2005,72.0,53.55
Contra Costa,2005,141.0,100.89
Contra Costa,2005,121.0,30.96
Contra Costa,2005,155.0,37.4
Contra Costa,2006,79.0,266.89
Contra Costa,2006,162.0,532.72
Contra Costa,2006,172.0,174.45
Contra Costa,2006,281.0,269.69
Contra Costa,2006,24.0,59.88
Contra Costa,2006,26.0,60.73
Contra Costa,2006,19.0,17.87
Contra Costa,2006,37.0,32.54
Contra Costa,2006,82.0,72.79
Contra Costa,2006,186.0,157.67
Contra Costa,2006,116.0,43.6
Contra Costa,2006,198.0,70.31
Contra Costa,2006,37.0,142.75
Contra Costa,2006,85.0,311.81
Contra Costa,2006,57.0,106.28
Contra Costa,2006,142.0,240.98
Contra Costa,2006,86.0,66.3
Contra Costa,2006,160.0,117.92
Contra Costa,2006,153.0,40.27
Contra Costa,2006,236.0,58.03
Contra Costa,2007,96.0,324.65
Contra Costa,2007,167.0,549.16
Contra Costa,2007,172.0,176.81
Contra Costa,2007,221.0,214.65
Contra Costa,2007,20.0,47.72
Contra Costa,2007,31.0,70.15
Contra Costa,2007,19.0,17.42
Contra Costa,2007,19.0,16.26
Contra Costa,2007,91.0,77.86
Contra Costa,2007,186.0,153.52
Contra Costa,2007,104.0,37.74
Contra Costa,2007,193.0,66.39
Contra Costa,2007,25.0,95.75
Contra Costa,2007,74.0,264.66
Contra Costa,2007,47.0,83.16
Contra Costa,2007,64.0,103.34
Contra Costa,2007,68.0,54.61
Contra Costa,2007,147.0,112.02
Contra Costa,2007,117.0,30.31
Contra Costa,2007,145.0,35.75
Contra Costa,2008,87.0,292.04
Contra Costa,2008,167.0,548.08
Contra Costa,2008,185.0,188.78
Contra Costa,2008,245.0,243.17
Contra Costa,2008,16.0,36.95
Contra Costa,2008,50.0,110.28
Contra Costa,2008,21.0,18.51
Contra Costa,2008,29.0,24.04
Contra Costa,2008,92.0,76.39
Contra Costa,2008,234.0,187.67
Contra Costa,2008,145.0,50.95
Contra Costa,2008,238.0,79.88
Contra Costa,2008,30.0,114.72
Contra Costa,2008,62.0,218.93
Contra Costa,2008,59.0,98.47
Contra Costa,2008,65.0,100.12
Contra Costa,2008,78.0,64.75
Contra Costa,2008,150.0,117.6
Contra Costa,2008,151.0,39.52
Contra Costa,2008,161.0,39.73
Contra Costa,2009,95.0,320.62
Contra Costa,2009,180.0,608.93
Contra Costa,2009,180.0,189.33
Contra Costa,2009,284.0,293.31
Contra Costa,2009,24.0,57.76
Contra Costa,2009,47.0,107.77
Contra Costa,2009,24.0,20.28
Contra Costa,2009,45.0,35.73
Contra Costa,2009,115.0,95.18
Contra Costa,2009,226.0,181.21
Contra Costa,2009,172.0,58.93
Contra Costa,2009,306.0,100.26
Contra Costa,2009,37.0,142.14
Contra Costa,2009,81.0,294.97
Contra Costa,2009,53.0,82.74
Contra Costa,2009,86.0,124.91
Contra Costa,2009,85.0,76.45
Contra Costa,2009,152.0,130.2
Contra Costa,2009,160.0,41.24
Contra Costa,2009,197.0,50.07
Contra Costa,2010,82.0,275.26
Contra Costa,2010,191.0,649.88
Contra Costa,2010,193.0,214.24
Contra Costa,2010,248.0,264.58
Contra Costa,2010,46.0,101.41
Contra Costa,2010,21.0,16.9
Contra Costa,2010,53.0,40.12
Contra Costa,2010,130.0,104.06
Contra Costa,2010,217.0,169.44
Contra Costa,2010,195.0,63.7
Contra Costa,2010,337.0,104.38
Contra Costa,2010,23.0,85.95
Contra Costa,2010,70.0,255.57
Contra Costa,2010,46.0,69.99
Contra Costa,2010,75.0,110.03
Contra Costa,2010,81.0,76.92
Contra Costa,2010,134.0,122.05
Contra Costa,2010,155.0,43.62
Contra Costa,2010,225.0,61.86
Contra Costa,2011,77.0,268.29
Contra Costa,2011,130.0,454.23
Contra Costa,2011,202.0,227.36
Contra Costa,2011,257.0,287.83
Contra Costa,2011,20.0,50.05
Contra Costa,2011,57.0,130.88
Contra Costa,2011,26.0,20.97
Contra Costa,2011,51.0,38.95
Contra Costa,2011,90.0,76.29
Contra Costa,2011,217.0,174.47
Contra Costa,2011,196.0,62.88
Contra Costa,2011,346.0,106.28
Contra Costa,2011,22.0,83.18
Contra Costa,2011,48.0,177.32
Contra Costa,2011,38.0,57.46
Contra Costa,2011,86.0,123.2
Contra Costa,2011,72.0,69.55
Contra Costa,2011,95.0,87.52
Contra Costa,2011,144.0,40.44
Contra Costa,2011,200.0,55.14
Contra Costa,2012,104.0,372.23
Contra Costa,2012,135.0,478.89
Contra Costa,2012,213.0,247.69
Contra Costa,2012,271.0,308.49
Contra Costa,2012,19.0,48.35
Contra Costa,2012,36.0,81.28
Contra Costa,2012,21.0,16.98
Contra Costa,2012,60.0,46.14
Contra Costa,2012,95.0,84.0
Contra Costa,2012,230.0,190.87
Contra Costa,2012,232.0,73.19
Contra Costa,2012,417.0,125.99
Contra Costa,2012,43.0,164.69
Contra Costa,2012,73.0,274.64
Contra Costa,2012,67.0,100.31
Contra Costa,2012,85.0,119.81
Contra Costa,2012,63.0,62.28
Contra Costa,2012,126.0,117.02
Contra Costa,2012,143.0,41.34
Contra Costa,2012,182.0,51.06
Contra Costa,2013,67.0,244.61
Contra Costa,2013,143.0,511.81
Contra Costa,2013,207.0,248.64
Contra Costa,2013,242.0,285.58
Contra Costa,2013,18.0,45.8
Contra Costa,2013,30.0,66.09
Contra Costa,2013,25.0,20.35
Contra Costa,2013,58.0,45.09
Contra Costa,2013,81.0,73.95
Contra Costa,2013,195.0,165.79
Contra Costa,2013,198.0,61.98
Contra Costa,2013,347.0,103.35
Contra Costa,2013,34.0,133.18
Contra Costa,2013,65.0,245.19
Contra Costa,2013,55.0,81.36
Contra Costa,2013,66.0,92.12
Contra Costa,2013,27.0,27.05
Contra Costa,2013,114.0,105.23
Contra Costa,2013,137.0,40.51
Contra Costa,2013,141.0,41.34
Contra Costa,2014,80.0,296.63
Contra Costa,2014,155.0,553.77
Contra Costa,2014,243.0,293.51
Contra Costa,2014,254.0,306.93
Contra Costa,2014,25.0,61.84
Contra Costa,2014,32.0,68.49
Contra Costa,2014,27.0,22.29
Contra Costa,2014,56.0,44.34
Contra Costa,2014,117.0,108.9
Contra Costa,2014,196.0,168.73
Contra Costa,2014,229.0,71.27
Contra Costa,2014,382.0,113.35
Contra Costa,2014,19.0,75.19
Contra Costa,2014,63.0,234.03
Contra Costa,2014,42.0,61.54
Contra Costa,2014,89.0,124.24
Contra Costa,2014,35.0,35.2
Contra Costa,2014,78.0,70.74
Contra Costa,2014,121.0,36.17
Contra Costa,2014,124.0,37.82
Del Norte,2005,18.0,409.09
Del Norte,2005,15.0,99.79
Del Norte,2005,14.0,87.49
Del Norte,2006,13.0,331.63
Del Norte,2006,12.0,268.46
Del Norte,2006,17.0,116.85
Del Norte,2007,13.0,285.71
Del Norte,2007,19.0,142.76
Del Norte,2009,15.0,113.04
Del Norte,2010,21.0,171.36
El Dorado,2005,19.0,51.39
El Dorado,2005,24.0,20.79
El Dorado,2005,60.0,50.02
El Dorado,2006,15.0,42.19
El Dorado,2006,20.0,53.89
El Dorado,2006,37.0,32.45
El Dorado,2006,48.0,40.68
El Dorado,2007,13.0,36.84
El Dorado,2007,27.0,73.03
El Dorado,2007,43.0,37.55
El Dorado,2007,46.0,37.67
El Dorado,2008,13.0,38.01
El Dorado,2008,29.0,79.69
El Dorado,2008,36.0,30.77
El Dorado,2008,45.0,38.05
El Dorado,2009,27.0,81.69
El Dorado,2009,38.0,32.42
El Dorado,2009,47.0,37.92
El Dorado,2010,13.0,42.53
El Dorado,2010,22.0,67.8
El Dorado,2010,38.0,34.5
El Dorado,2010,42.0,36.62
El Dorado,2011,12.0,39.63
El Dorado,2011,44.0,43.05
El Dorado,2011,61.0,56.03
El Dorado,2012,16.0,52.14
El Dorado,2012,16.0,55.02
El Dorado,2012,45.0,42.2
El Dorado,2012,46.0,44.44
El Dorado,2013,13.0,43.01
El Dorado,2013,12.0,37.91
El Dorado,2013,28.0,96.69
El Dorado,2013,23.0,23.26
El Dorado,2013,31.0,29.8
El Dorado,2014,14.0,46.69
El Dorado,2014,13.0,40.98
El Dorado,2014,19.0,211.19
El Dorado,2014,12.0,143.8
El Dorado,2014,24.0,81.44
El Dorado,2014,37.0,37.84
El Dorado,2014,47.0,47.67
Fresno,2005,44.0,257.01
Fresno,2005,97.0,505.74
Fresno,2005,94.0,174.33
Fresno,2005,118.0,213.25
Fresno,2005,20.0,65.94
Fresno,2005,21.0,64.0
Fresno,2005,13.0,13.05
Fresno,2005,19.0,18.95
Fresno,2005,281.0,122.62
Fresno,2005,568.0,239.28
Fresno,2005,255.0,47.06
Fresno,2005,419.0,73.52
Fresno,2005,21.0,189.19
Fresno,2005,33.0,292.29
Fresno,2005,35.0,131.7
Fresno,2005,54.0,202.29
Fresno,2005,91.0,117.18
Fresno,2005,147.0,184.46
Fresno,2005,162.0,67.78
Fresno,2005,197.0,81.2
Fresno,2006,39.0,230.77
Fresno,2006,104.0,543.08
Fresno,2006,94.0,176.95
Fresno,2006,109.0,198.98
Fresno,2006,30.0,95.69
Fresno,2006,39.0,113.44
Fresno,2006,15.0,16.6
Fresno,2006,24.0,25.18
Fresno,2006,347.0,147.52
Fresno,2006,652.0,267.32
Fresno,2006,295.0,52.99
Fresno,2006,478.0,81.99
Fresno,2006,19.0,161.15
Fresno,2006,48.0,406.44
Fresno,2006,22.0,79.37
Fresno,2006,41.0,144.55
Fresno,2006,70.0,90.96
Fresno,2006,141.0,178.71
Fresno,2006,127.0,53.89
Fresno,2006,192.0,79.05
Fresno,2007,66.0,389.61
Fresno,2007,128.0,671.92
Fresno,2007,80.0,149.27
Fresno,2007,96.0,178.69
Fresno,2007,18.0,55.85
Fresno,2007,46.0,131.2
Fresno,2007,16.0,16.17
Fresno,2007,20.0,21.98
Fresno,2007,348.0,144.67
Fresno,2007,774.0,308.9
Fresno,2007,352.0,62.01
Fresno,2007,489.0,82.4
Fresno,2007,26.0,213.64
Fresno,2007,55.0,458.33
Fresno,2007,16.0,56.06
Fresno,2007,27.0,92.65
Fresno,2007,70.0,92.29
Fresno,2007,168.0,213.2
Fresno,2007,115.0,48.72
Fresno,2007,184.0,78.94
Fresno,2008,59.0,345.23
Fresno,2008,121.0,629.55
Fresno,2008,82.0,158.04
Fresno,2008,117.0,219.33
Fresno,2008,24.0,72.38
Fresno,2008,45.0,126.05
Fresno,2008,20.0,20.4
Fresno,2008,398.0,161.63
Fresno,2008,731.0,283.26
Fresno,2008,341.0,58.99
Fresno,2008,520.0,86.47
Fresno,2008,32.0,256.82
Fresno,2008,54.0,439.74
Fresno,2008,20.0,68.97
Fresno,2008,38.0,125.66
Fresno,2008,85.0,113.5
Fresno,2008,166.0,213.45
Fresno,2008,105.0,46.05
Fresno,2008,187.0,81.46
Fresno,2009,64.0,371.45
Fresno,2009,106.0,553.52
Fresno,2009,87.0,175.57
Fresno,2009,123.0,236.45
Fresno,2009,25.0,75.8
Fresno,2009,73.0,206.16
Fresno,2009,12.0,12.81
Fresno,2009,35.0,37.78
Fresno,2009,334.0,134.42
Fresno,2009,700.0,268.96
Fresno,2009,393.0,67.49
Fresno,2009,531.0,87.86
Fresno,2009,63.0,517.24
Fresno,2009,147.0,1153.85
Fresno,2009,54.0,182.06
Fresno,2009,121.0,400.93
Fresno,2009,106.0,147.02
Fresno,2009,200.0,264.69
Fresno,2009,156.0,73.3
Fresno,2009,219.0,100.68
Fresno,2010,52.0,293.29
Fresno,2010,104.0,554.08
Fresno,2010,82.0,170.48
Fresno,2010,115.0,227.46
Fresno,2010,30.0,87.8
Fresno,2010,51.0,140.38
Fresno,2010,22.0,22.88
Fresno,2010,343.0,136.53
Fresno,2010,798.0,302.86
Fresno,2010,418.0,70.42
Fresno,2010,599.0,96.96
Fresno,2010,52.0,419.69
Fresno,2010,124.0,944.4
Fresno,2010,82.0,282.18
Fresno,2010,127.0,425.46
Fresno,2010,100.0,143.86
Fresno,2010,180.0,246.54
Fresno,2010,145.0,71.67
Fresno,2010,237.0,114.88
Fresno,2011,48.0,257.93
Fresno,2011,100.0,522.47
Fresno,2011,55.0,117.83
Fresno,2011,119.0,240.62
Fresno,2011,32.0,95.52
Fresno,2011,44.0,123.04
Fresno,2011,22.0,24.19
Fresno,2011,469.0,189.92
Fresno,2011,811.0,312.55
Fresno,2011,423.0,70.32
Fresno,2011,634.0,101.1
Fresno,2011,19.0,149.02
Fresno,2011,41.0,289.14
Fresno,2011,30.0,99.21
Fresno,2011,44.0,144.65
Fresno,2011,108.0,150.5
Fresno,2011,192.0,252.5
Fresno,2011,144.0,72.01
Fresno,2011,210.0,105.23
Fresno,2012,49.0,258.99
Fresno,2012,126.0,656.25
Fresno,2012,73.0,160.99
Fresno,2012,142.0,288.52
Fresno,2012,18.0,52.88
Fresno,2012,40.0,106.75
Fresno,2012,20.0,23.69
Fresno,2012,24.0,26.39
Fresno,2012,402.0,166.8
Fresno,2012,785.0,308.33
Fresno,2012,480.0,78.83
Fresno,2012,794.0,124.58
Fresno,2012,16.0,111.27
Fresno,2012,16.0,52.97
Fresno,2012,22.0,71.05
Fresno,2012,124.0,169.93
Fresno,2012,206.0,263.49
Fresno,2012,158.0,81.77
Fresno,2012,253.0,130.02
Fresno,2013,55.0,287.96
Fresno,2013,108.0,559.59
Fresno,2013,80.0,177.04
Fresno,2013,119.0,241.04
Fresno,2013,15.0,42.34
Fresno,2013,48.0,121.83
Fresno,2013,19.0,21.98
Fresno,2013,39.0,42.0
Fresno,2013,383.0,162.0
Fresno,2013,724.0,288.08
Fresno,2013,547.0,88.3
Fresno,2013,870.0,134.37
Fresno,2013,13.0,88.92
Fresno,2013,15.0,48.96
Fresno,2013,17.0,54.1
Fresno,2013,110.0,146.41
Fresno,2013,187.0,229.39
Fresno,2013,172.0,88.79
Fresno,2013,285.0,147.38
Fresno,2014,80.0,413.65
Fresno,2014,153.0,774.68
Fresno,2014,92.0,208.31
Fresno,2014,183.0,372.57
Fresno,2014,27.0,72.39
Fresno,2014,44.0,104.19
Fresno,2014,25.0,28.17
Fresno,2014,34.0,36.59
Fresno,2014,411.0,175.3
Fresno,2014,720.0,285.19
Fresno,2014,695.0,111.08
Fresno,2014,1079.0,164.81
Fresno,2014,14.0,94.72
Fresno,2014,12.0,39.45
Fresno,2014,30.0,93.74
Fresno,2014,107.0,136.65
Fresno,2014,162.0,187.07
Fresno,2014,204.0,106.29
Fresno,2014,282.0,146.99
Humboldt,2005,13.0,229.68
Humboldt,2005,21.0,89.02
Humboldt,2005,51.0,212.94
Humboldt,2005,32.0,44.06
Humboldt,2005,62.0,86.47
Humboldt,2006,20.0,84.53
Humboldt,2006,30.0,124.69
Humboldt,2006,37.0,53.21
Humboldt,2006,56.0,79.45
Humboldt,2007,13.0,83.06
Humboldt,2007,19.0,80.47
Humboldt,2007,33.0,136.87
Humboldt,2007,40.0,57.67
Humboldt,2007,44.0,66.11
Humboldt,2008,13.0,55.15
Humboldt,2008,27.0,110.84
Humboldt,2008,38.0,58.54
Humboldt,2008,48.0,71.54
Humboldt,2009,22.0,94.99
Humboldt,2009,42.0,169.22
Humboldt,2009,37.0,59.19
Humboldt,2009,51.0,83.09
Humboldt,2010,16.0,69.35
Humboldt,2010,28.0,112.31
Humboldt,2010,34.0,55.33
Humboldt,2010,49.0,79.06
Humboldt,2011,14.0,61.67
Humboldt,2011,40.0,162.07
Humboldt,2011,40.0,67.84
Humboldt,2011,41.0,68.03
Humboldt,2012,28.0,129.15
Humboldt,2012,42.0,177.82
Humboldt,2012,32.0,55.61
Humboldt,2012,53.0,88.29
Humboldt,2013,15.0,82.84
Humboldt,2013,15.0,71.5
Humboldt,2013,37.0,159.76
Humboldt,2013,44.0,78.12
Humboldt,2013,41.0,69.36
Humboldt,2014,25.0,111.51
Humboldt,2014,44.0,78.47
Humboldt,2014,31.0,52.69
Imperial,2005,51.0,88.94
Imperial,2005,163.0,271.76
Imperial,2005,141.0,98.71
Imperial,2005,285.0,187.06
Imperial,2005,16.0,274.44
Imperial,2005,24.0,139.35
Imperial,2005,33.0,180.5
Imperial,2006,14.0,822.0
Imperial,2006,73.0,123.1
Imperial,2006,148.0,241.0
Imperial,2006,149.0,100.11
Imperial,2006,294.0,186.37
Imperial,2006,16.0,274.91
Imperial,2006,23.0,135.56
Imperial,2006,33.0,181.24
Imperial,2007,12.0,603.69
Imperial,2007,12.0,884.89
Imperial,2007,79.0,130.17
Imperial,2007,154.0,248.67
Imperial,2007,145.0,94.16
Imperial,2007,303.0,185.36
Imperial,2007,16.0,272.11
Imperial,2007,19.0,112.56
Imperial,2007,21.0,122.21
Imperial,2008,61.0,100.84
Imperial,2008,150.0,246.71
Imperial,2008,162.0,102.51
Imperial,2008,283.0,169.71
Imperial,2008,16.0,273.97
Imperial,2008,21.0,127.81
Imperial,2008,23.0,136.81
Imperial,2009,58.0,98.14
Imperial,2009,153.0,256.54
Imperial,2009,164.0,103.06
Imperial,2009,359.0,215.15
Imperial,2009,21.0,373.67
Imperial,2009,22.0,130.45
Imperial,2009,21.0,131.28
Imperial,2010,92.0,155.17
Imperial,2010,178.0,291.42
Imperial,2010,171.0,106.23
Imperial,2010,400.0,235.82
Imperial,2010,19.0,131.11
Imperial,2010,25.0,174.44
Imperial,2011,64.0,104.9
Imperial,2011,113.0,177.25
Imperial,2011,156.0,98.33
Imperial,2011,304.0,182.65
Imperial,2011,15.0,278.81
Imperial,2011,15.0,103.62
Imperial,2011,20.0,132.12
Imperial,2012,40.0,64.54
Imperial,2012,107.0,160.93
Imperial,2012,153.0,97.43
Imperial,2012,283.0,172.57
Imperial,2012,12.0,237.15
Imperial,2012,25.0,461.25
Imperial,2012,41.0,289.06
Imperial,2012,66.0,451.78
Imperial,2013,47.0,73.84
Imperial,2013,123.0,178.34
Imperial,2013,147.0,93.27
Imperial,2013,269.0,163.76
Imperial,2013,14.0,276.68
Imperial,2013,17.0,301.42
Imperial,2013,34.0,234.44
Imperial,2013,27.0,184.58
Imperial,2014,43.0,65.26
Imperial,2014,111.0,154.6
Imperial,2014,182.0,114.96
Imperial,2014,351.0,212.78
Imperial,2014,21.0,133.86
Imperial,2014,23.0,148.06
Inyo,2008,12.0,526.32
Kern,2005,66.0,396.87
Kern,2005,65.0,395.14
Kern,2005,67.0,140.64
Kern,2005,105.0,227.43
Kern,2005,16.0,151.37
Kern,2005,106.0,53.63
Kern,2005,214.0,104.87
Kern,2005,105.0,23.07
Kern,2005,144.0,29.12
Kern,2005,49.0,450.78
Kern,2005,113.0,1047.27
Kern,2005,35.0,142.75
Kern,2005,76.0,297.3
Kern,2005,81.0,90.8
Kern,2005,142.0,148.83
Kern,2005,126.0,45.33
Kern,2005,158.0,54.69
Kern,2006,49.0,285.55
Kern,2006,77.0,452.67
Kern,2006,63.0,133.71
Kern,2006,126.0,264.07
Kern,2006,85.0,40.54
Kern,2006,217.0,100.81
Kern,2006,92.0,19.11
Kern,2006,160.0,30.94
Kern,2006,47.0,413.73
Kern,2006,93.0,837.84
Kern,2006,35.0,135.01
Kern,2006,65.0,243.73
Kern,2006,69.0,76.57
Kern,2006,157.0,162.63
Kern,2006,80.0,28.86
Kern,2006,140.0,49.0
Kern,2007,65.0,372.49
Kern,2007,82.0,470.18
Kern,2007,91.0,190.7
Kern,2007,100.0,216.73
Kern,2007,102.0,46.66
Kern,2007,223.0,99.53
Kern,2007,112.0,22.5
Kern,2007,208.0,39.11
Kern,2007,47.0,411.2
Kern,2007,80.0,724.64
Kern,2007,34.0,123.23
Kern,2007,59.0,211.73
Kern,2007,81.0,88.74
Kern,2007,112.0,114.59
Kern,2007,125.0,46.14
Kern,2007,139.0,49.05
Kern,2008,60.0,333.7
Kern,2008,63.0,355.93
Kern,2008,81.0,171.8
Kern,2008,104.0,230.24
Kern,2008,103.0,45.9
Kern,2008,222.0,96.42
Kern,2008,109.0,21.21
Kern,2008,231.0,42.7
Kern,2008,25.0,221.24
Kern,2008,68.0,603.91
Kern,2008,29.0,101.86
Kern,2008,48.0,170.28
Kern,2008,50.0,54.53
Kern,2008,110.0,112.41
Kern,2008,95.0,34.93
Kern,2008,126.0,44.75
Kern,2009,78.0,421.39
Kern,2009,86.0,482.87
Kern,2009,95.0,202.63
Kern,2009,131.0,292.7
Kern,2009,14.0,43.87
Kern,2009,152.0,67.22
Kern,2009,278.0,119.12
Kern,2009,167.0,31.69
Kern,2009,329.0,60.3
Kern,2009,31.0,267.24
Kern,2009,42.0,362.38
Kern,2009,36.0,125.53
Kern,2009,67.0,240.13
Kern,2009,84.0,93.06
Kern,2009,153.0,159.91
Kern,2009,113.0,43.86
Kern,2009,185.0,68.06
Kern,2010,50.0,269.11
Kern,2010,103.0,577.68
Kern,2010,106.0,231.1
Kern,2010,147.0,312.36
Kern,2010,140.0,60.94
Kern,2010,307.0,130.18
Kern,2010,188.0,34.83
Kern,2010,319.0,56.85
Kern,2010,18.0,153.06
Kern,2010,49.0,407.32
Kern,2010,40.0,140.61
Kern,2010,61.0,222.94
Kern,2010,82.0,91.83
Kern,2010,144.0,155.12
Kern,2010,148.0,62.04
Kern,2010,165.0,66.18
Kern,2011,58.0,311.49
Kern,2011,85.0,471.18
Kern,2011,106.0,232.49
Kern,2011,127.0,278.36
Kern,2011,142.0,63.65
Kern,2011,284.0,121.95
Kern,2011,229.0,42.17
Kern,2011,405.0,71.84
Kern,2011,22.0,189.98
Kern,2011,35.0,288.07
Kern,2011,35.0,122.45
Kern,2011,50.0,177.99
Kern,2011,73.0,80.18
Kern,2011,128.0,133.57
Kern,2011,132.0,55.92
Kern,2011,163.0,65.72
Kern,2012,71.0,379.88
Kern,2012,133.0,724.4
Kern,2012,127.0,279.13
Kern,2012,147.0,332.76
Kern,2012,171.0,78.44
Kern,2012,362.0,157.03
Kern,2012,256.0,46.6
Kern,2012,500.0,87.98
Kern,2012,21.0,169.35
Kern,2012,23.0,79.84
Kern,2012,42.0,145.62
Kern,2012,69.0,74.56
Kern,2012,153.0,154.83
Kern,2012,136.0,57.73
Kern,2012,198.0,80.37
Kern,2013,61.0,320.88
Kern,2013,99.0,521.33
Kern,2013,156.0,343.74
Kern,2013,158.0,349.74
Kern,2013,13.0,45.39
Kern,2013,156.0,72.57
Kern,2013,330.0,143.88
Kern,2013,285.0,51.56
Kern,2013,507.0,87.82
Kern,2013,19.0,149.49
Kern,2013,23.0,77.09
Kern,2013,27.0,95.72
Kern,2013,63.0,67.04
Kern,2013,139.0,137.0
Kern,2013,150.0,64.13
Kern,2013,173.0,70.89
Kern,2014,54.0,282.43
Kern,2014,114.0,579.56
Kern,2014,141.0,304.28
Kern,2014,156.0,333.77
Kern,2014,143.0,66.59
Kern,2014,312.0,134.84
Kern,2014,347.0,61.7
Kern,2014,587.0,99.81
Kern,2014,22.0,171.34
Kern,2014,15.0,50.02
Kern,2014,27.0,91.51
Kern,2014,72.0,74.02
