STATION,NAME,DATE,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00043578,GRATON,2006,280,0,0,22,0,0.0,3.19,106,3011,47.07,0.0,56.8,71.8,41.9
USC00046602,PACOIMA DAM FC33A E,2006,,0,0,,0,0.0,,,,,0.0,,,
USC00048904,THOUSAND OAKS 1 SW,2006,,,,,,,1.93,,,9.03,,,,
USC00043452,GLENDORA FC 287B,2006,,0,0,,0,0.0,3.60,,,17.72,0.0,,,
USC00043573,GRASS VALLEY NUMBER 2,2006,,,,,,,2.53,,,59.11,,,,
USR0000CLVR,LIVERMORE CALIFORNIA,2006,924,,,32,,,,114,2437,,,60.5,72.4,48.6
USR0000CHNM,HUNTER MOUNTAIN CALIFORNIA,2006,553,,,11,,,,95,5604,,,50.8,62.2,39.4
USR0000CRAV,RAVENDALE CALIFORNIA,2006,409,,,3,,,,99,6601,,,47.7,61.2,34.1
USC00046960,PLACERVILLE,2006,,,0,,,0.0,2.85,,2855,41.75,0.0,,,
USR0000CCDG,CEDAR GROVE CALIFORNIA,2006,506,,,10,,,,99,4855,,,52.6,69.4,35.8
USW00024216,RED BLUFF MUNICIPAL AIRPORT,2006,2006,,,25,,,1.81,117,2714,23.10,,62.7,75.2,50.1
USW00023129,LONG BEACH DAUGHERTY FIELD,2006,1158,,,36,,,1.19,101,1329,7.84,,64.4,73.7,55.0
USW00023244,MOFFETT FEDERAL AIRFIELD,2006,429,,,31,,,,101,2236,,,59.4,68.7,50.2
USW00024215,MOUNT SHASTA,2006,363,,,12,,,2.74,98,5787,47.94,,50.3,62.8,37.8
USW00024213,EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND,2006,0,0,0,29,0,0.0,2.04,82,4506,50.26,0.0,52.5,59.1,45.8
USC00041288,CALEXICO,2006,,0,0,,0,0.0,0.20,,,0.25,0.0,,,
USC00044555,KING CITY,2006,,0,0,23,0,0.0,2.01,,,14.20,0.0,,,44.7
USC00041048,BRAWLEY,2006,4169,0,0,29,0,0.0,0.40,120,,0.40,0.0,74.1,90.1,58.0
USR0000CFIS,FISH CREEK MOUNTAIN CALIFORNIA,2006,5282,,,41,,,,118,380,,,78.2,87.7,68.8
USC00048917,THREE RIVER EDISON PH 1,2006,,0,0,,0,0.0,3.00,111,,22.96,0.0,,76.0,
USR0000CBAL,BALD MOUNTAIN LOC CALIFORNIA,2006,,,,,,,,,4059,,,,,
USR0000CFIG,FIGUEROA CALIFORNIA,2006,1597,,,30,,,,105,2560,,,61.9,70.8,53.0
USR0000CBAC,BACKBONE CALIFORNIA,2006,899,,,16,,,,102,5278,,,52.8,62.9,42.7
USC00044671,LAKE ARROWHEAD,2006,,,,,,,6.00,,,36.46,,,,
USR0000CTE2,TEMESCAL LPF CALIFORNIA,2006,,,,,,,,,1920,,,,,
USC00043463,GLENNVILLE,2006,,,6,14,,1.8,1.85,,,21.00,9.9,,,38.9
USC00044673,LAKE BERRYESSA,2006,,0,0,,0,0.0,1.70,,,25.13,0.0,,,
USC00046610,PAICINES 4 W,2006,,0,0,,0,0.0,,,,,0.0,,,
USC00047821,SAN JOSE,2006,669,,0,33,,0.0,1.56,104,1991,20.42,0.0,60.7,70.1,51.3
USC00042012,CORCORAN IRRIGATION DIST.,2006,2067,0,0,27,0,0.0,2.05,111,2176,10.28,0.0,64.1,77.8,50.3
USC00046730,PASO ROBLES,2006,956,,,22,,,2.90,114,,17.71,,59.0,75.6,42.5
USW00023130,VAN NUYS AIRPORT,2006,1764,,,32,,,1.98,112,1529,13.06,,65.6,77.5,53.7
USR0000COZE,OZENA CALIFORNIA,2006,1053,,,17,,,,109,3424,,,58.3,75.9,40.7
USR0000CWIL,WILEY RIDGE CALIFORNIA,2006,1600,,,33,,,,107,,,,64.2,73.3,55.1
USW00023254,CONCORD BUCHANAN FIELD,2006,965,,,27,,,0.75,112,2317,13.51,,60.7,72.4,49.0
USR0000CHLD,HOPLAND CALIFORNIA,2006,1299,,,24,,,,107,3736,,,58.1,67.0,49.1
USR0000CIND,INDIAN WELL CALIFORNIA,2006,582,,,6,,,,100,6071,,,49.9,62.3,37.6
USR0000CCAR,CARRIZO CALIFORNIA,2006,1950,,,31,,,,107,2530,,,62.9,73.8,52.1
USW00023259,MONTEREY PENINSUL AIRPORT,2006,38,,,33,,,1.06,86,3175,13.86,,56.4,64.1,48.8
USR0000CCAT,CATHEYS VALLEY CALIFORNIA,2006,,,,31,,,,,2456,,,,,52.4
USR0000CSAD,SADDLEBACK BUTTE CALIFORNIA,2006,1931,,,13,,,,112,3045,,,61.4,79.6,43.3
USW00023258,MODESTO CITY CO AIRPORT,2006,1821,,,29,,,1.70,113,2156,13.48,,63.6,76.2,51.1
USR0000CCAS,CASE SPRINGS CALIFORNIA,2006,1530,,,34,,,,104,2216,,,63.1,71.2,54.9
USR0000CSAC,SACRAMENTO NWR CALIFORNIA,2006,1640,,,30,,,,110,2386,,,62.6,74.7,50.4
USW00023136,CAMARILLO AIRPORT,2006,453,,,31,,,1.68,96,2019,11.80,,60.6,71.4,49.9
USW00023257,MERCED MUNICIPAL AIRPORT,2006,1571,,,26,,,1.00,112,2583,11.74,,61.5,74.9,48.1
USC00043357,GASQUET RANGER STATION,2006,,0,0,,0,0.0,3.73,,,111.52,0.0,,,
USC00047957,SANTA PAULA,2006,,0,0,,0,0.0,1.40,,,5.72,0.0,,,
USC00042147,CRESCENT CITY,2006,1,0,0,25,0,0.0,4.88,84,4718,92.73,0.0,51.7,59.0,44.4
USR0000CFHL,FORT HUNTER LIGGET CALIFORNIA,2006,1180,,,24,,,,116,2753,,,60.3,78.0,42.5
USC00046624,PALMDALE,2006,1928,0,0,23,0,0.0,1.19,107,2494,5.75,0.0,63.1,77.7,48.4
USR0000CSAW,SAWYERS BAR CALIFORNIA,2006,1014,,,19,,,,111,4374,,,56.0,70.7,41.2
USC00046508,ORLEANS,2006,862,0,0,25,0,0.0,2.63,107,3462,63.33,0.0,57.5,69.2,45.8
USC00046506,ORLAND,2006,1749,0,0,28,0,0.0,2.16,110,2428,22.93,0.0,62.5,74.7,50.4
USR0000CHLR,HOLLISTER CALIFORNIA,2006,,,,,,,,,2362,,,,,
USR0000CLTU,LITTLE TUJUNGA CALIFORNIA,2006,1556,,,32,,,,118,1835,,,64.3,77.5,51.1
USC00045532,MERCED,2006,1775,0,0,21,0,0.0,1.68,112,2339,15.76,0.0,62.6,76.9,48.2
USC00044683,LAKEHEAD,2006,,0,0,,0,0.0,3.88,,,79.87,0.0,,,
USR0000CSAU,SAUGUS CALIFORNIA,2006,1899,,,32,,,,117,1803,,,65.1,77.6,52.5
USR0000CLSF,LAS FLORES CALIFORNIA,2006,814,,,35,,,,98,1356,,,63.4,73.8,53.1
USR0000CMTZ,MOUNT ZION CALIFORNIA,2006,1855,,,26,,,,107,2750,,,61.5,71.4,51.6
USR0000CWHH,WHITTIER HILLS CALIFORNIA,2006,1690,,,37,,,,107,1250,,,66.2,77.4,55.0
USW00023225,BLUE CANYON AIRPORT,2006,641,,,17,,,3.38,91,5436,65.24,,51.6,57.9,45.3
USR0000CEEL,EEL RIVER CALIFORNIA,2006,1303,,,21,,,,114,3569,,,58.7,74.7,42.7
USC00043004,FELTON,2006,236,0,0,19,0,0.0,3.38,114,3160,53.76,0.0,56.2,72.6,39.9
USC00047846,SAN LUIS DAM,2006,,0,0,,0,0.0,1.26,110,2064,10.48,0.0,,74.9,
USC00047965,SANTA ROSA,2006,304,0,0,26,0,0.0,1.81,105,2645,34.26,0.0,57.9,70.4,45.3
USR0000CCAN,CANBY CALIFORNIA,2006,400,,,-4,,,,109,6083,,,49.0,64.9,33.1
USR0000CCAM,CAMERON FIRE STATION CALIFORNI,2006,988,,,18,,,,106,3306,,,58.3,75.6,41.1
USR0000CCAL,CALLAHAN CALIFORNIA,2006,877,,,15,,,,106,5268,,,53.2,65.5,40.9
USR0000CLST,LAS TABLAS CALIFORNIA,2006,741,,,21,,,,112,2905,,,57.9,76.1,39.7
USR0000CCAA,CAHUILLA CALIFORNIA,2006,4997,,,37,,,,120,522,,,76.9,90.8,63.0
USR0000CEEC,EEL RIVER CAMP CALIFORNIA,2006,,,,,,,,114,,,,,72.0,
USR0000CJOH,JOHNSONDALE CALIFORNIA,2006,380,,,4,,,,101,4985,,,51.6,70.3,32.9
USC00044211,IDYLLWILD FIRE DEPARTMENT,2006,,,,,,,3.09,,4024,22.77,,,,
USC00043244,FREMONT,2006,433,0,0,31,0,0.0,1.37,103,2220,18.36,0.0,59.7,69.6,49.7
USW00023230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT,2006,139,,,31,,,1.90,93,2796,22.82,,57.5,66.0,49.1
USW00023232,SACRAMENTO EXECUTIVE AIRPORT,2006,1232,,,26,,,1.14,111,2558,17.79,,60.8,73.3,48.3
USR0000CTAL,TALEGA CALIFORNIA,2006,1529,,,39,,,,111,1242,,,65.7,76.6,54.8
USW00023237,STOCKTON METROPOLITAN AIRPORT,2006,1524,,,28,,,1.46,115,2292,14.93,,62.2,76.0,48.5
USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT,2006,144,,,35,,,1.17,97,2643,20.62,,57.6,65.1,50.2
USW00023233,SALINAS MUNICIPAL AIRPORT,2006,107,,,30,,,0.82,93,2770,15.16,,57.2,67.1,47.4
USC00045679,MINERAL,2006,,128,,,49,,,,,53.45,,,,
USC00046646,PALO ALTO,2006,,0,0,,0,0.0,1.50,,,16.39,0.0,,,
USC00048829,TEHACHAPI 4 SE,2006,,5,8,,4,8.0,1.15,,,9.55,24.0,,,
USR0000CGHP,GRASSHOPPER CALIFORNIA,2006,163,,,1,,,,93,7656,,,44.2,56.9,31.5
USC00041072,BRIDGEPORT,2006,,48,16,,16,8.0,1.50,,7110,10.23,44.0,,,
USC00043491,GOLD RUN 2 SW,2006,,,,,,,3.47,,,65.87,,,,
USC00041194,BURBANK VALLEY PUMP,2006,,0,0,,0,0.0,2.45,110,1484,13.57,0.0,,77.5,
USC00045790,MONTEBELLO,2006,,0,0,,0,0.0,,,,,0.0,,,
USR0000CTAN,TANBARK CALIFORNIA,2006,1706,,,29,,,,109,2277,,,63.3,73.9,52.6
USC00043256,FRESNO 5 NE,2006,1939,0,0,29,0,0.0,2.19,111,2175,15.31,0.0,64.2,76.9,51.5
USC00047731,SAN CLEMENTE DAM,2006,,0,0,,0,0.0,2.04,,,24.32,0.0,,,
USC00043134,FORESTHILL RANGER STATION,2006,,0,0,,0,0.0,,,,,0.0,,,
USC00044223,IMPERIAL,2006,4170,0,0,32,0,0.0,0.34,117,663,0.43,0.0,74.7,89.1,60.3
USC00045795,MONTEREY,2006,61,0,1,35,0,2.2,1.60,89,3338,24.00,3.4,55.8,63.2,48.5
USC00046521,OROVILLE,2006,,,0,29,,0.0,2.00,,,32.61,0.0,,,49.8
USR0000CTAR,TARGET RANGE CALIFORNIA,2006,1286,,,40,,,,112,1357,,,64.7,74.3,55.0
USR0000CCOH,COHASSET CALIFORNIA,2006,2023,,,31,,,,107,2770,,,62.4,70.4,54.3
USW00023285,LIVERMORE MUNICIPAL AIRPORT,2006,917,,,25,,,0.91,113,2645,15.05,,59.8,72.4,47.2
USR0000CCOL,COLLINS BALDY CALIFORNIA,2006,479,,,13,,,,95,6574,,,47.8,55.9,39.6
USC00049490,WEAVERVILLE,2006,,,,,,,,,4456,,,,,
USC00047195,QUINCY,2006,380,,19,12,,10.0,3.34,102,5154,46.57,60.9,51.1,66.1,36.1
USC00048163,SHELTER COVE AVIATION,2006,,0,0,35,0,0.0,5.10,,,77.33,0.0,,,48.7
USW00023161,DAGGETT AIRPORT,2006,3210,0,0,21,0,0.0,0.16,114,1937,0.75,0.0,68.0,82.5,53.4
USR0000CPHI,PINE HILLS CALIFORNIA,2006,1192,,,25,,,,107,3071,,,59.7,71.6,47.7
USR0000CSNR,SANTA RITA CALIFORNIA,2006,925,,,20,,,,95,4452,,,55.1,63.2,46.9
USW00024259,MONTAGUE SISKIYOU AIRPORT,2006,672,,,14,,,0.89,104,5403,13.54,,52.0,66.4,37.6
USR0000CCOA,CORONA CALIFORNIA,2006,,,,,,,,,1153,,,,,
USW00024257,REDDING MUNICIPAL AIRPORT,2006,2070,,,23,,,2.53,117,2827,36.97,,62.6,75.3,50.0
USR0000CCP9,CAMP 9 CALIFORNIA,2006,1440,,,25,,,,106,3282,,,59.9,68.4,51.3
USR0000CMCB,MILL CREEK BDF CALIFORNIA,2006,1810,,,30,,,,110,2145,,,63.9,76.3,51.4
USR0000CPIE,PIERCE CALIFORNIA,2006,364,,,7,,,,99,6142,,,48.8,62.4,35.2
USC00040673,BEN LOMOND NUMBER 4,2006,408,0,0,24,0,0.0,3.79,112,2705,56.65,0.0,58.3,72.8,43.8
USR0000CCOU,CO LINE CALIFORNIA,2006,1889,,,24,,,,111,3061,,,61.4,73.5,49.4
USC00040798,BIG TUJUNGA DAM FC46,2006,,0,0,,0,0.0,,,,,0.0,,,
USR0000CPIH,PINEHURST CALIFORNIA,2006,1198,,,20,,,,101,3635,,,57.6,68.5,46.7
USR0000CWWO,WHITE WOLF CALIFORNIA,2006,,,,,,,,,7955,,,,,
USC00040436,BAKER,2006,,0,0,,0,0.0,,,,,0.0,,,
USC00043824,HAT CREEK,2006,,,2,,,7.0,,105,,,12.0,,67.5,
USR0000CLAB,LOS BANOS CALIFORNIA,2006,1729,,,29,,,,111,2099,,,63.4,74.1,52.7
USR0000CCOO,COOSKIE MOUNTAIN CALIFORNIA,2006,663,,,28,,,,102,3785,,,56.2,63.7,48.8
USR0000CCON,CONVERSE CALIFORNIA,2006,491,,,13,,,,96,4239,,,54.4,69.0,39.9
USC00040790,BIG SUR STATION,2006,144,,0,30,,0.0,2.51,95,2593,40.96,0.0,56.4,67.1,45.7
USC00049124,UKIAH 4 WSW,2006,,0,0,,0,0.0,2.70,,,56.26,0.0,,,
USC00049367,VISALIA,2006,,0,0,,0,0.0,3.00,,,12.85,0.0,,,
USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,2006,854,,,39,,,1.75,94,1263,9.20,,63.8,70.9,56.6
USR0000CBLD,BLUE DOOR CALIFORNIA,2006,236,,,2,,,,96,7138,,,45.7,58.8,32.6
USC00047085,PORTOLA,2006,,,,1,,,1.35,,,21.81,,,,30.3
USR0000CMAR,MARIPOSA GROVE CALIFORNIA,2006,594,,,13,,,,96,5127,,,52.3,63.0,41.7
USW00023293,SAN JOSE,2006,621,,,31,,,1.30,104,2195,13.98,,60.3,70.5,50.0
USC00040449,BALCH POWER HOUSE,2006,,0,0,,0,0.0,,,,,0.0,,,
USC00042506,DOYLE 4 SSE,2006,,11,11,,3,5.0,1.97,,5156,11.04,22.0,,,
USW00023179,NEEDLES AIRPORT,2006,4990,,,31,,,0.14,121,844,0.70,,76.0,88.6,63.4
USS0020H06S,Cedar Pass,2006,155,,,2,,,1.30,88,8152,32.85,,43.1,52.7,33.5
USC00042500,DOWNIEVILLE,2006,552,,,20,,,,107,4621,,,53.2,67.4,39.1
USC00040444,BAKERSFIELD 5 NW,2006,,0,0,,0,0.0,0.66,,,5.53,0.0,,,
USC00043710,HAIWEE,2006,,,,,,,0.92,,,5.76,,,,
USC00041534,CARMEL VALLEY,2006,277,0,0,27,0,0.0,1.60,107,2595,20.83,0.0,57.8,70.8,44.7
USC00042504,DOYLE,2006,,0,6,,0,3.0,2.21,,,12.29,12.5,,,
USC00043714,HALF MOON BAY,2006,1,0,0,28,0,0.0,1.62,85,3639,30.23,0.0,54.6,63.4,45.8
USC00048045,SCOTIA,2006,46,0,0,31,0,0.0,3.16,88,3145,58.25,0.0,56.1,64.6,47.5
USW00093138,PALM SPRINGS REGIONAL AIRPORT,2006,4476,,,34,,,0.65,121,672,1.79,,75.1,88.6,61.6
USR0000CBLQ,BLUE RIDGE KNF CALIFORNIA,2006,,,,16,,,,92,,,,47.6,55.8,39.4
USS0019L08S,Leavitt Meadows,2006,,138,,,41,,3.40,,7528,31.56,,,,
USC00049378,VISTA,2006,,,,,,,,,1323,,,,,
USC00049152,U C L A,2006,1029,0,0,38,0,0.0,2.41,94,1292,14.29,0.0,64.4,72.7,56.0
USR0000CBKD,BLACK DIAMOND CALIFORNIA,2006,1119,,,31,,,,109,3070,,,59.1,66.8,51.4
USC00049390,VOLTA POWER HOUSE,2006,,1,1,,1,1.0,,,,,1.5,,,
USC00041428,CAMP PARDEE,2006,1718,0,0,30,0,0.0,2.84,112,2357,28.63,0.0,62.7,73.9,51.4
USC00041424,CAMPO,2006,1101,0,,18,0,,1.49,108,2954,10.36,,59.8,77.7,41.9
USR0000CMAD,MAD RIVER CALIFORNIA,2006,570,,,19,,,,105,4639,,,53.5,67.1,39.9
USR0000CSMI,SAN MIGUEL CALIFORNIA,2006,1132,,,40,,,,112,1253,,,64.7,73.8,55.5
USR0000CDOY,DOYLE CALIFORNIA,2006,643,,,3,,,,103,5298,,,51.6,67.0,36.3
USS0019L19S,Ebbetts Pass,2006,10,220,,2,155,,3.00,79,8445,53.67,,41.6,50.3,32.8
USC00040212,ANGWIN PAC UNION COL,2006,,,,,,,3.10,,,41.98,,,,
USS0019L07S,Sonora Pass,2006,2,218,,-4,121,,2.70,81,8809,36.17,,40.5,50.8,30.3
USC00049026,TRINITY RIVER HATCHERY,2006,756,0,5,21,0,2.5,1.48,108,4499,38.07,8.5,54.6,68.8,40.4
USC00040693,BERKELEY,2006,,,0,,,0.0,1.67,,,29.72,0.0,,,
USR0000CCMO,CASE MOUNTAIN CALIFORNIA,2006,578,,,13,,,,97,4989,,,52.9,62.6,43.2
USR0000CCLE,CLEAR CREEK CALIFORNIA,2006,1597,,,26,,,,103,2769,,,61.7,70.3,53.2
USC00049043,TRUCKEE RANGER STATION,2006,64,147,53,-4,35,19.0,2.75,94,7560,37.01,204.8,43.6,60.2,27.1
USW00023152,BURBANK GLENDALE PASADENA AIRPORT,2006,1619,,,34,,,1.83,112,1464,12.03,,65.3,76.4,54.1
USW00023273,SANTA MARIA PUBLIC AIRPORT,2006,226,,,28,,,1.79,96,2660,15.27,,59.0,70.6,47.4
USW00023155,BAKERSFIELD AIRPORT,2006,2355,0,0,29,0,0.0,0.65,112,2031,6.17,0.0,65.2,77.3,53.3
USR0000CFRE,FREMONT CANYON CALIFORNIA,2006,1936,,,36,,,,113,1463,,,66.2,77.0,55.4
USW00023275,UKIAH MUNICIPAL AIRPORT,2006,1019,,,25,,,2.23,112,3149,41.21,,59.0,73.1,44.9
USR0000COCR,OAK CREEK CALIFORNIA,2006,1655,,,20,,,,108,3467,,,59.6,72.6,46.7
USW00023272,SAN FRANCISCO DOWNTOWN,2006,67,,,38,,,2.32,87,2868,29.52,,56.7,63.0,50.4
USR0000CFRI,FRIEND MOUNTAIN CALIFORNIA,2006,773,,,13,,,,102,5314,,,52.3,63.7,41.0
USW00023271,SACRAMENTO 5 ESE,2006,1582,,,31,,,0.98,111,2112,19.37,,63.0,74.7,51.3
USR0000CCLA,CLAREMONT CALIFORNIA,2006,1503,,,31,,,,111,1908,,,63.8,76.2,51.3
USW00023157,BISHOP AIRPORT,2006,1121,,2,9,,16.2,2.33,107,4296,5.36,18.5,55.8,74.4,37.1
USW00023277,WATSONVILLE MUNICIPAL AIRPORT,2006,88,,,27,,,1.78,97,2947,20.46,,56.7,66.6,46.8
USW00023158,BLYTHE AIRPORT,2006,4380,,,29,,,1.46,120,1043,3.55,,73.9,88.3,59.6
USC00041312,CALISTOGA,2006,731,0,0,23,0,0.0,2.00,111,2569,38.95,0.0,59.4,74.7,44.2
USC00042402,DE SABLA,2006,971,,0,22,,0.0,4.23,105,3650,81.19,0.0,56.6,69.8,43.4
USC00043614,GREENVIEW,2006,,,10,,,6.0,,,,,26.5,,,
USC00043855,HAYFIELD PUMP PLANT,2006,3354,0,0,24,0,0.0,0.45,116,,0.86,0.0,70.0,86.1,53.8
USC00045915,MOUNT DIABLO JUNCTION,2006,886,0,1,24,0,1.0,1.45,107,3666,24.95,2.0,56.7,67.9,45.5
USC00041316,CALLAHAN,2006,366,0,1,12,0,5.5,1.73,100,5652,22.25,5.5,50.5,65.2,35.7
USR0000CCLV,CALAVERAS ROAD CALIFORNIA,2006,,,,,,,,,2886,,,,,
USR0000CCLK,CLARK CALIFORNIA,2006,1870,,,28,,,,113,1637,,,65.5,80.6,50.4
USS0019L06S,Poison Flat,2006,0,173,,-10,71,,2.30,81,8653,29.34,,40.7,53.7,27.7
USR0000CDNK,DINKEY CALIFORNIA,2006,86,,,2,,,,92,,,,46.5,62.0,30.9
USC00049035,TRONA,2006,3277,0,0,22,0,0.0,0.80,115,2025,2.71,0.0,67.9,82.7,53.2
