STATION,NAME,DATE,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00044881,LEE VINING,2008,382,81,19,6,31,16.0,3.33,91,,14.71,98.7,48.0,61.2,34.8
USC00041253,CACHUMA LAKE,2008,1194,0,0,29,0,0.0,4.05,113,2156,25.80,0.0,62.7,80.1,45.3
USR0000CUHL,UHL HOT SPRINGS,2008,1313,,,21,,,,103,4045,,,58.3,71.0,45.6
USW00093210,OROVILLE MUNICIPAL AIRPORT,2008,,,,,,,1.72,,,14.60,,,,
USC00046719,PASADENA,2008,2081,0,0,38,0,0.0,5.20,104,1213,23.75,0.0,67.5,78.7,56.4
USR0000CBBR,BIG BAR CALIFORNIA,2008,1023,,,25,,,,110,4285,,,56.6,70.6,42.5
USC00044534,KETTLEMAN CITY,2008,2191,0,0,24,0,0.0,0.90,112,2303,4.50,0.0,64.8,78.6,51.0
USC00045866,MORRO BAY FIRE DEPARTMENT,2008,,0,1,,0,1.5,,,,,1.5,,,
USW00093209,PASO ROBLES MUNICIPAL AIRPORT,2008,1090,,,24,,,1.63,111,2980,7.93,,60.3,77.6,43.0
USC00042598,EAGLE MOUNTAIN,2008,4090,0,0,36,0,0.0,1.80,111,1203,6.52,0.0,73.6,84.2,63.0
USR0000CHOR,HORSE THIEF SPRINGS CALIFORNIA,2008,,,,,,,,,3655,,,,,
USC00045502,MECCA FIRE STATION,2008,,0,0,,0,0.0,1.00,,,2.46,0.0,,,
USC00041149,BUCKHORN,2008,,0,0,,0,0.0,6.83,,,52.44,0.0,,,
USC00042239,CUYAMACA,2008,571,0,3,17,0,2.2,4.59,96,4624,33.95,6.5,54.3,67.8,40.8
USR0000CDGR,DEVILS GARDEN CALIFORNIA,2008,445,,,-9,,,,97,7473,,,47.2,59.4,35.1
USC00044890,LEMON COVE,2008,2101,0,0,30,0,0.0,1.30,110,2349,10.28,0.0,64.4,79.1,49.7
USC00045983,MOUNT SHASTA,2008,405,83,26,3,40,14.0,3.27,101,5895,27.87,118.8,50.3,64.5,36.0
USR0000CHOO,HOOPA CALIFORNIA,2008,726,,,30,,,,108,3700,,,57.1,70.0,44.1
USW00093205,MARYSVILLE YUBA CO AIRPORT,2008,1543,,,23,,,1.86,109,,15.33,,61.7,76.0,47.4
USW00093206,SAN LUIS OBISPO MCCHESNEY FIELD,2008,495,,,31,,,2.03,100,2416,14.41,,60.5,72.8,48.3
USR0000CHOL,HORSE LAKE CALIFORNIA,2008,294,,,-15,,,,99,7277,,,46.9,63.1,30.6
USS0020H12S,Dismal Swamp,2008,9,221,,-2,86,,1.90,84,9656,43.56,,39.4,49.1,29.6
USR0000CSCI,SANTA CRUZ ISLAND CALIFORNIA,2008,743,,,33,,,,108,1924,,,62.2,75.2,49.2
USR0000CSCN,SCORPION CALIFORNIA,2008,1149,,,17,,,,106,4807,,,55.8,68.8,42.8
USR0000CBAR,BARNABY CALIFORNIA,2008,455,,,31,,,,102,3474,,,57.0,67.9,46.2
USR0000CFIV,FIVE MILE CALIFORNIA,2008,2752,,,25,,,,109,2529,,,65.8,75.6,56.1
USR0000CDES,DESCANSO CALIFORNIA,2008,1332,,,21,,,,101,3008,,,60.7,75.8,45.7
USR0000CBAT,BATTERSON CALIFORNIA,2008,1917,,,25,,,,107,3277,,,61.7,74.4,49.0
USR0000CYOL,YOLLA BOLLA CALIFORNIA,2008,720,,,15,,,,102,5327,,,53.3,66.8,39.8
USC00041277,CALAVERAS BIG TREES,2008,,,26,,,14.9,3.29,,,40.17,149.7,,,
USC00047813,SAN JACINTO R S,2008,,0,0,,0,0.0,,,,,0.0,,,
USC00047933,SANTA MARGARITA BOOST,2008,,0,0,,0,0.0,5.80,,,29.41,0.0,,,
USC00041159,BUCKS CREEK,2008,,0,0,,0,0.0,4.21,,,46.88,0.0,,,
USC00043578,GRATON,2008,376,0,0,23,0,0.0,3.50,105,3159,30.02,0.0,57.3,73.9,40.7
USC00046602,PACOIMA DAM FC33A E,2008,,0,0,,0,0.0,1.45,,,16.13,0.0,,,
USC00048904,THOUSAND OAKS 1 SW,2008,,,,,,,2.02,,1930,10.60,,,,
USC00043452,GLENDORA FC 287B,2008,,0,0,,0,0.0,,,,,0.0,,,
USC00043573,GRASS VALLEY NUMBER 2,2008,875,4,3,21,6,6.0,2.77,103,,32.82,11.5,56.3,69.4,43.2
USR0000CHNM,HUNTER MOUNTAIN CALIFORNIA,2008,617,,,5,,,,95,5922,,,51.4,63.2,39.5
USR0000CRAV,RAVENDALE CALIFORNIA,2008,342,,,-16,,,,97,7247,,,46.9,61.3,32.4
USC00044422,JUNCAL DAM,2008,,0,0,,0,0.0,8.05,,,26.77,0.0,,,
USR0000CCDG,CEDAR GROVE CALIFORNIA,2008,580,,,9,,,,105,,,,53.2,70.8,35.7
USW00024216,RED BLUFF MUNICIPAL AIRPORT,2008,2062,,,25,,,2.14,113,2689,14.42,,63.5,76.7,50.3
USW00023129,LONG BEACH DAUGHERTY FIELD,2008,1268,,,35,,,1.42,100,1358,13.09,,64.8,74.4,55.2
USW00024215,MOUNT SHASTA,2008,343,,,6,,,2.54,100,6091,25.33,,50.1,63.4,36.8
USW00024213,EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND,2008,3,0,0,27,0,0.0,1.42,83,4877,30.22,0.0,51.3,57.7,45.0
USC00041288,CALEXICO,2008,,0,0,,0,0.0,0.93,,,2.00,0.0,,,
USC00044555,KING CITY,2008,,0,0,27,0,0.0,2.01,,,9.42,0.0,,,44.6
USR0000CFIS,FISH CREEK MOUNTAIN CALIFORNIA,2008,5484,,,40,,,,116,631,,,78.5,87.6,69.3
USC00040192,ANAHEIM,2008,,,,35,,,1.92,105,,11.58,,68.3,80.0,56.6
USR0000CBAL,BALD MOUNTAIN LOC CALIFORNIA,2008,1475,,,22,,,,103,4255,,,58.2,68.9,47.5
USR0000CFIG,FIGUEROA CALIFORNIA,2008,1829,,,32,,,,102,2598,,,63.2,71.8,54.6
USC00044671,LAKE ARROWHEAD,2008,,,4,,,12.0,,,,,28.8,,,
USR0000CTE2,TEMESCAL LPF CALIFORNIA,2008,,,,,,,,,1752,,,,,
USC00042494,DOWNEY FIRE STATION FC107C,2008,,0,0,,0,0.0,,,,,0.0,,,
USC00043463,GLENNVILLE,2008,618,2,2,18,1,4.0,2.52,101,4537,20.02,5.0,54.7,70.7,38.7
USC00045400,MATHER,2008,,92,20,,32,15.0,,,,,94.6,,,
USC00046610,PAICINES 4 W,2008,,,0,,,0.0,2.02,104,,12.36,0.0,,72.1,
USC00046730,PASO ROBLES,2008,1024,0,0,24,0,0.0,2.63,110,3025,13.14,0.0,60.0,77.8,42.3
USW00023130,VAN NUYS AIRPORT,2008,2017,,,33,,,1.63,110,1574,13.78,,66.5,79.1,53.9
USR0000COZE,OZENA CALIFORNIA,2008,1209,,,18,,,,108,3463,,,59.5,77.9,41.1
USR0000CWIL,WILEY RIDGE CALIFORNIA,2008,,,,,,,,108,1850,,,,75.7,
USW00023254,CONCORD BUCHANAN FIELD,2008,1066,,,29,,,2.88,108,2553,11.91,,61.1,73.5,48.8
USR0000CHLD,HOPLAND CALIFORNIA,2008,,,,,,,,,3885,,,,,
USR0000CIND,INDIAN WELL CALIFORNIA,2008,485,,,4,,,,102,6588,,,49.4,62.4,36.5
USR0000CCAR,CARRIZO CALIFORNIA,2008,2101,,,31,,,,105,2843,,,63.4,74.1,52.7
USW00023259,MONTEREY PENINSUL AIRPORT,2008,98,,,33,,,1.94,91,2943,10.47,,56.9,65.0,48.8
USR0000CCAT,CATHEYS VALLEY CALIFORNIA,2008,2159,,,32,,,,109,2638,,,63.8,75.2,52.3
USR0000CSAD,SADDLEBACK BUTTE CALIFORNIA,2008,1993,,,11,,,,112,3038,,,62.5,79.4,45.7
USW00023258,MODESTO CITY CO AIRPORT,2008,1999,,,29,,,1.21,109,2179,9.19,,64.4,77.4,51.4
USR0000CCAS,CASE SPRINGS CALIFORNIA,2008,1742,,,35,,,,99,2387,,,63.6,71.8,55.5
USR0000CSAC,SACRAMENTO NWR CALIFORNIA,2008,1553,,,26,,,,108,2546,,,62.4,75.2,49.5
USW00023136,CAMARILLO AIRPORT,2008,549,,,32,,,1.08,98,1959,7.02,,61.3,72.0,50.7
USW00023257,MERCED MUNICIPAL AIRPORT,2008,1768,,,24,,,0.90,107,2805,8.30,,62.6,76.7,48.6
USC00043357,GASQUET RANGER STATION,2008,,0,0,,0,0.0,5.70,,,81.84,0.0,,,
USC00042147,CRESCENT CITY,2008,6,,0,26,,0.0,5.17,86,5047,62.15,0.0,50.4,57.6,43.1
USR0000CFHL,FORT HUNTER LIGGET CALIFORNIA,2008,1309,,,24,,,,113,2744,,,61.2,79.6,42.9
USC00046624,PALMDALE,2008,,,0,,,0.0,,,,,0.0,,,
USC00046508,ORLEANS,2008,739,11,12,25,3,4.5,2.89,102,3813,47.94,29.8,56.6,68.9,44.2
USC00046506,ORLAND,2008,,0,0,,0,0.0,3.19,112,,16.27,0.0,,76.0,
USR0000CHLR,HOLLISTER CALIFORNIA,2008,654,,,30,,,,108,2782,,,59.6,74.5,44.6
USR0000CLTU,LITTLE TUJUNGA CALIFORNIA,2008,,,,,,,,110,1870,,,,78.0,
USC00045892,MOUNTAIN PASS 1 SE,2008,1417,,4,13,,11.0,1.15,98,4522,8.98,21.0,56.9,68.3,45.6
USC00045532,MERCED,2008,1781,0,0,26,0,0.0,0.97,108,,10.20,0.0,63.0,77.1,49.0
USC00047953,SANTA MONICA PIER,2008,460,,,42,,,1.26,94,1554,6.88,,62.1,67.2,57.1
USR0000CSAU,SAUGUS CALIFORNIA,2008,2207,,,32,,,,109,1764,,,66.5,79.5,53.4
USR0000CLSF,LAS FLORES CALIFORNIA,2008,738,,,36,,,,97,1423,,,63.2,72.9,53.4
USR0000CMTZ,MOUNT ZION CALIFORNIA,2008,1767,,,27,,,,103,3542,,,60.6,69.3,52.0
USR0000CWHC,WHITE CLOUD CALIFORNIA,2008,1368,,,21,,,,104,4111,,,58.4,68.6,48.2
USW00023225,BLUE CANYON AIRPORT,2008,708,,,18,,,3.07,93,5538,34.18,,53.1,59.8,46.3
USR0000CEEL,EEL RIVER CALIFORNIA,2008,1193,,,18,,,,112,3780,,,58.3,75.5,41.0
USC00043004,FELTON,2008,,,,,,,,,3771,,,,,
USC00046635,PALM SPRINGS,2008,,0,0,,0,0.0,1.72,,,6.31,0.0,,,
USC00047965,SANTA ROSA,2008,,0,0,27,0,0.0,2.27,,,21.59,0.0,,,44.9
USR0000CCAN,CANBY CALIFORNIA,2008,331,,,-11,,,,104,6843,,,47.9,65.0,30.9
USR0000CCAM,CAMERON FIRE STATION CALIFORNI,2008,978,,,17,,,,102,3469,,,58.7,75.6,41.8
USR0000CCAL,CALLAHAN CALIFORNIA,2008,868,,,14,,,,104,5472,,,53.2,66.2,40.2
USR0000CLST,LAS TABLAS CALIFORNIA,2008,889,,,22,,,,112,3435,,,58.7,77.5,39.9
USR0000CCAA,CAHUILLA CALIFORNIA,2008,5030,,,37,,,,119,727,,,76.9,90.1,63.8
USR0000CEEC,EEL RIVER CAMP CALIFORNIA,2008,,,,,,,,,3641,,,,,
USR0000CJOH,JOHNSONDALE CALIFORNIA,2008,317,,,4,,,,99,,,,51.8,70.2,33.3
USR0000CWHT,WHITMORE CALIFORNIA,2008,1641,,,21,,,,108,3777,,,59.8,72.0,47.6
USC00044211,IDYLLWILD FIRE DEPARTMENT,2008,,28,10,,16,8.0,2.60,,3969,23.41,36.8,,,
USC00043244,FREMONT,2008,,0,0,,0,0.0,,,,,0.0,,,
USW00023230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT,2008,175,,,33,,,1.98,97,3110,13.91,,57.3,65.9,48.7
USW00023232,SACRAMENTO EXECUTIVE AIRPORT,2008,1250,,,27,,,1.99,108,2722,13.30,,61.1,74.4,47.8
USW00023110,LEMOORE REEVES NAS,2008,,,,,,,1.10,,2497,5.84,,,,
USR0000CTAL,TALEGA CALIFORNIA,2008,1769,,,38,,,,105,1480,,,66.1,77.5,54.7
USR0000CMTD,MOUNT DIABLO CALIFORNIA,2008,964,,,22,,,,96,4805,,,55.5,61.4,49.7
USW00023237,STOCKTON METROPOLITAN AIRPORT,2008,1488,,,28,,,1.20,107,2578,9.31,,61.9,75.8,48.0
USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT,2008,234,,,34,,,2.54,96,2994,14.64,,57.6,65.3,49.9
USW00023233,SALINAS MUNICIPAL AIRPORT,2008,173,,,30,,,1.11,98,3054,10.02,,57.4,67.6,47.1
USC00046646,PALO ALTO,2008,,,0,,,0.0,1.85,,,11.54,0.0,,,
USC00048702,SUSANVILLE 2 SW,2008,,,,,,,1.55,97,,6.67,,,63.7,
USC00048829,TEHACHAPI 4 SE,2008,,,8,,,6.0,1.20,,,12.12,28.4,,,
USR0000CGHP,GRASSHOPPER CALIFORNIA,2008,124,,,2,,,,93,8057,,,44.6,57.9,31.3
USC00041072,BRIDGEPORT,2008,,,19,,,24.0,2.25,,,10.87,124.4,,,
USC00043491,GOLD RUN 2 SW,2008,,,,,,,3.16,,,34.81,,,,
USC00041194,BURBANK VALLEY PUMP,2008,,0,0,,0,0.0,,,,,0.0,,,
USR0000CTAN,TANBARK CALIFORNIA,2008,1903,,,31,,,,99,2405,,,63.9,74.2,53.6
USC00043256,FRESNO 5 NE,2008,2017,0,0,31,0,0.0,0.65,108,2102,6.66,0.0,64.8,78.0,51.7
USC00047731,SAN CLEMENTE DAM,2008,,0,0,,0,0.0,4.14,,,21.65,0.0,,,
USC00043134,FORESTHILL RANGER STATION,2008,,0,0,,0,0.0,,,,,0.0,,,
USC00044223,IMPERIAL,2008,3705,0,0,31,0,0.0,1.09,116,1070,2.21,0.0,72.5,89.1,55.8
USC00045795,MONTEREY,2008,140,0,0,33,0,0.0,2.46,95,3717,16.33,0.0,55.4,63.2,47.6
USC00046521,OROVILLE,2008,,,0,,,0.0,,,,,0.0,,,
USR0000CTAR,TARGET RANGE CALIFORNIA,2008,1426,,,38,,,,103,,,,64.6,74.2,55.0
USR0000CCOH,COHASSET CALIFORNIA,2008,2110,,,30,,,,107,2843,,,63.3,71.8,54.8
USW00023285,LIVERMORE MUNICIPAL AIRPORT,2008,968,,,27,,,2.32,109,2862,10.95,,60.1,73.2,46.9
USR0000CCOL,COLLINS BALDY CALIFORNIA,2008,375,,,12,,,,94,6939,,,47.7,56.3,39.2
USC00047195,QUINCY,2008,458,,21,0,,9.0,3.35,106,5703,31.99,80.4,51.1,67.4,34.9
USW00023161,DAGGETT AIRPORT,2008,3245,0,1,25,0,5.0,1.15,113,2042,4.19,5.0,68.4,82.4,54.4
USR0000CPHI,PINE HILLS CALIFORNIA,2008,1262,,,23,,,,99,3183,,,60.1,72.0,48.1
USR0000CSNR,SANTA RITA CALIFORNIA,2008,1030,,,22,,,,96,4626,,,56.2,64.6,47.7
USW00024259,MONTAGUE SISKIYOU AIRPORT,2008,,,,,,,1.28,,6045,7.97,,,,
USR0000CCOA,CORONA CALIFORNIA,2008,2201,,,32,,,,110,,,,67.7,81.3,54.0
USW00024257,REDDING MUNICIPAL AIRPORT,2008,2024,,,23,,,1.95,113,2808,21.70,,62.9,76.6,49.2
USR0000CCP9,CAMP 9 CALIFORNIA,2008,1673,,,28,,,,98,3151,,,61.4,70.1,52.7
USR0000CMCB,MILL CREEK BDF CALIFORNIA,2008,2128,,,30,,,,105,2267,,,65.0,78.0,51.9
USR0000CPIE,PIERCE CALIFORNIA,2008,376,,,5,,,,93,6645,,,49.0,60.4,37.6
USC00040673,BEN LOMOND NUMBER 4,2008,482,0,0,27,0,0.0,6.77,105,2916,42.08,0.0,58.7,75.1,42.3
USR0000CCOU,CO LINE CALIFORNIA,2008,2041,,,27,,,,114,3014,,,62.6,75.3,50.0
USR0000CSOL,SOLDIER MOUNTAIN CALIFORNIA,2008,1016,,,7,,,,106,5201,,,54.6,67.4,41.7
USC00040798,BIG TUJUNGA DAM FC46,2008,,0,0,,0,0.0,3.72,,,23.03,0.0,,,
USR0000CPIH,PINEHURST CALIFORNIA,2008,1352,,,23,,,,100,3923,,,58.5,69.7,47.4
USR0000CWWO,WHITE WOLF CALIFORNIA,2008,32,,,1,,,,85,7842,,,44.6,57.5,31.7
USC00040436,BAKER,2008,3942,0,0,26,0,0.0,0.61,119,1775,2.86,0.0,70.9,86.5,55.3
USC00043824,HAT CREEK,2008,338,,9,-5,,13.0,1.70,107,5878,13.38,62.0,50.0,68.8,31.3
USR0000CLAB,LOS BANOS CALIFORNIA,2008,1950,,,33,,,,109,2156,,,64.4,75.1,53.7
USR0000CCOO,COOSKIE MOUNTAIN CALIFORNIA,2008,605,,,25,,,,102,5422,,,52.5,60.5,44.6
USR0000CCON,CONVERSE CALIFORNIA,2008,,,,16,,,,,,,,,,41.1
USC00049367,VISALIA,2008,,,,,,,0.72,,,7.41,,,,
USR0000CCOR,CORRALITOS CALIFORNIA,2008,525,,,30,,,,110,2577,,,59.7,75.2,44.3
USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,2008,858,,,40,,,1.89,96,1386,11.02,,63.7,70.4,56.9
USR0000CMAN,MANZANITA LAKE CALIFORNIA,2008,108,,,1,,,,95,7229,,,46.4,61.0,31.8
USR0000CBLD,BLUE DOOR CALIFORNIA,2008,164,,,-1,,,,96,7766,,,45.4,58.8,32.1
USC00047085,PORTOLA,2008,,84,27,-8,32,13.0,2.53,98,,16.25,135.3,45.9,62.9,29.0
USW00023293,SAN JOSE,2008,716,,,32,,,1.71,103,2468,10.37,,60.5,71.3,49.6
USC00042506,DOYLE 4 SSE,2008,,47,13,,16,12.0,2.42,,,7.30,42.9,,,
USR0000CTOM,MOUNT TOM CALIFORNIA,2008,,,,7,,,,76,8218,,,42.9,49.5,36.3
USR0000CMAL,MALIBU HILLS CALIFORNIA,2008,1930,,,35,,,,108,1632,,,66.2,76.7,55.6
USW00023179,NEEDLES AIRPORT,2008,4734,,,32,,,1.48,117,1284,5.81,,74.6,86.9,62.2
USS0020H06S,Cedar Pass,2008,105,202,,9,60,,2.30,83,8371,30.38,,43.4,51.4,35.4
USC00042500,DOWNIEVILLE,2008,556,,11,13,,7.0,4.05,105,5063,48.10,36.5,52.9,67.9,38.0
USC00043710,HAIWEE,2008,,,,,,,2.24,,,6.64,,,,
USR0000CBLT,BEN BOLT CALIFORNIA,2008,1398,,,26,,,,108,3157,,,60.5,74.0,47.0
USC00041534,CARMEL VALLEY,2008,413,0,0,29,0,0.0,3.11,106,3053,17.61,0.0,58.0,71.7,44.3
USC00042504,DOYLE,2008,,,10,,,8.0,1.88,,,7.44,33.3,,,
USC00043714,HALF MOON BAY,2008,9,0,0,31,0,0.0,2.33,87,4238,19.26,0.0,53.3,62.2,44.5
USC00048045,SCOTIA,2008,,,,,,,,,3790,,,,,
USW00093138,PALM SPRINGS REGIONAL AIRPORT,2008,4473,,,34,,,1.62,117,957,6.36,,74.9,88.2,61.7
USS0019L08S,Leavitt Meadows,2008,9,131,,-9,68,,4.10,86,,30.99,,44.2,58.9,29.4
USC00049378,VISTA,2008,,,0,,,0.0,1.48,,,11.70,0.0,,,
USC00049152,U C L A,2008,1218,0,0,40,0,0.0,2.60,98,1316,16.52,0.0,64.9,73.5,56.4
USC00049273,VENADO,2008,,,,,,,7.52,,,42.10,,,,
USR0000CBKD,BLACK DIAMOND CALIFORNIA,2008,1195,,,31,,,,106,3312,,,59.5,67.5,51.4
USR0000CDOG,DOG VALLEY CALIFORNIA,2008,204,,,-2,,,,98,7149,,,46.9,64.2,29.6
USC00041428,CAMP PARDEE,2008,,0,0,,0,0.0,,,,,0.0,,,
USC00041424,CAMPO,2008,1046,0,0,14,0,0.0,1.97,105,3193,19.87,5.0,59.7,77.8,41.6
USR0000CSMI,SAN MIGUEL CALIFORNIA,2008,1313,,,37,,,,99,1425,,,65.0,74.2,55.7
USR0000CDOY,DOYLE CALIFORNIA,2008,832,,,2,,,,104,5707,,,52.3,67.8,36.9
USS0019L19S,Ebbetts Pass,2008,9,208,,0,100,,4.30,79,8618,48.00,,42.4,51.5,33.3
USC00040212,ANGWIN PAC UNION COL,2008,802,0,0,26,0,0.0,4.66,102,3350,29.59,0.0,58.5,70.5,46.5
USS0019L07S,Sonora Pass,2008,0,211,,-3,93,,3.50,78,8824,32.78,,41.3,51.7,30.9
USC00049026,TRINITY RIVER HATCHERY,2008,705,,8,21,,8.0,1.83,107,4643,20.71,29.1,54.4,69.6,39.2
USR0000CCMO,CASE MOUNTAIN CALIFORNIA,2008,574,,,16,,,,93,5092,,,53.4,63.4,43.4
USR0000CCLE,CLEAR CREEK CALIFORNIA,2008,1797,,,29,,,,97,2721,,,62.8,71.4,54.2
USC00049043,TRUCKEE RANGER STATION,2008,35,120,39,-10,73,20.0,3.96,95,7993,25.13,219.4,43.3,61.0,25.7
USC00049285,VENTURA,2008,,0,0,,0,0.0,2.36,,,15.86,0.0,,,
USW00023152,BURBANK GLENDALE PASADENA AIRPORT,2008,1788,,,33,,,1.75,107,1561,14.68,,65.8,77.3,54.4
USW00023273,SANTA MARIA PUBLIC AIRPORT,2008,142,,,31,,,2.10,96,2820,12.49,,57.6,69.1,46.2
USW00023155,BAKERSFIELD AIRPORT,2008,2488,0,0,31,0,0.0,0.46,111,2121,3.24,0.0,66.0,77.7,54.3
USR0000CFRE,FREMONT CANYON CALIFORNIA,2008,1984,,,35,,,,105,1724,,,66.0,75.9,56.0
USW00023275,UKIAH MUNICIPAL AIRPORT,2008,928,,,23,,,3.09,110,3409,26.76,,58.7,73.7,43.6
USW00023272,SAN FRANCISCO DOWNTOWN,2008,188,,,40,,,3.19,97,3035,16.72,,57.3,63.9,50.6
USR0000CFRI,FRIEND MOUNTAIN CALIFORNIA,2008,679,,,14,,,,100,5602,,,52.3,64.4,40.3
USW00023271,SACRAMENTO 5 ESE,2008,1533,,0,31,,0.0,2.23,107,2299,14.15,0.0,62.9,75.4,50.5
USR0000CCLA,CLAREMONT CALIFORNIA,2008,1738,,,32,,,,104,1920,,,64.7,77.9,51.5
USW00023157,BISHOP AIRPORT,2008,1083,,1,7,,2.0,4.00,106,4483,7.76,2.0,56.1,74.9,37.3
USW00023277,WATSONVILLE MUNICIPAL AIRPORT,2008,195,,,30,,,1.41,105,3252,10.86,,56.9,67.9,45.9
USW00023158,BLYTHE AIRPORT,2008,4447,,,30,,,0.65,116,1177,2.34,,74.2,88.3,60.1
USC00041312,CALISTOGA,2008,770,0,0,22,0,0.0,3.20,107,2912,30.06,0.0,59.3,76.5,42.1
USC00042402,DE SABLA,2008,,,0,19,,0.0,4.44,,,45.62,0.0,,,43.7
USC00043855,HAYFIELD PUMP PLANT,2008,,,,,,,,,1554,,,,,
USC00045915,MOUNT DIABLO JUNCTION,2008,1007,0,0,23,0,0.3,2.98,106,4191,18.17,0.6,57.3,69.4,45.3
USC00041316,CALLAHAN,2008,283,0,0,11,0,0.0,2.71,100,5722,14.14,0.0,50.2,65.9,34.5
USR0000CCLV,CALAVERAS ROAD CALIFORNIA,2008,818,,,33,,,,104,3172,,,58.8,68.1,49.4
USR0000CCLK,CLARK CALIFORNIA,2008,1779,,,31,,,,105,1999,,,64.7,78.0,51.4
USS0019L06S,Poison Flat,2008,0,169,,-9,82,,2.60,81,8751,28.78,,41.3,54.8,27.9
USR0000CDNK,DINKEY CALIFORNIA,2008,44,,,3,,,,94,6882,,,47.0,63.2,30.8
USC00049035,TRONA,2008,3091,0,0,25,0,0.0,0.93,115,,4.75,0.0,68.4,82.9,53.9
