STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00043578,GRATON,38.4305,-122.8647,61.0,2013,310,,,18,,,1.91,99,2811,12.64,,57.8,75.4,40.3
USC00046602,PACOIMA DAM FC33A E,34.3294,-118.4005,472.4,2013,,,,,,,0.83,,,5.69,,,,
US1CASH0010,REDDING 7.9 NNE,40.6721,-122.2913,207.6,2013,,,,,,,1.58,,,14.44,,,,
USC00043573,GRASS VALLEY NUMBER 2,39.2041,-121.068,731.5,2013,783,,,15,,,1.42,100,3682,16.52,,56.8,70.3,43.3
USR0000CRAV,RAVENDALE CALIFORNIA,40.7308,-120.3164,1614.8,2013,388,,,-20,,,,101,6496,,,47.1,61.9,32.2
USC00044422,JUNCAL DAM,34.4908,-119.5069,688.8,2013,,,,,,,1.33,,,4.70,,,,
US1CASH0011,REDDING 3.7 N,40.6261,-122.3585,188.4,2013,,,,,,,1.63,,,12.90,,,,
USW00024216,RED BLUFF MUNICIPAL AIRPORT,40.1519,-122.2536,107.6,2013,2020,,,22,,,0.84,116,2294,5.41,,64.3,78.4,50.3
USW00023129,LONG BEACH DAUGHERTY FIELD,33.8116,-118.1463,9.4,2013,1186,,,35,,,0.83,98,1087,4.20,,65.3,74.9,55.7
USW00024215,MOUNT SHASTA,41.3325,-122.33278,1077.5,2013,456,,,1,,,1.04,101,5153,10.02,,51.6,65.8,37.5
USW00024213,EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND,40.8097,-124.1602,6.1,2013,5,0,0,24,0,0.0,1.38,80,4837,16.62,0.0,51.5,58.3,44.7
US1CAYL0002,DAVIS 0.8 NE,38.5618,-121.7241,12.5,2013,,,,,,,1.29,,,6.02,,,,
US1CASH0021,REDDING 0.6 NW,40.5796,-122.3727,144.8,2013,,,,,,,1.68,,,14.31,,,,
US1CAYL0007,DAVIS 6.1 WNW,38.578,-121.8453,25.3,2013,,,0,,,0.0,0.73,,,3.41,0.0,,,
USR0000CTE2,TEMESCAL LPF CALIFORNIA,34.4806,-118.7556,347.5,2013,1417,,,29,,,,109,1689,,,64.4,78.7,50.1
USC00042012,CORCORAN IRRIGATION DIST.,36.0975,-119.5817,61.0,2013,2037,,,18,,,0.44,108,2218,2.54,,64.1,79.2,48.9
USW00023130,VAN NUYS AIRPORT,34.20972,-118.48917,234.7,2013,1925,,,30,,,0.84,105,1362,4.40,,66.8,79.3,54.3
USR0000COZE,OZENA CALIFORNIA,34.6819,-119.3539,1118.6,2013,1222,,,14,,,,112,2938,,,60.1,79.1,41.1
USR0000CIND,INDIAN WELL CALIFORNIA,41.7417,-121.5383,1453.9,2013,537,,,-4,,,,98,5906,,,49.5,61.9,37.1
USR0000CCAR,CARRIZO CALIFORNIA,35.0964,-119.7728,759.0,2013,1853,,,27,,,,105,2270,,,64.0,75.0,52.9
USR0000CCAT,CATHEYS VALLEY CALIFORNIA,37.4681,-120.1106,365.8,2013,1955,,,26,,,,106,2318,,,64.0,75.1,52.9
USW00023136,CAMARILLO AIRPORT,34.21667,-119.08333,23.5,2013,616,0,0,31,0,0.0,0.64,98,1478,2.97,0.0,62.7,73.2,52.1
US1CAYL0010,WOODLAND 2.8 SE,38.6471,-121.7322,11.6,2013,,,0,,,0.0,1.25,,,4.27,0.0,,,
USC00046624,PALMDALE,34.5883,-118.0938,796.1,2013,2125,0,,17,0,,0.53,111,2181,2.89,,64.1,79.1,49.0
US1CAOR0027,IRVINE 4.1 NNE,33.7183,-117.7721,46.3,2013,,,,,,,0.51,,,4.07,,,,
US1CAOR0021,ANAHEIM 4.9 ENE,33.8632,-117.7918,90.8,2013,,,,,,,0.44,,,3.76,,,,
US1CASH0050,SHINGLETOWN 10.3 ENE,40.5318,-121.7011,1285.3,2013,,,,,,,1.45,,,19.35,,,,
USR0000CMTZ,MOUNT ZION CALIFORNIA,38.3894,-120.6511,902.2,2013,1546,,,22,,,,101,2954,,,61.7,70.7,52.8
US1CAOR0029,ANAHEIM 4.9 E,33.847,-117.7871,114.0,2013,,,,,,,0.49,,,4.46,,,,
USR0000CEEL,EEL RIVER CALIFORNIA,39.8333,-123.0833,457.2,2013,1189,,,11,,,,113,3224,,,59.1,77.6,40.5
US1CATH0011,RED BLUFF 5.1 NNW,40.2417,-122.2806,151.5,2013,,,,,,,1.85,,,8.78,,,,
USC00046635,PALM SPRINGS,33.8275,-116.5097,129.5,2013,4476,,,32,,,0.75,122,,2.59,,75.1,88.6,61.6
USR0000CCAN,CANBY CALIFORNIA,41.4342,-120.8678,1314.3,2013,405,,,-25,,,,105,6236,,,47.6,65.7,29.5
USR0000CCAM,CAMERON FIRE STATION CALIFORNI,32.7214,-116.4631,1049.4,2013,,,,,,,,,3222,,,,,
USR0000CCAL,CALLAHAN CALIFORNIA,41.3075,-122.7958,955.9,2013,864,,,7,,,,107,4667,,,54.1,67.9,40.2
USR0000CEEC,EEL RIVER CAMP CALIFORNIA,40.1383,-123.8236,135.9,2013,496,,,21,,,,105,3149,,,57.0,71.1,42.9
US1CATH0019,RED BLUFF 2.8 N,40.2145,-122.2429,123.7,2013,,,,,,,2.01,,,8.78,,,,
USC00044211,IDYLLWILD FIRE DEPARTMENT,33.7572,-116.7066,1639.8,2013,734,,,12,,,1.52,99,4083,16.07,,55.7,69.0,42.3
USW00023110,LEMOORE REEVES NAS,36.33333,-119.95,70.7,2013,,,,,,,0.48,,,2.46,,,,
US1CAOR0031,ORANGE 3.0 ENE,33.8261,-117.7781,197.8,2013,,,,,,,0.45,,,4.82,,,,
USR0000CMTD,MOUNT DIABLO CALIFORNIA,37.8817,-121.9142,1173.2,2013,,,,,,,,,4159,,,,,
US1CATH0024,GERBER LAS FLORES 3.5 SW,40.0221,-122.1901,82.9,2013,,,0,,,0.0,0.91,,,5.02,0.0,,,
USR0000CGHP,GRASSHOPPER CALIFORNIA,40.7817,-120.7844,1877.0,2013,205,,,-10,,,,97,6945,,,45.8,59.4,32.1
US1CASH0052,REDDING 3.3 N,40.619,-122.376,202.7,2013,,,,,,,1.68,,,14.43,,,,
USC00041194,BURBANK VALLEY PUMP,34.1866,-118.348,199.6,2013,1246,,,29,,,0.88,101,1389,4.04,,64.6,77.6,51.6
US1CASH0051,REDDING 3.8 S,40.5181,-122.3692,135.3,2013,,,,,,,1.34,,,12.67,,,,
USR0000CTAN,TANBARK CALIFORNIA,34.2069,-117.7606,792.5,2013,1546,,,28,,,,103,1995,,,63.8,74.6,52.9
USC00047731,SAN CLEMENTE DAM,36.4375,-121.7092,182.9,2013,,,,,,,0.40,,,4.55,,,,
USC00044223,IMPERIAL,32.8488,-115.5666,-19.5,2013,4360,,,23,,,1.01,119,1201,3.96,,74.1,88.9,59.3
USC00045795,MONTEREY,36.5902,-121.9102,117.3,2013,51,,,28,,,0.71,86,3406,4.14,,56.3,64.3,48.2
USR0000CCOH,COHASSET CALIFORNIA,39.8717,-121.7689,528.2,2013,1852,,,28,,,,108,2396,,,64.2,73.1,55.4
USR0000CCOL,COLLINS BALDY CALIFORNIA,41.775,-122.9503,1674.3,2013,504,,,8,,,,94,5922,,,49.8,59.4,40.3
USC00049490,WEAVERVILLE,40.7367,-122.9404,627.3,2013,746,,,8,,,1.19,108,4206,13.67,,54.7,72.2,37.3
US1CAOR0001,ORANGE 3.5 ENE,33.8291,-117.77,247.2,2013,,,,,,,0.47,,,4.50,,,,
USW00023161,DAGGETT AIRPORT,34.8536,-116.7858,584.3,2013,3314,,,15,,,0.94,116,1907,4.56,,68.4,82.4,54.5
USR0000CPHI,PINE HILLS CALIFORNIA,33.0164,-116.6339,0.0,2013,1072,,,23,,,,103,2913,,,59.9,72.3,47.5
US1CAOR0006,SILVERADO 1.0 ESE,33.7455,-117.6199,424.9,2013,,,,,,,1.51,,,8.29,,,,
USW00024259,MONTAGUE SISKIYOU AIRPORT,41.78139,-122.46806,808.0,2013,754,,,-9,,,0.72,106,5151,5.73,,51.3,67.2,35.5
USW00024257,REDDING MUNICIPAL AIRPORT,40.5175,-122.2986,151.5,2013,1957,,,20,,,1.30,116,2551,12.82,,63.4,77.9,49.0
USR0000CCP9,CAMP 9 CALIFORNIA,34.3617,-118.4217,1219.2,2013,,,,,,,,,2864,,,,,
USR0000CPIE,PIERCE CALIFORNIA,40.2461,-120.6422,1737.4,2013,,,,,,,,,5846,,,,,
USC00040673,BEN LOMOND NUMBER 4,37.0855,-122.0797,128.0,2013,681,,,20,,,1.49,109,2018,7.72,,60.8,80.0,41.6
USC00040436,BAKER,35.27611,-116.06278,293.2,2013,,,,,,,,,1738,,,,,
USR0000CLAB,LOS BANOS CALIFORNIA,37.0547,-121.0531,106.7,2013,1834,,,28,,,,107,1822,,,65.0,76.0,54.0
USR0000CCOO,COOSKIE MOUNTAIN CALIFORNIA,40.2569,-124.2661,899.2,2013,503,,,19,,,,97,4709,,,54.2,62.8,45.6
USR0000CCON,CONVERSE CALIFORNIA,34.1942,-116.9131,1712.4,2013,533,,,11,,,,98,3976,,,55.2,69.7,40.7
USR0000CESP,ESPERANZA CALIFORNIA,38.2428,-120.515,780.0,2013,1108,,,16,,,,103,3306,,,59.1,72.8,45.3
USR0000CCOR,CORRALITOS CALIFORNIA,36.9911,-121.7978,137.2,2013,262,,,24,,,,97,2654,,,58.5,72.5,44.5
USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,33.938,-118.3888,29.6,2013,671,,,38,,,0.76,92,1181,3.65,,63.7,70.8,56.7
US1CAFR0013,CLOVIS 1.3 NE,36.833,-119.6808,114.3,2013,,,,,,,0.51,,,3.38,,,,
USC00047085,PORTOLA,39.8053,-120.4719,1478.3,2013,219,65,6,-14,18,8.0,0.60,99,6569,6.55,22.0,46.1,62.9,29.2
US1CAFR0014,FRESNO 2.4 NW,36.8053,-119.8222,97.2,2013,,,,,,,0.63,,,2.62,,,,
USC00040449,BALCH POWER HOUSE,36.9092,-119.0883,528.8,2013,1788,,,25,,,0.70,103,,7.24,,62.5,73.3,51.7
USR0000CTOM,MOUNT TOM CALIFORNIA,37.3761,-119.1783,2748.7,2013,51,,,1,,,,80,7453,,,44.4,52.4,36.5
USW00023179,NEEDLES AIRPORT,34.7675,-114.6188,271.3,2013,4850,,,29,,,1.05,123,1054,5.03,,75.2,87.4,63.0
US1CAOR0017,MISSION VIEJO 1.6 ENE,33.6239,-117.6275,310.3,2013,,0,0,,0,0.0,0.91,,,6.09,0.0,,,
US1CAOR0019,MISSION VIEJO 1.3 SSE,33.5954,-117.6442,214.6,2013,,,,,,,0.94,,,6.10,,,,
USC00042863,ESCONDIDO NUMBER 2,33.121,-117.09,182.9,2013,1412,,,30,,,1.41,101,1325,6.87,,65.3,77.1,53.5
USC00040444,BAKERSFIELD 5 NW,35.4186,-119.0508,143.3,2013,2273,,,25,,,0.81,109,,3.00,,65.8,78.7,52.9
USC00041534,CARMEL VALLEY,36.4805,-121.7244,146.3,2013,229,,,23,,,0.67,98,2752,4.91,,58.1,72.6,43.6
USC00043714,HALF MOON BAY,37.4725,-122.44333,8.2,2013,4,,,27,,,1.19,82,3778,6.63,,54.6,62.7,46.5
US1CAFR0005,TOLLHOUSE 6.2 SSE,36.9342,-119.3586,425.8,2013,,,,,,,0.74,,,5.28,,,,
US1CAFR0007,FRESNO 4.3 NNW,36.8362,-119.8293,101.5,2013,,,,,,,0.65,,,2.99,,,,
USC00049273,VENADO,38.60861,-123.01806,384.0,2013,,,,,,,2.00,,,7.51,,,,
US1CAFR0002,CLOVIS 2.9 N,36.8611,-119.6931,116.4,2013,,,,,,,0.58,,,4.46,,,,
US1CAFR0003,TOLLHOUSE 2.0 SSE,36.9897,-119.3971,509.9,2013,,,,,,,0.92,,,6.28,,,,
USS0019L19S,Ebbetts Pass,38.55,-119.8,2671.6,2013,10,176,,-5,66,,1.20,80,7921,21.67,,42.7,52.0,33.4
USC00040212,ANGWIN PAC UNION COL,38.573,-122.4405,522.7,2013,516,,,24,,,1.00,99,3078,8.77,,58.4,70.3,46.4
USC00040693,BERKELEY,37.8744,-122.2605,94.5,2013,173,,,30,,,,91,,,,58.5,69.1,47.9
USR0000CCLE,CLEAR CREEK CALIFORNIA,34.2711,-118.1525,914.4,2013,1542,,,27,,,,101,2391,,,62.7,70.7,54.7
USW00023152,BURBANK GLENDALE PASADENA AIRPORT,34.20056,-118.3575,225.9,2013,1973,0,0,32,0,0.0,0.88,104,1143,3.03,0.0,67.7,79.1,56.2
USW00023155,BAKERSFIELD AIRPORT,35.4344,-119.0542,149.0,2013,2509,0,0,25,0,0.0,0.79,110,1873,3.44,0.0,66.5,79.3,53.5
USC00049040,TRUCKEE TAHOE AIRPORT DISTRICT,39.318,-120.145,1798.3,2013,84,99,10,-22,26,10.5,0.71,98,7949,7.03,35.3,42.0,62.3,21.7
USR0000CCLA,CLAREMONT CALIFORNIA,34.1369,-117.7069,501.4,2013,1351,,,29,,,,102,,,,63.9,77.5,50.3
USW00023157,BISHOP AIRPORT,37.3711,-118.358,1250.3,2013,1303,2,0,3,1,0.5,0.36,109,3901,1.34,0.5,57.5,76.6,38.5
USW00023158,BLYTHE AIRPORT,33.6186,-114.7142,120.4,2013,4396,,,25,,,0.52,120,1026,3.37,,74.0,87.9,60.1
USC00041312,CALISTOGA,38.5961,-122.6013,121.9,2013,717,,,18,,,0.89,107,2624,6.45,,59.3,77.0,41.7
USC00045915,MOUNT DIABLO JUNCTION,37.8792,-121.9303,661.4,2013,758,,,23,,,1.06,100,3091,6.49,,59.3,68.5,50.0
USC00041316,CALLAHAN,41.3111,-122.8044,970.8,2013,304,,1,-5,,4.0,1.52,101,,9.90,4.0,49.4,66.5,32.2
USR0000CCLK,CLARK CALIFORNIA,33.8767,-117.3089,524.3,2013,1517,,,28,,,,104,1649,,,64.7,77.6,51.7
USC00049035,TRONA,35.7636,-117.3908,516.6,2013,,0,0,,0,0.0,0.29,115,,1.34,0.0,,82.0,
USC00049053,TULELAKE,41.96,-121.4744,1229.9,2013,238,,,-19,,,0.65,96,6576,6.78,,46.2,62.8,29.6
USS0020H13S,Adin Mtn,41.24,-120.79,1886.7,2013,45,123,,-21,29,,1.10,88,8215,13.35,,41.9,55.3,28.6
USC00049298,VERDI 2 W,39.5214,-120.0269,1654.8,2013,434,55,10,-4,13,7.0,0.82,97,,7.09,22.9,48.2,60.8,35.6
USW00093230,SOUTH LAKE TAHOE AIRPORT,38.8983,-119.9947,1924.5,2013,97,,,-17,,,1.16,94,7133,8.41,,45.4,61.3,29.6
USR0000CAGD,ARROYO GRANDE CALIFORNIA,35.1792,-120.3919,319.4,2013,894,,,25,,,,111,2062,,,62.2,78.2,46.1
USR0000CRIC,RICE VALLEY CALIFORNIA,34.0608,-114.7322,249.9,2013,4244,,,24,,,,121,1201,,,72.9,87.9,58.0
USC00043747,HANFORD 1 S,36.3158,-119.637,72.2,2013,,,,,,,0.40,108,2289,2.26,,,78.1,
USR0000CGSP,GREEN SPRING CALIFORNIA,37.8331,-120.5,310.9,2013,1654,,,26,,,,106,2437,,,62.8,75.1,50.5
USW00093225,SACRAMENTO METROPOLITAN AIRPORT,38.69556,-121.58972,7.0,2013,1326,,,19,,,0.66,108,2384,5.43,,61.6,76.3,46.8
USW00093227,NAPA CO AIRPORT,38.2102,-122.2847,4.3,2013,285,,,16,,,0.82,99,2952,4.17,,57.1,71.3,42.9
USW00093228,HAYWARD AIR TERMINAL,37.6542,-122.115,13.1,2013,,,,,,,0.50,,2446,2.72,,,,
USC00040232,ANTIOCH PUMP PLANT 3,37.9833,-121.7525,18.3,2013,1305,,,28,,,0.65,105,,4.00,,62.9,74.7,51.1
USW00003104,DESERT RESORTS REGIONAL AIRPORT,33.62667,-116.15944,-36.0,2013,4018,0,0,20,0,0.0,1.17,122,1150,1.92,0.0,72.7,89.3,56.0
US1CAKG0004,HANFORD 3.6 N,36.3769,-119.6527,78.6,2013,,,,,,,0.31,,,2.40,,,,
US1CAKG0001,LEMOORE 0.9 ESE,36.2932,-119.7718,68.0,2013,,,0,,,0.0,0.41,,,2.74,0.0,,,
USW00003102,ONTARIO INTERNATIONAL AIRPORT,34.05611,-117.60028,289.3,2013,1952,0,,28,0,,0.46,105,1310,3.72,,66.8,79.8,53.8
USC00045933,MOUNT HAMILTON,37.3436,-121.6425,1282.0,2013,669,,,20,,,0.96,92,3987,6.63,,56.1,62.9,49.4
US1CAKG0005,HANFORD 1.7 WNW,36.3349,-119.6743,74.7,2013,,,,,,,0.52,,,2.43,,,,
USW00023188,SAN DIEGO INTERNATIONAL AIRPORT,32.7336,-117.1831,4.6,2013,728,,,39,,,1.04,89,1152,5.58,,64.0,70.2,57.9
USW00023187,SANDBERG,34.7436,-118.7242,1374.6,2013,1522,,,15,,,0.56,106,3130,3.76,,60.8,70.5,51.1
USW00023182,PALMDALE AIRPORT,34.62944,-118.08361,769.2,2013,2088,0,0,15,0,0.0,1.42,111,2592,2.94,0.0,63.1,77.6,48.6
USW00003131,SAN DIEGO MONTGOMERY FIELD,32.81583,-117.13944,127.1,2013,866,0,,34,0,,1.00,97,1308,4.97,,63.7,72.7,54.6
US1CAVT0002,FRAZIER PARK 10.7 WSW,34.746,-119.1103,1607.5,2013,,,4,,,7.5,0.79,,,3.48,14.6,,,
USW00004222,REDDING 12 WNW,40.6507,-122.6068,432.2,2013,1508,,,18,,,1.09,111,2912,8.69,,61.5,75.8,47.3
USW00093245,BODEGA 6 WSW,38.3208,-123.0747,19.2,2013,9,,,30,,,0.96,87,4517,9.76,,52.6,58.8,46.5
USC00040014,ACTON ESCONDIDO CANYON,34.4938,-118.2713,863.5,2013,,,,,,,0.70,,,3.66,,,,
USR0000CELC,EL CARISO CALIFORNIA,33.6472,-117.4111,926.0,2013,1968,,,30,,,,108,1905,,,65.2,76.3,54.2
USW00023199,EL CENTRO NAF,32.81667,-115.68333,-12.8,2013,4168,,,26,,,1.38,119,942,5.65,,73.6,88.9,58.3
USW00024286,CRESCENT CITY MCNAMARA AIRPORT,41.78028,-124.23667,17.1,2013,3,0,,30,0,,2.36,88,4967,28.95,,50.9,57.4,44.4
USW00024283,ARCATA EUREKA AIRPORT,40.97806,-124.10861,61.0,2013,1,0,,23,0,,2.04,88,5321,20.57,,50.4,58.4,42.4
USW00093241,VACAVILLE NUT TREE AIRPORT,38.3775,-121.9575,33.2,2013,1298,0,,20,0,,0.60,109,2465,4.00,,61.5,76.6,46.4
USW00093242,MADERA MUNICIPAL AIRPORT,36.98778,-120.11056,77.1,2013,1655,0,0,19,0,0.0,0.62,107,2353,4.50,0.0,62.6,77.9,47.2
USR0000CCHC,CHICO CALIFORNIA,39.7119,-121.7789,70.1,2013,1496,,,19,,,,112,2452,,,62.1,76.9,47.4
USW00093243,MERCED 23 WSW,37.2381,-120.8825,23.8,2013,1021,,,16,,,0.64,107,2746,2.93,,59.6,77.1,42.2
USR0000CCHB,CHEESEBORO CALIFORNIA,34.1847,-118.7172,502.9,2013,1893,,,34,,,,106,1378,,,66.7,78.3,55.1
USR0000CPAN,PANAMINT CALIFORNIA,36.1203,-117.0878,2097.0,2013,841,,,9,,,,99,4300,,,54.8,66.6,43.1
USR0000CACT,ACTON CALIFORNIA,34.4458,-118.2,792.5,2013,,,,,,,,111,,,,,78.0,
USR0000CTIM,TIMBER MOUNTAIN CALIFORNIA,41.6294,-121.2981,1511.8,2013,549,,,-1,,,,97,5999,,,49.6,60.5,38.6
USW00003122,TORRANCE AIRPORT,33.8016,-118.3419,27.4,2013,575,,,33,,,1.54,95,1334,4.41,,63.0,72.1,53.9
USR0000CVND,VANDENBERG CALIFORNIA,34.7586,-120.4861,320.0,2013,232,,,33,,,,95,2394,,,58.8,68.1,49.5
USC00044863,LEBEC,34.8328,-118.865,1092.7,2013,785,,,13,,,2.00,96,3528,6.02,,56.5,67.7,45.3
USR0000CCHU,CHUCHUPATE CALIFORNIA,34.8083,-119.0125,1493.5,2013,206,,,-3,,,,98,,,,50.3,68.3,32.4
US1CAMR0009,PETALUMA 10.1 W,38.2475,-122.8119,36.3,2013,,,,,,,0.88,,,7.03,,,,
USR0000CCHI,CHILAO CALIFORNIA,34.3317,-118.0303,1661.2,2013,1129,,,19,,,,100,3120,,,59.1,68.2,50.1
USC00040029,ADIN RANGER STATION,41.1936,-120.9447,1278.6,2013,,38,6,,6,6.0,1.32,,,6.98,17.7,,,
USR0000CPAT,PATTY MOCUS CALIFORNIA,40.295,-122.8667,1066.8,2013,1105,,,17,,,,104,3811,,,58.5,69.9,47.1
USR0000CELI,MOUNT ELIZABETH CALIFORNIA,38.0631,-120.2469,1503.6,2013,1056,,,14,,,,98,3908,,,57.7,67.2,48.2
USW00023191,AVALON CATALINA AIRPORT,33.405,-118.41583,488.3,2013,,,,,,,0.67,,,4.95,,,,
USR0000CPAR,PARKFIELD CALIFORNIA,35.8989,-120.4319,467.9,2013,1214,,,15,,,,112,2789,,,60.5,78.9,42.2
USW00023190,SANTA BARBARA MUNICIPAL AIRPORT,34.4258,-119.8425,2.7,2013,252,,,27,,,1.48,91,2050,4.71,,59.9,70.5,49.4
US1CAMR0003,SAN ANSELMO 1.2 NNW,37.9971,-122.5805,112.8,2013,,,,,,,0.87,,,6.81,,,,
USR0000CELM,EL MIRAGE CALIFORNIA,34.6344,-117.5503,877.8,2013,2857,,,12,,,,114,2640,,,67.3,83.7,51.0
USW00003159,LANCASTER WM J FOX FIELD,34.7411,-118.2116,712.6,2013,2164,,,8,,,1.30,115,2765,2.71,,62.5,78.3,46.6
USR0000CBUL,BULL FLAT CALIFORNIA,40.4808,-120.1139,1339.6,2013,469,,,-19,,,,104,6127,,,48.0,64.7,31.3
USR0000CBUR,BURNS CANYON CALIFORNIA,34.2103,-116.6339,1828.8,2013,1126,,,11,,,,98,3465,,,57.6,67.0,48.3
USC00047470,RIVERSIDE FIRE STATION 3,33.9511,-117.388,256.0,2013,1929,,,28,,,1.15,105,,5.48,,67.1,81.4,52.8
USS0019L24S,Heavenly Valley,38.92,-119.92,2615.8,2013,3,169,,-6,56,,1.40,79,8432,15.87,,41.6,51.9,31.3
