STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00049888,YUCCA VALLEY,34.1294,-116.3879,990.3,2013,2043,0,0,16,0,0.4,0.54,109,2428,2.70,0.7,63.5,76.8,50.2
USR0000CBUU,BUTTERCUP CALIFORNIA,32.7397,-114.8839,66.1,2013,4682,,,31,,,,119,707,,,75.8,90.2,61.4
USC00049884,YUCCA MESA,34.2182,-116.4073,1050.0,2013,2365,2,2,18,1,1.0,0.55,109,2135,1.58,2.0,65.2,77.1,53.3
USC00049660,WHITTIER CITY YARD FC106C,33.9758,-118.0222,135.9,2013,,,,,,,0.50,,,3.65,,,,
USR0000CKET,KETTLEMAN HILLS CALIFORNIA,36.0333,-120.0569,246.9,2013,2508,,,30,,,,107,1718,,,67.2,77.3,57.0
USR0000CSVA,SPRING VALLEY CALIFORNIA,37.5625,-122.4364,327.7,2013,156,,,29,,,,92,,,,55.3,63.5,47.2
USR0000CMIO,MILO CALIFORNIA,36.2314,-118.8689,586.1,2013,2293,,,29,,,,104,2075,,,65.5,74.8,56.2
USS0020L02S,Rubicon NUMBER 2,39.0,-120.13,2343.6,2013,67,170,,5,46,,0.90,84,6990,15.08,,45.5,53.5,37.5
USW00003144,IMPERIAL CO AIRPORT,32.83417,-115.57861,-17.7,2013,4220,0,0,27,0,0.0,0.95,120,933,2.73,0.0,73.7,88.6,58.9
USC00046144,NEWARK,37.5147,-122.0325,3.0,2013,381,,,32,,,0.68,93,2405,3.36,,59.5,68.5,50.5
USC00046386,OCOTILLO WELLS 2 W,33.1552,-116.1688,118.9,2013,4947,,,28,,,0.79,122,710,2.16,,76.5,88.2,64.8
USC00046161,NEWHALL 5 NW,34.3933,-118.5938,538.0,2013,2106,,,28,,,0.80,110,1554,3.27,,66.6,79.8,53.4
USW00003177,CARLSBAD MCCLELLAN PALOMAR AIRPORT,33.12806,-117.27944,100.0,2013,681,0,,36,0,,0.96,93,1363,5.24,,63.1,69.8,56.4
USW00003179,CHINO AIRPORT,33.97528,-117.63611,198.1,2013,1532,0,0,23,0,0.0,0.41,105,1680,2.33,0.0,64.6,80.3,48.8
USW00003178,SAN DIEGO BROWN FIELD,32.57222,-116.97944,157.0,2013,666,,,30,,,1.11,97,1556,5.26,,62.5,72.8,52.2
USR0000CKEE,KEENWILD CALIFORNIA,33.6667,-116.7667,1499.6,2013,1099,,,16,,,,104,3172,,,59.2,72.5,45.8
US1CATY0011,TRINITY CENTER 0.6 ESE,40.9826,-122.6965,739.7,2013,,,,,,,1.49,,,12.67,,,,
USR0000CMIL,MILL CREEK ANF CALIFORNIA,34.3903,-118.0825,1530.4,2013,1031,,,20,,,,97,3385,,,58.4,66.7,50.2
US1CAPC0001,SODA SPRINGS 1.5 SSW,39.3021,-120.3837,2099.2,2013,,,34,,,28.0,1.98,,,30.76,154.4,,,
USC00041700,CHESTER,40.3033,-121.2422,1380.7,2013,264,,,-7,,,0.95,99,6268,10.31,,47.8,63.7,32.0
USW00003171,RIVERSIDE MUNICIPAL AIRPORT,33.95194,-117.43861,245.2,2013,,0,0,30,0,0.0,0.57,,,3.40,0.0,,,53.7
USC00045064,LOMPOC,34.6538,-120.4513,22.9,2013,136,,,27,,,0.77,92,2389,4.00,,59.1,69.8,48.3
USC00046154,NEW CUYAMA FIRE STATION,34.9455,-119.6827,658.4,2013,1207,,,17,,,0.27,103,2804,0.62,,60.1,76.9,43.3
USR0000CMID,MID HILLS CALIFORNIA,35.1231,-115.4114,1649.9,2013,1167,,,12,,,,101,3603,,,57.7,68.0,47.3
USC00047248,RANCHO BERNARDO,33.0216,-117.0813,210.3,2013,997,,,30,,,1.13,96,1354,6.86,,64.1,73.9,54.3
USC00046399,OJAI,34.4477,-119.2275,227.1,2013,1039,,,22,,,1.01,108,2147,4.56,,61.9,79.6,44.2
US1CAPC0007,ROSEVILLE 4.7 WNW,38.7802,-121.3766,29.3,2013,,,0,,,0.0,0.85,,,6.56,0.0,,,
USR0000CBRI,BRIONES CALIFORNIA,37.9442,-122.1178,442.0,2013,594,,,27,,,,101,2923,,,59.0,69.0,49.0
USR0000CDVR,DEVORE CALIFORNIA,34.2211,-117.4044,627.0,2013,1722,,,31,,,,106,1731,,,65.1,75.6,54.6
USR0000CSTA,STAMPEDE CALIFORNIA,39.4833,-120.075,2093.1,2013,156,,,-8,,,,97,6319,,,47.0,63.0,31.0
USC00046174,NEW MELONES DAM HQ,38.0047,-120.4863,292.6,2013,1896,,,26,,,1.35,109,2298,8.81,,64.1,77.6,50.5
USC00048351,SONOMA,38.2994,-122.4622,29.6,2013,,,,,,,0.87,,,5.66,,,,
USR0000CBRO,BROOKS CALIFORNIA,38.7383,-122.1447,107.9,2013,1807,,,21,,,,112,2235,,,63.9,78.8,49.0
US1CASS0001,KNIGHTS FERRY 5.2 WSW,37.7892,-120.7518,43.9,2013,,0,0,,0,0.0,0.89,,,4.52,0.0,,,
USS0019L45S,Carson Pass,38.69,-119.99,2546.0,2013,6,202,,-4,75,,1.20,80,8220,15.29,,42.2,52.4,32.0
USR0000COKO,OAK OPENING CALIFORNIA,36.1753,-118.7017,987.6,2013,1714,,,21,,,,105,2834,,,62.0,74.3,49.6
USC00042805,ELSINORE,33.6692,-117.3319,391.7,2013,2217,,,27,,,0.40,113,1351,3.36,,67.2,82.9,51.6
USR0000COKN,OAKLAND NORTH CALIFORNIA,37.865,-122.2208,427.6,2013,223,,,28,,,,92,3354,,,56.9,64.8,48.9
USW00003164,CAMPO ASOS,32.6261,-116.4681,805.0,2013,884,0,,21,0,,1.25,106,3064,8.99,,58.6,75.2,42.0
USR0000CBRA,BRANCH MOUNTAIN CALIFORNIA,35.1889,-120.0833,1149.1,2013,1388,,,22,,,,103,3003,,,60.8,70.9,50.7
USW00003166,FULLERTON MUNICIPAL AIRPORT,33.87194,-117.97889,29.3,2013,1842,0,0,35,0,0.0,0.72,104,744,3.85,0.0,67.9,78.6,57.1
USR0000COKS,OAKLAND SOUTH CALIFORNIA,37.7861,-122.1447,333.8,2013,257,,,29,,,,92,3210,,,57.2,65.8,48.6
USR0000CBRF,BEAR FLAT CALIFORNIA,41.295,-120.3133,1889.8,2013,179,,,-9,,,,94,6915,,,45.8,59.1,32.5
USW00003167,HAWTHORNE MUNICIPAL AIRPORT,33.92278,-118.33417,19.2,2013,870,,,36,,,0.64,93,1054,3.39,,64.6,72.4,56.8
USR0000CSTO,STONYFORD CALIFORNIA,39.3669,-122.575,365.8,2013,1388,,,15,,,,112,2852,,,61.1,77.0,45.2
USC00048587,STONY GORGE RESERVOIR,39.5861,-122.5341,243.8,2013,1381,,,15,,,1.46,112,2937,5.30,,60.7,77.4,44.0
USC00047253,RANDSBURG,35.3692,-117.6525,1088.1,2013,2155,,,13,,,0.27,109,,1.74,,63.3,76.4,50.1
USC00046168,NEWMAN,37.2811,-121.0177,27.4,2013,,,,23,,,,,,2.96,,,,47.9
US1CAAL0004,PLEASANTON 1.8 SSE,37.6483,-121.8745,107.0,2013,,,,,,,1.14,,,3.44,,,,
US1CAAL0001,PIEDMONT 1.0 SE,37.8123,-122.216,113.4,2013,,,,,,,0.95,,,6.43,,,,
USC00041967,CONCORD WASTEWATER PLANT,37.9833,-122.0692,12.2,2013,1041,,,28,,,1.10,104,,5.05,,62.1,74.3,49.8
USR0000CSRS,SANTA ROSA CALIFORNIA,38.4786,-122.7119,175.6,2013,419,,,30,,,,99,2601,,,59.3,70.5,48.1
US1CAHM0014,MIRANDA 4.1 SW,40.2093,-123.8941,164.3,2013,,,,,,,3.23,,,23.90,,,,
US1CAST0004,HOLLISTER 5.4 NNE,36.9306,-121.3704,75.3,2013,,,,,,,0.64,,,2.81,,,,
US1CAST0005,HOLLISTER 2.1 ESE,36.8422,-121.365,118.6,2013,,,,,,,0.95,,,3.87,,,,
USR0000COKG,OAK GROVE CALIFORNIA,33.3933,-116.795,838.8,2013,1261,,,19,,,,105,2508,,,61.4,76.2,46.7
US1CAKN0009,PINE MOUNTAIN CLUB 0.9 SSW,34.8353,-119.1631,1834.0,2013,,,7,,,5.8,1.86,,,7.63,29.4,,,
USR0000CDVA,DEL VALLE CALIFORNIA,34.4311,-118.6828,389.5,2013,1777,,,31,,,,111,1416,,,66.1,80.2,52.1
USR0000CBR4,BRIDGEPORT 4 NW CALIFORNIA,38.2719,-119.2892,2026.9,2013,263,,,-13,,,,97,6310,,,47.6,63.5,31.6
US1CAKN0001,INYOKERN 9.4 WSW,35.6345,-117.9782,1316.4,2013,,1,0,,1,0.9,0.53,,,3.28,1.5,,,
USC00046175,NEWPORT BEACH HARBOR,33.6025,-117.8803,3.0,2013,293,,,39,,,0.42,83,1506,2.45,,61.8,66.9,56.6
USC00048353,SONORA,37.9672,-120.3872,510.5,2013,904,,,18,,,1.05,104,3379,9.54,,57.6,73.8,41.4
USS0019L05S,Blue Lakes,38.61,-119.92,2455.8,2013,9,193,,-12,55,,1.00,82,8514,14.06,,41.2,52.0,30.4
USR0000CMET,METCALF GAP CALIFORNIA,37.4094,-119.7681,937.9,2013,2077,,,22,,,,107,2697,,,63.7,74.0,53.3
USR0000CBPI,BIG PINE FLAT CALIFORNIA,34.3194,-117.0131,2091.2,2013,341,,,2,,,,99,4953,,,51.7,67.0,36.5
US1CAHM0026,BRIDGEVILLE 5.2 ENE,40.4734,-123.7013,815.3,2013,,,,,,,3.15,,,30.89,,,,
US1CAAL0011,SAN LORENZO 0.5 NNW,37.6821,-122.1332,9.1,2013,,,0,,,0.0,0.92,,,4.43,0.0,,,
US1CAAL0012,PLEASANTON 0.4 ESE,37.6702,-121.8814,104.9,2013,,,0,,,0.0,0.88,,,5.36,0.0,,,
USC00046194,NICOLAUS NUMBER 2,38.9261,-121.5447,13.1,2013,,,,,,,1.22,,,6.41,,,,
USC00043914,HENSHAW DAM,33.2372,-116.7614,823.0,2013,776,,,16,,,1.31,107,3438,12.63,,57.1,74.9,39.4
USC00041738,CHIRIACO SUMMIT,33.6617,-115.7206,520.0,2013,,,,,,,0.72,116,,2.93,,,84.6,
USS0020K13S,Truckee NUMBER 2,39.3,-120.18,1983.9,2013,155,138,,-3,35,,1.00,91,6409,8.67,,47.2,58.9,35.6
USR0000CSQU,SQUAW LAKE CALIFORNIA,32.9083,-114.4944,91.4,2013,4896,,,32,,,,120,724,,,76.2,88.8,63.6
USR0000CMEN,MENDOCINO PASS CALIFORNIA,39.8075,-122.945,1652.0,2013,490,,,11,,,,95,5346,,,52.0,60.8,43.3
USR0000CSQS,SQUAW SPRINGS CALIFORNIA,35.37,-117.5683,1103.4,2013,2364,,,20,,,,107,2176,,,65.4,75.6,55.1
USR0000CSRI,SANTA ROSA ISLAND CALIFORNIA,33.9778,-120.0778,395.6,2013,271,,,37,,,,92,3213,,,57.4,64.0,50.8
USR0000CSRO,SANTA ROSA PLATEAU CALIFORNIA,33.5286,-117.2306,603.5,2013,1239,,,30,,,,100,1846,,,63.5,74.1,52.8
US1CATY0003,DOUGLAS CITY 2.4 SW,40.6326,-122.9777,514.8,2013,,,,,,,1.00,,,11.75,,,,
USC00049699,WILLOWS 6 W,39.523,-122.3058,71.0,2013,,,,,,,,,2061,4.44,,,,
USC00048122,SHAFTER 6 E,35.4867,-119.1458,123.1,2013,1435,,,17,,,0.85,106,2324,4.43,,61.9,78.7,45.1
US1CALS0002,SUSANVILLE 3.5 SSW,40.363,-120.674,1325.0,2013,,,,,,,1.99,,,7.96,,,,
US1CAKN0013,ONYX 2.8 ENE,35.7022,-118.1739,926.3,2013,,,,,,,0.75,,,2.84,,,,
USC00048380,SO ENTRANCE YOSEMITE N.P.,37.5122,-119.6331,1538.3,2013,195,,,7,,,0.96,91,5900,10.86,,48.9,61.8,35.9
USC00049473,WATSONVILLE WATERWORKS,36.9308,-121.7691,29.0,2013,135,,,27,,,0.60,91,2742,3.54,,58.1,69.5,46.7
USR0000CBOG,BOGARD RANGER STATION CALIFORNIA,40.5981,-121.0831,1722.1,2013,105,,,-26,,,,100,7809,,,43.4,63.1,23.6
US1CAHM0038,KNEELAND 0.4 NNW,40.7659,-123.9985,612.0,2013,,,,,,,3.40,,,28.93,,,,
US1CAHM0035,EUREKA 2.2 S,40.7642,-124.1476,59.1,2013,,,,,,,1.79,,,19.28,,,,
US1CAHM0030,GARBERVILLE 2.2 SW,40.0775,-123.8239,126.5,2013,,,,,,,2.60,,,18.94,,,,
USR0000CMEA,MEANS LAKE CALIFORNIA,34.3906,-116.5169,883.9,2013,2632,,,14,,,,113,2217,,,65.7,79.9,51.5
US1CADN0007,FORT DICK 0.2 SSW,41.8653,-124.1513,14.9,2013,,,,,,,3.39,,,43.48,,,,
USC00048135,SHASTA DAM,40.7141,-122.4161,327.7,2013,1981,,,24,,,2.51,109,2385,16.72,,64.3,75.5,53.2
USS0019L03S,Hagan s Meadow,38.85,-119.94,2370.1,2013,2,131,,-11,39,,1.30,85,8167,16.48,,42.2,56.5,27.9
USC00046197,NILAND,33.2775,-115.5239,-18.3,2013,,,,,,,0.58,,,1.78,,,,
USR0000CBOO,BOONVILLE CALIFORNIA,38.9875,-123.3486,196.3,2013,470,,,23,,,,107,3126,,,57.8,71.4,44.1
USC00049001,TRACY PUMPING PLANT,37.7967,-121.5828,18.6,2013,1661,,,26,,,1.00,108,1972,4.29,,63.8,76.5,51.1
USR0000CBNL,BEN LOMOND CALIFORNIA,37.1317,-122.17,801.6,2013,,,,,,,,,3265,,,,,
USC00041758,CHULA VISTA,32.64,-117.0858,17.1,2013,701,,,36,,,0.80,91,1337,5.53,,63.3,71.1,55.4
USC00043937,HESPERIA 2 E,34.4206,-117.2661,931.2,2013,1868,0,1,18,0,2.5,0.49,109,2435,2.57,3.5,62.9,77.0,48.9
US1CAHM0044,REDWAY 1.8 WSW,40.1093,-123.8519,291.1,2013,,,,,,,2.33,,,21.24,,,,
USR0000CMCG,MCGUIRES CALIFORNIA,39.3528,-123.6011,180.7,2013,,,,,,,,,3636,,,,,
USR0000CSOM,SOMES BAR CALIFORNIA,41.39,-123.4958,280.4,2013,,,,,,,,,3092,,,,,
USC00041990,COPCO NUMBER 1 DAM,41.9797,-122.3378,823.9,2013,983,,,-2,,,0.83,106,4574,9.73,,53.7,68.5,38.9
USS0019L40S,Monitor Pass,38.67,-119.61,2532.9,2013,28,160,,-6,44,,0.60,83,7521,8.47,,43.8,54.4,33.3
USR0000CMSA,MARIPOSA CALIFORNIA,37.5042,-119.9869,680.0,2013,1364,,,18,,,,104,3019,,,60.5,74.1,46.9
US1CAMD0010,HOPLAND 2.4 WNW,38.9844,-123.158,175.0,2013,,,,,,,1.65,,,8.10,,,,
US1CASR0034,RANCHO CUCAMONGA 1.6 W,34.1223,-117.5977,420.3,2013,,,,,,,0.65,,,5.63,,,,
USR0000COWE,OWENS CAMP LOC CALIFORNIA,38.7333,-120.245,1597.2,2013,377,,,5,,,,98,4885,,,52.2,67.4,37.0
USR0000CKON,KONOCTI CALIFORNIA,38.9119,-122.7064,659.3,2013,1408,,,25,,,,107,2803,,,62.0,72.9,51.1
USR0000COWV,OWENS VALLEY CALIFORNIA,37.39,-118.5506,1414.3,2013,1643,,,9,,,,106,3275,,,60.2,74.7,45.6
USC00043261,FRIANT GOVERNMENT CAMP,36.9969,-119.7072,125.0,2013,1782,,,24,,,0.56,109,2104,3.57,,63.6,78.3,48.8
US1CASR0036,FAWNSKIN 0.3 NE,34.2712,-116.9383,2142.7,2013,,,12,,,11.0,1.60,,,9.17,55.3,,,
USC00046773,PEARBLOSSOM,34.5025,-117.8969,945.2,2013,2113,0,0,18,0,0.0,1.00,107,2437,3.70,0.0,63.9,76.9,50.9
US1CAMD0001,UKIAH 8.4 NW,39.2206,-123.3312,759.6,2013,,,,,,,1.17,,,13.01,,,,
US1CASR0020,LANDERS 1.6 NE,34.2828,-116.3751,900.4,2013,,,0,,,0.0,0.52,,,2.66,0.0,,,
USC00043038,FIDDLETOWN DEXTER RANCH,38.5236,-120.7061,658.4,2013,,,,,,,1.28,,,10.78,,,,
USR0000CKNO,KNOXVILLE CREEK CALIFORNIA,38.8619,-122.4172,670.6,2013,1217,,,16,,,,111,2904,,,61.0,75.9,46.1
USR0000CMS2,MOUNT SHASTA CALIFORNIA,41.3156,-122.3156,0.0,2013,441,,,-1,,,,100,5084,,,51.3,65.0,37.7
USC00048967,TOPANGA PTRL STATION FC6,34.0841,-118.5988,227.1,2013,,,,,,,1.21,,,4.56,,,,
US1CAAM0003,VOLCANO 6.4 NE,38.4986,-120.5364,1115.3,2013,,,,,,,1.55,,,16.02,,,,
US1CASR0029,RIALTO 2.1 N,34.1442,-117.381,451.7,2013,,,,,,,1.21,,,8.57,,,,
USR0000CMRK,MARKLEEVILLE CALIFORNIA,38.6833,-119.7667,1676.7,2013,340,,,-8,,,,100,5684,,,49.3,65.2,33.3
USR0000CEAG,EAGLE PEAK CALIFORNIA,39.9278,-122.6569,1131.7,2013,1135,,,18,,,,102,3611,,,58.7,66.3,51.1
USC00047646,SAINT HELENA 4 WSW,38.493,-122.5383,542.5,2013,,,,,,,0.76,,,5.95,,,,
USC00047888,SANTA ANA FIRE STATION,33.7442,-117.8667,41.1,2013,1264,,,36,,,0.46,97,978,3.26,,65.9,75.5,56.3
USC00044374,JESS VALLEY,41.2683,-120.2947,1645.9,2013,,,,,,,1.26,,,15.12,,,,
USC00042198,CRYSTAL LAKE FC238C,34.3175,-117.8419,1629.2,2013,,,,,,,1.72,,,12.50,,,,
USC00047643,SAINT HELENA,38.5066,-122.4713,68.6,2013,939,,,24,,,0.80,103,,4.72,,61.8,76.3,47.2
US1CAHM0009,MCKINLEYVILLE 2.3 NE,40.9778,-124.086,82.3,2013,,,,,,,2.00,,,25.95,,,,
US1CAHM0004,MCKINLEYVILLE 2.7 SE,40.9231,-124.084,99.1,2013,,,,,,,1.84,,,22.82,,,,
USR0000CMOU,MOUNTAIN REST CALIFORNIA,37.0544,-119.3711,1249.7,2013,1359,,,18,,,,99,3287,,,59.8,69.2,50.4
US1CAHM0003,ORICK 5.9 SSW,41.2084,-124.1027,172.8,2013,,0,0,,0,0.0,2.74,,,26.27,0.0,,,
US1CAHM0002,BAYSIDE 1.8 SE,40.8248,-124.0382,23.5,2013,,,,,,,2.19,,,23.50,,,,
USR0000CVAY,VALYERMO CALIFORNIA,34.4456,-117.8511,1152.1,2013,1432,,,16,,,,106,3051,,,60.0,75.3,44.7
USR0000CVAN,VAN BREMMER CALIFORNIA,41.6431,-121.7939,1502.1,2013,518,,,-2,,,,101,5756,,,50.3,63.2,37.3
USR0000CVAL,VALLEY CENTER CALIFORNIA,33.2372,-117.0086,452.0,2013,1202,,,26,,,,102,1702,,,63.6,76.5,50.8
USS0019L44S,Horse Meadow,38.84,-119.89,2608.2,2013,17,167,,-3,48,,1.40,81,7940,11.87,,42.8,52.4,33.2
USC00048758,TAHOE CITY,39.1678,-120.1428,1898.9,2013,73,,,-2,,,0.92,90,7154,8.99,,44.8,58.2,31.4
US1CAPC0021,ROSEVILLE 2.4 SE,38.7399,-121.2575,47.5,2013,,,,,,,1.12,,,7.20,,,,
USR0000CBZE,BRAZIE RANCH CALIFORNIA,41.6853,-122.5942,914.4,2013,1081,,,6,,,,105,4602,,,54.8,66.8,42.7
USC00044394,JOHNSON VALLEY,34.3591,-116.5378,965.3,2013,2109,0,0,16,0,0.2,0.82,109,2488,3.11,0.2,63.3,75.7,50.8
USR0000CMOD,MODOC NWR CALIFORNIA,41.4589,-120.3536,1335.0,2013,,,,,,,,,6254,,,,,
USC00046572,OXNARD WEATHER FORECAST OFFICE,34.2066,-119.1375,15.8,2013,378,,,33,,,0.66,92,1698,2.97,,61.6,70.9,52.2
USC00046336,OAKLAND MUSEUM,37.79833,-122.26417,9.1,2013,263,,,33,,,0.71,90,2171,4.11,,59.9,69.1,50.7
US1CASA0030,LA RIVIERA 1.0 NE,38.5753,-121.34,19.5,2013,,,,,,,0.95,,,6.42,,,,
USR0000CGAS,GASQUET CALIFORNIA,41.8458,-123.9792,152.4,2013,456,,,27,,,,108,3690,,,55.5,67.9,43.1
USC00047681,SALSIPUEDES GAGING STATION,34.5686,-120.4083,80.5,2013,,,,,,,0.82,,,3.83,,,,
USS0019L43S,Forestdale Creek,38.68,-119.96,2443.6,2013,29,192,,-5,76,,1.00,85,7388,17.88,,44.4,55.3,33.5
USC00043083,FIVE POINTS 5 SSW,36.3642,-120.1561,86.9,2013,2111,,,19,,,0.60,110,2082,2.08,,64.8,81.0,48.5
USS0020L06S,Echo Peak,38.85,-120.08,2337.8,2013,45,176,,4,70,,1.80,81,6970,23.98,,45.6,54.1,37.1
US1CAPC0014,LINCOLN 4.3 SSE,38.8423,-121.2837,52.4,2013,,,,,,,1.05,,,7.94,,,,
US1CAPC0010,PENRYN 0.4 SE,38.8472,-121.1584,185.9,2013,,,,,,,1.05,,,9.37,,,,
USC00047672,SALINAS DAM,35.3372,-120.5038,424.3,2013,1402,,,18,,,0.42,116,2273,2.94,,62.2,80.2,44.1
USR0000CMNC,MONTECITO CALIFORNIA,34.4614,-119.6481,457.2,2013,1319,,,36,,,,96,1626,,,64.5,72.5,56.5
USC00048760,TAHOMA,39.06,-120.1292,1924.8,2013,58,115,18,-2,34,15.0,1.03,89,7847,13.67,65.2,43.1,54.9,31.2
US1CASA0029,FOLSOM 0.6 NE,38.6823,-121.1375,121.6,2013,,,,,,,0.92,,,6.76,,,,
USS0019L42S,Summit Meadow,38.4,-119.54,2838.6,2013,7,170,,-4,47,,0.60,78,8480,10.86,,41.2,50.2,32.3
USR0000CQUA,QUARTZ HILL CALIFORNIA,41.5992,-122.9336,1287.8,2013,892,,,9,,,,101,4960,,,53.5,64.5,42.5
USR0000CMLR,MALLORY RIDGE CALIFORNIA,37.8172,-121.7789,621.8,2013,1171,,,26,,,,103,2954,,,60.6,69.0,52.2
USC00041907,COLEMAN FISHERIES STATION,40.4,-122.1433,128.0,2013,,,,,,,1.26,,,12.59,,,,
US1CASR0014,JOSHUA TREE 2.0 S,34.0973,-116.3178,1039.1,2013,,,,,,,1.04,,,4.51,,,,
USC00049866,YREKA,41.7036,-122.6408,800.1,2013,766,,,-5,,,0.90,106,5132,8.19,,51.4,67.1,35.7
USC00045026,LODGEPOLE,36.6044,-118.7325,2052.8,2013,36,,,-4,,,1.02,88,,11.76,,42.9,55.9,29.9
USC00046597,PACIFIC HOUSE,38.7583,-120.503,1051.6,2013,554,60,6,9,14,11.0,2.56,100,4873,20.89,27.0,52.6,66.6,38.6
USC00049621,WHISKEYTOWN RESERVOIR,40.6116,-122.528,394.7,2013,1800,5,1,22,4,4.0,2.07,112,2761,15.88,4.0,62.9,76.0,49.9
USR0000CQUI,QUINCY RD CALIFORNIA,39.9733,-120.9419,1066.8,2013,668,,,1,,,,113,4459,,,53.9,73.2,34.6
USS0019L41S,Burnside Lake,38.72,-119.89,2477.7,2013,0,174,,-25,61,,1.10,83,9263,15.38,,39.0,53.7,24.3
USR0000COPA,OPAL MOUNTAIN CALIFORNIA,35.1542,-117.1756,987.6,2013,2430,,,24,,,,111,2060,,,65.7,77.7,53.8
USR0000CBVR,BEAVER CAMP LOC CALIFORNIA,38.4883,-120.325,1524.0,2013,1130,,,13,,,,100,,,,58.7,71.0,46.4
USC00046370,OCCIDENTAL,38.3858,-122.9661,263.7,2013,,,,,,,2.97,,,15.46,,,,
USC00041912,COLFAX,39.0911,-120.948,725.4,2013,,,,,,,1.43,,3045,12.92,,,,
USC00041916,COLGATE POWERHOUSE,39.3308,-121.1922,181.4,2013,,,,,,,1.59,,,11.34,,,,
US1CASR0002,HESPERIA 2.1 E,34.4199,-117.2647,933.3,2013,,,,,,,0.49,,,2.55,,,,
US1CASR0004,UPLAND 0.5 ESE,34.1151,-117.6498,431.3,2013,,,,,,,0.72,,,5.37,,,,
US1CASR0009,APPLE VALLEY 2.6 SE,34.5043,-117.1808,896.4,2013,,,1,,,2.5,1.05,,,3.70,3.1,,,
US1CALA0036,PASADENA 2.0 SE,34.1392,-118.1161,225.2,2013,,,,,,,0.82,,,5.41,,,,
USR0000CDIA,DIABLO GRANDE CALIFORNIA,37.3292,-121.2939,563.9,2013,1517,,,29,,,,105,2526,,,62.7,72.1,53.2
US1CABT0002,OROVILLE 2.7 ENE,39.514,-121.518,163.1,2013,,,,,,,1.37,,,11.58,,,,
US1CABT0005,OROVILLE 4.8 E,39.4932,-121.477,203.6,2013,,,,,,,1.32,,,11.15,,,,
USR0000CBEA,BEAR PEAK CALIFORNIA,35.8842,-118.0517,2507.9,2013,186,,,7,,,,85,6096,,,48.3,56.6,40.1
US1CABT0009,CHICO 2.9 W,39.7494,-121.8614,57.9,2013,,,,,,,0.85,,,7.00,,,,
US1CABT0007,CHICO 1.2 NNW,39.7697,-121.8138,76.5,2013,,,,,,,0.80,,,7.54,,,,
US1CABT0008,CHICO 1.7 SW,39.7385,-121.832,64.0,2013,,,,,,,0.90,,,6.96,,,,
USR0000CBDY,BRADLEY CALIFORNIA,35.8644,-120.8031,163.7,2013,1308,,,15,,,,111,2323,,,61.9,80.2,43.6
USR0000CJUA,JUANITA LAKE CALIFORNIA,41.7861,-122.0056,1645.9,2013,542,,,-1,,,,98,5672,,,50.3,63.4,37.2
USR0000CBEN,BENTON CALIFORNIA,37.8431,-118.4778,1661.2,2013,859,,,-2,,,,105,4712,,,53.9,72.3,35.6
USC00044997,LIVERMORE,37.6922,-121.7691,146.3,2013,946,,,25,,,1.05,107,2414,4.50,,60.6,74.6,46.6
USR0000CWOF,WOFFORD HEIGHTS CALIFORNIA,35.7217,-118.4989,960.1,2013,1525,,,18,,,,108,2961,,,61.1,74.1,48.1
USR0000CJUN,JUNIPER CREEK CALIFORNIA,41.3322,-120.4725,1332.6,2013,450,,,-19,,,,103,6100,,,48.5,64.1,32.8
USR0000CJUL,JULIAN CALIFORNIA,33.0758,-116.5908,1292.4,2013,927,,,21,,,,99,3317,,,57.8,67.6,48.0
USR0000CLYT,LYTLE CREEK CALIFORNIA,34.2339,-117.4803,851.0,2013,1390,,,24,,,,111,2237,,,62.8,76.8,48.8
USC00042574,DUNSMUIR TRTMNT PLANT,41.1833,-122.2736,661.4,2013,626,35,2,9,18,6.0,2.00,104,4371,18.65,9.8,54.2,69.4,39.0
US1CABT0016,MAGALIA 2.3 SE,39.8036,-121.5819,709.3,2013,,,,,,,2.50,,,18.59,,,,
US1CALA0041,SAN FERNANDO 4.2 E,34.2793,-118.363,377.6,2013,,,,,,,1.03,,,6.67,,,,
USR0000CSEC,SECRET TOWN CALIFORNIA,39.1836,-120.8847,861.4,2013,1050,,,16,,,,103,3344,,,59.1,72.9,45.3
USW00023213,SANTA ROSA SONOMA CO AIRPORT,38.5038,-122.8102,34.7,2013,,,,19,,,1.14,,2771,8.46,,,,42.8
USC00046946,PIT RIVER POWER HOUSE 5,40.9869,-121.9772,444.4,2013,,,,,,,2.23,,,22.19,,,,
USC00046940,PIRU 2 ESE,34.4061,-118.7569,217.0,2013,,,,,,,0.83,,,3.91,,,,
USC00041253,CACHUMA LAKE,34.5822,-119.9817,242.3,2013,658,,,17,,,0.66,107,2175,4.86,,60.4,80.7,40.1
USC00268186,TOPAZ LAKE,38.6944,-119.5454,1557.8,2013,895,,5,4,,6.0,0.55,102,4737,3.70,12.9,52.9,67.5,38.3
US1CALA0014,CANYON COUNTRY 2.6 E,34.4268,-118.4275,492.9,2013,,,,,,,0.61,,,3.22,,,,
US1CALA0011,REDONDO BEACH 2.6 S,33.8192,-118.3771,35.7,2013,,,0,,,0.0,1.09,,,4.57,0.0,,,
