STATION,NAME,DATE,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN
US1CATH0011,RED BLUFF 5.1 NNW,2014,,,,,,,2.91,,,31.48,,,,
USC00046635,PALM SPRINGS,2014,,,,,,,,,450,,,,,
US1CATH0012,COTTONWOOD 9.1 SW,2014,,,,,,,2.25,,,32.22,,,,
USR0000CCAN,CANBY CALIFORNIA,2014,445,,,5,,,,106,6076,,,51.5,68.4,34.6
USR0000CCAM,CAMERON FIRE STATION CALIFORNI,2014,814,,,17,,,,104,,,,59.8,76.9,42.7
USR0000CCAL,CALLAHAN CALIFORNIA,2014,1018,,,16,,,,106,4542,,,56.1,68.8,43.3
USR0000CEEC,EEL RIVER CAMP CALIFORNIA,2014,611,,,26,,,,104,3063,,,59.7,73.3,46.1
US1CATH0019,RED BLUFF 2.8 N,2014,,,,,,,2.85,,,33.22,,,,
USC00044211,IDYLLWILD FIRE DEPARTMENT,2014,626,,,20,,,3.00,96,3436,18.85,,58.0,71.1,45.0
US1CAOR0035,MISSION VIEJO 3.9 NNE,2014,,,,,,,2.07,,,10.52,,,,
USW00023110,LEMOORE REEVES NAS,2014,,,,,,,1.02,,,5.34,,,,
US1CATH0020,COTTONWOOD 6.7 SSW,2014,,,,,,,2.98,,,29.37,,,,
US1CATH0022,RED BLUFF 6.2 NW,2014,,,,,,,3.30,,,26.45,,,,
USR0000CGHP,GRASSHOPPER CALIFORNIA,2014,210,,,2,,,,96,6726,,,48.0,60.5,35.4
US1CASH0052,REDDING 3.3 N,2014,,,,,,,3.74,,,48.42,,,,
USC00041194,BURBANK VALLEY PUMP,2014,1647,,,29,,,3.00,104,1055,11.84,,67.0,80.3,53.7
US1CASH0051,REDDING 3.8 S,2014,,,,,,,2.89,,,40.41,,,,
USR0000CTAN,TANBARK CALIFORNIA,2014,1704,,,31,,,,101,1612,,,65.4,75.6,55.2
USC00043134,FORESTHILL RANGER STATION,2014,,,,,,,,,,54.69,,,,
USC00044223,IMPERIAL,2014,4671,,,32,,,1.32,115,531,2.09,,76.5,90.6,62.5
USC00045795,MONTEREY,2014,144,,,36,,,2.20,96,2795,20.27,,58.9,66.6,51.2
USR0000CCOH,COHASSET CALIFORNIA,2014,2172,,,34,,,,104,1814,,,65.6,73.5,57.5
USR0000CCOL,COLLINS BALDY CALIFORNIA,2014,475,,,12,,,,92,5687,,,50.8,59.5,42.1
USC00049490,WEAVERVILLE,2014,937,,,16,,,3.09,107,4187,34.91,,57.5,73.6,41.3
US1CAOR0001,ORANGE 3.5 ENE,2014,,,,,,,1.44,,,7.54,,,,
USW00023161,DAGGETT AIRPORT,2014,3410,0,0,24,0,0.0,0.75,112,1599,2.05,0.0,70.4,84.4,56.4
USR0000CPHI,PINE HILLS CALIFORNIA,2014,975,,,23,,,,97,2309,,,61.4,73.6,49.3
US1CAOR0006,SILVERADO 1.0 ESE,2014,,,,,,,2.83,,,12.94,,,,
USW00024259,MONTAGUE SISKIYOU AIRPORT,2014,886,,,10,,,1.00,106,5336,13.49,,54.8,69.6,39.9
USW00024257,REDDING MUNICIPAL AIRPORT,2014,2128,0,0,25,0,0.0,2.45,111,2302,33.98,0.0,65.0,78.3,51.6
USR0000CCP9,CAMP 9 CALIFORNIA,2014,1412,,,26,,,,99,,,,62.7,71.6,53.9
USC00040673,BEN LOMOND NUMBER 4,2014,653,,,26,,,4.21,106,2159,47.28,,61.4,79.9,42.9
USR0000CCOU,CO LINE CALIFORNIA,2014,1980,,,32,,,,105,1918,,,64.7,74.9,54.4
USR0000CLAB,LOS BANOS CALIFORNIA,2014,2114,,,33,,,,106,1485,,,67.1,77.7,56.4
USR0000CCOO,COOSKIE MOUNTAIN CALIFORNIA,2014,570,,,30,,,,93,3953,,,55.5,62.7,48.4
USR0000CCON,CONVERSE CALIFORNIA,2014,422,,,16,,,,94,3690,,,56.5,71.0,42.0
USR0000CCOR,CORRALITOS CALIFORNIA,2014,318,,,32,,,,101,2270,,,60.4,72.9,48.0
USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,2014,1125,0,0,40,0,0.0,1.56,97,809,8.30,0.0,66.0,72.9,59.1
US1CAOR0016,NEWPORT BEACH 3.1 ESE,2014,,,,,,,0.82,,,6.24,,,,
US1CAFR0013,CLOVIS 1.3 NE,2014,,,,,,,1.10,,,9.38,,,,
USC00047085,PORTOLA,2014,227,,,10,,,1.65,99,6563,18.94,,49.4,65.9,32.9
US1CAFR0014,FRESNO 2.4 NW,2014,,,,,,,1.14,,,7.86,,,,
USR0000CTOM,MOUNT TOM CALIFORNIA,2014,17,,,0,,,,79,7107,,,45.9,53.8,38.2
USW00023179,NEEDLES AIRPORT,2014,5083,0,0,30,0,0.0,2.20,118,705,5.90,0.0,77.1,89.6,64.6
US1CAOR0017,MISSION VIEJO 1.6 ENE,2014,,,0,,,0.0,2.47,,,11.33,0.0,,,
US1CAOR0019,MISSION VIEJO 1.3 SSE,2014,,,,,,,2.20,,,10.16,,,,
US1CANP0003,CALISTOGA 0.4 SSE,2014,,,,,,,4.84,,,36.91,,,,
USC00042863,ESCONDIDO NUMBER 2,2014,1988,,,34,,,0.93,106,821,8.39,,68.5,80.5,56.5
USC00040444,BAKERSFIELD 5 NW,2014,2679,,,32,,,0.89,108,1547,4.53,,68.7,81.3,56.0
USC00041534,CARMEL VALLEY,2014,362,,,27,,,2.36,98,2351,17.48,,60.5,74.2,46.7
USC00043714,HALF MOON BAY,2014,22,,,34,,,2.11,89,3388,21.06,,57.3,65.2,49.5
US1CAFR0005,TOLLHOUSE 6.2 SSE,2014,,,,,,,1.61,,,16.41,,,,
US1CAFR0008,HELM 2.7 NNE,2014,,,,,,,1.30,,,7.19,,,,
US1CAFR0007,FRESNO 4.3 NNW,2014,,,,,,,1.24,,,8.42,,,,
US1CAFR0002,CLOVIS 2.9 N,2014,,,,,,,1.18,,,10.23,,,,
US1CAFR0003,TOLLHOUSE 2.0 SSE,2014,,,,,,,1.58,,,16.49,,,,
USS0019L19S,Ebbetts Pass,2014,2,178,,-2,64,,3.10,78,7860,43.27,,44.1,52.8,35.4
USC00040212,ANGWIN PAC UNION COL,2014,643,,,29,,,5.90,95,2603,43.98,,59.8,71.3,48.3
USC00049026,TRINITY RIVER HATCHERY,2014,,0,0,19,0,0.0,2.30,,,32.24,0.0,,,43.7
USC00040693,BERKELEY,2014,247,,,37,,,4.10,95,2202,29.88,,60.7,70.3,51.0
USR0000CCMO,CASE MOUNTAIN CALIFORNIA,2014,615,,,16,,,,90,,,,56.3,65.5,47.1
USR0000CCLE,CLEAR CREEK CALIFORNIA,2014,1660,,,28,,,,95,1838,,,64.6,72.4,56.7
USW00023152,BURBANK GLENDALE PASADENA AIRPORT,2014,1901,0,0,36,0,0.0,3.00,105,692,9.45,0.0,68.3,79.6,57.0
USW00023155,BAKERSFIELD AIRPORT,2014,2929,0,0,33,0,0.0,1.12,110,1546,4.03,0.0,69.4,81.7,57.1
USC00049040,TRUCKEE TAHOE AIRPORT DISTRICT,2014,120,22,8,-1,5,4.0,3.40,99,7827,18.20,15.0,46.6,64.7,28.5
USW00023157,BISHOP AIRPORT,2014,1350,0,0,6,0,0.1,0.95,107,3731,3.24,0.1,59.5,78.5,40.5
USW00023158,BLYTHE AIRPORT,2014,,0,0,,0,0.0,0.39,,715,1.61,0.0,,,
USC00041312,CALISTOGA,2014,958,,,25,,,5.42,105,2485,33.72,,61.9,75.2,48.5
USC00042402,DE SABLA,2014,1161,,,26,,,6.38,102,,67.05,,60.1,72.9,47.4
USC00045915,MOUNT DIABLO JUNCTION,2014,987,,,29,,,3.65,95,2468,26.98,,60.9,69.4,52.5
USC00041316,CALLAHAN,2014,315,,,9,,,2.18,100,5725,20.65,,51.6,68.6,34.7
USR0000CCLV,CALAVERAS ROAD CALIFORNIA,2014,731,,,35,,,,98,2345,,,61.4,70.0,52.7
USR0000CCLK,CLARK CALIFORNIA,2014,1812,,,32,,,,108,1215,,,66.9,79.8,54.0
USC00049035,TRONA,2014,,0,0,,0,0.0,1.00,113,,2.62,0.0,,84.1,
USC00049053,TULELAKE,2014,306,,,2,,,0.54,97,6575,11.02,,50.0,66.1,34.0
USS0020H13S,Adin Mtn,2014,31,109,,7,14,,1.90,88,7981,30.54,,44.7,56.7,32.8
USC00049298,VERDI 2 W,2014,427,7,7,5,5,5.0,2.56,100,5622,18.11,13.0,51.7,64.2,39.3
USW00093230,SOUTH LAKE TAHOE AIRPORT,2014,91,,,5,,,1.97,92,6686,20.39,,48.3,63.4,33.2
USR0000CAGD,ARROYO GRANDE CALIFORNIA,2014,1011,,,29,,,,105,1523,,,63.9,79.2,48.5
USR0000CRIC,RICE VALLEY CALIFORNIA,2014,4419,,,25,,,,117,934,,,74.9,89.9,59.8
USC00043747,HANFORD 1 S,2014,2452,,,24,,,1.07,107,,5.80,,66.8,80.5,53.1
USR0000CGSP,GREEN SPRING CALIFORNIA,2014,1996,,,30,,,,106,2103,,,65.1,76.6,53.6
USW00093225,SACRAMENTO METROPOLITAN AIRPORT,2014,1515,,,25,,,2.53,106,2289,16.59,,63.7,77.5,49.9
USW00093227,NAPA CO AIRPORT,2014,244,0,0,24,0,0.0,3.17,98,2999,20.96,0.0,58.7,71.4,46.0
USW00093228,HAYWARD AIR TERMINAL,2014,541,0,0,36,0,0.0,3.28,94,,14.50,0.0,61.0,70.0,52.1
USC00040232,ANTIOCH PUMP PLANT 3,2014,1464,,,35,,,2.81,103,1804,16.32,,64.7,76.0,53.4
USW00003104,DESERT RESORTS REGIONAL AIRPORT,2014,4199,0,0,23,0,0.0,0.29,119,851,0.68,0.0,74.4,91.1,57.6
USC00049063,TUOLUMNE MEADOWS RANGER STATION,2014,1,,,-10,,,1.62,82,,18.72,,39.9,54.9,24.9
US1CAKG0004,HANFORD 3.6 N,2014,,,,,,,1.09,,,7.59,,,,
US1CAKG0001,LEMOORE 0.9 ESE,2014,,,,,,,1.12,,,6.48,,,,
US1CAVT0012,CAMARILLO 2.4 W,2014,,,,,,,2.10,,,10.13,,,,
USW00003102,ONTARIO INTERNATIONAL AIRPORT,2014,2335,0,0,32,0,0.0,1.57,108,879,9.38,0.0,69.2,81.9,56.5
USC00045933,MOUNT HAMILTON,2014,882,,,23,,,3.53,91,3535,26.36,,57.7,63.9,51.4
US1CAKG0005,HANFORD 1.7 WNW,2014,,,,,,,1.29,,,6.14,,,,
USW00023188,SAN DIEGO INTERNATIONAL AIRPORT,2014,1447,0,0,43,0,0.0,1.84,97,593,7.79,0.0,67.5,73.9,61.2
USW00023187,SANDBERG,2014,1641,,,22,,,2.46,99,2566,8.67,,62.7,72.2,53.2
USW00023182,PALMDALE AIRPORT,2014,2178,0,,24,0,,1.25,107,2376,5.78,,65.2,79.5,50.9
USW00003131,SAN DIEGO MONTGOMERY FIELD,2014,1475,0,,36,0,,1.08,103,1024,6.23,,66.7,75.9,57.5
US1CAVT0002,FRAZIER PARK 10.7 WSW,2014,,,,,,,1.81,,,9.73,,,,
US1CAVT0001,THOUSAND OAKS 2.1 WSW,2014,,,,,,,2.24,,,11.51,,,,
USW00004222,REDDING 12 WNW,2014,1776,,,25,,,5.88,110,2582,47.11,,62.7,75.7,49.7
US1CAMR0018,FAIRFAX 0.6 SSE,2014,,,,,,,3.82,,,45.92,,,,
USC00040010,ACAMPO 5 NE,2014,,,,,,,2.53,,,16.02,,,,
USW00093245,BODEGA 6 WSW,2014,9,,,37,,,3.84,79,4062,47.28,,55.9,61.5,50.3
USR0000CELC,EL CARISO CALIFORNIA,2014,2178,,,29,,,,105,1336,,,67.5,79.2,55.8
USW00024286,CRESCENT CITY MCNAMARA AIRPORT,2014,0,0,,32,0,,2.84,78,4765,49.05,,53.9,59.8,47.9
USW00024283,ARCATA EUREKA AIRPORT,2014,7,0,,30,0,,2.78,82,4610,46.59,,54.4,61.9,46.9
USW00093241,VACAVILLE NUT TREE AIRPORT,2014,1397,0,,27,0,,2.95,109,2282,22.83,,63.6,77.6,49.6
USW00093242,MADERA MUNICIPAL AIRPORT,2014,1975,0,0,26,0,0.0,1.32,107,2185,7.35,0.0,65.4,80.1,50.7
USW00093243,MERCED 23 WSW,2014,1216,,,23,,,2.02,106,2685,10.71,,62.0,78.9,45.0
USR0000CCHB,CHEESEBORO CALIFORNIA,2014,2241,,,37,,,,106,933,,,68.6,79.7,57.5
USR0000CPAN,PANAMINT CALIFORNIA,2014,856,,,13,,,,96,4189,,,56.6,68.2,45.0
USR0000CACT,ACTON CALIFORNIA,2014,1524,,,26,,,,108,1976,,,64.1,79.7,48.6
USR0000CTIM,TIMBER MOUNTAIN CALIFORNIA,2014,682,,,10,,,,97,5564,,,52.3,62.8,41.8
USW00003122,TORRANCE AIRPORT,2014,1061,,,37,,,1.55,100,976,8.41,,65.6,74.7,56.4
USR0000CVND,VANDENBERG CALIFORNIA,2014,310,,,34,,,,99,2235,,,60.8,69.7,51.9
USC00044863,LEBEC,2014,,,,,,,1.50,99,,10.51,,,70.3,
USR0000CCHU,CHUCHUPATE CALIFORNIA,2014,200,,,8,,,,96,5298,,,52.1,69.9,34.2
USR0000CCHI,CHILAO CALIFORNIA,2014,1116,,,19,,,,95,2700,,,60.9,69.6,52.1
USC00040029,ADIN RANGER STATION,2014,,1,2,,1,3.0,1.21,,,15.26,6.7,,,
USR0000CPAT,PATTY MOCUS CALIFORNIA,2014,1433,,,25,,,,102,3172,,,59.7,70.4,49.0
USR0000CELI,MOUNT ELIZABETH CALIFORNIA,2014,,,,,,,,,3321,,,,,
USW00023191,AVALON CATALINA AIRPORT,2014,,,,,,,1.33,,1589,6.63,,,,
USR0000CPAR,PARKFIELD CALIFORNIA,2014,1303,,,24,,,,107,2437,,,62.5,79.5,45.5
USW00023190,SANTA BARBARA MUNICIPAL AIRPORT,2014,499,0,0,33,0,0.0,2.14,99,1737,11.52,0.0,62.6,73.1,52.1
USR0000CELM,EL MIRAGE CALIFORNIA,2014,3728,,,33,,,,115,637,,,73.3,89.2,57.4
USW00003159,LANCASTER WM J FOX FIELD,2014,2009,0,,19,0,,1.67,106,2780,5.28,,63.9,79.1,48.7
USR0000CBUL,BULL FLAT CALIFORNIA,2014,472,,,8,,,,102,6061,,,51.1,66.8,35.5
USR0000CBUR,BURNS CANYON CALIFORNIA,2014,1117,,,12,,,,94,3338,,,59.9,69.1,50.7
USC00047470,RIVERSIDE FIRE STATION 3,2014,2357,,,34,,,1.05,108,841,7.22,,69.4,83.7,55.1
USS0019L24S,Heavenly Valley,2014,0,164,,2,50,,2.40,77,8347,29.46,,42.7,52.7,32.8
USC00049888,YUCCA VALLEY,2014,2126,1,1,24,2,2.0,1.10,104,2160,3.22,2.0,65.5,78.7,52.3
USR0000CBUU,BUTTERCUP CALIFORNIA,2014,,,,,,,,,408,,,,,
USC00049884,YUCCA MESA,2014,2435,0,0,27,0,0.5,1.52,106,1799,3.24,0.5,67.3,79.1,55.5
USC00046136,NEVADA CITY,2014,1035,1,1,24,2,2.0,5.62,99,3367,58.34,2.0,58.6,69.3,48.0
USR0000CKET,KETTLEMAN HILLS CALIFORNIA,2014,3038,,,32,,,,107,1292,,,70.0,80.0,60.1
USR0000CSVA,SPRING VALLEY CALIFORNIA,2014,233,,,38,,,,94,3188,,,58.1,66.0,50.2
USR0000CMIO,MILO CALIFORNIA,2014,2614,,,31,,,,105,1658,,,67.8,76.9,58.7
USS0020L02S,Rubicon NUMBER 2,2014,53,161,,8,45,,2.50,83,6915,30.95,,46.8,54.5,39.1
USW00003144,IMPERIAL CO AIRPORT,2014,4462,0,0,31,0,0.0,1.46,117,640,2.04,0.0,75.6,90.3,60.8
USC00046144,NEWARK,2014,567,,,35,,,3.64,93,1973,16.56,,62.1,70.8,53.4
USC00046386,OCOTILLO WELLS 2 W,2014,5084,,,36,,,0.33,116,434,1.31,,77.9,88.9,66.8
USC00046161,NEWHALL 5 NW,2014,,,,,,,,,1093,,,,,
USW00003177,CARLSBAD MCCLELLAN PALOMAR AIRPORT,2014,,0,0,38,0,0.0,1.49,,,7.61,0.0,,,58.3
USW00003179,CHINO AIRPORT,2014,1807,0,0,31,0,0.0,1.58,109,1152,6.84,0.0,67.2,82.5,51.9
USW00003178,SAN DIEGO BROWN FIELD,2014,1162,0,0,35,0,0.0,0.89,101,1119,5.79,0.0,65.6,75.7,55.3
USR0000CKEE,KEENWILD CALIFORNIA,2014,1017,,,20,,,,99,2681,,,60.7,73.1,48.3
USR0000CMIL,MILL CREEK ANF CALIFORNIA,2014,1068,,,20,,,,94,2869,,,60.3,68.6,52.1
US1CAPC0001,SODA SPRINGS 1.5 SSW,2014,,196,52,,66,24.0,5.23,,,76.08,275.1,,,
USC00041700,CHESTER,2014,265,2,8,16,2,3.0,3.45,99,6023,34.49,12.2,50.3,65.0,35.6
USW00003171,RIVERSIDE MUNICIPAL AIRPORT,2014,2293,0,0,33,0,0.0,1.07,108,841,5.34,0.0,69.1,82.3,55.9
USR0000CSUF,SUGARLOAF SHF CALIFORNIA,2014,1507,,,24,,,,104,,,,59.4,68.7,50.1
USC00045064,LOMPOC,2014,394,,,32,,,2.23,97,1827,11.06,,62.2,72.6,51.8
USC00046154,NEW CUYAMA FIRE STATION,2014,1484,,,21,,,0.87,104,2703,4.27,,62.4,80.3,44.4
USR0000CMID,MID HILLS CALIFORNIA,2014,1109,,,17,,,,95,3333,,,59.3,69.2,49.4
USC00047248,RANCHO BERNARDO,2014,1486,,,32,,,1.11,103,972,8.81,,66.7,76.8,56.6
USC00046399,OJAI,2014,,,,,,,3.16,,1742,14.56,,,,
US1CAPC0007,ROSEVILLE 4.7 WNW,2014,,,,,,,3.40,,,19.13,,,,
USR0000CBRI,BRIONES CALIFORNIA,2014,798,,,36,,,,101,2361,,,61.1,70.7,51.5
USR0000CDVR,DEVORE CALIFORNIA,2014,2011,,,34,,,,103,1244,,,67.2,77.7,56.8
USR0000CSTA,STAMPEDE CALIFORNIA,2014,147,,,7,,,,96,6455,,,48.5,63.4,33.6
USC00046174,NEW MELONES DAM HQ,2014,,,,,,,,,1996,,,,,
USC00048351,SONOMA,2014,,,,,,,3.75,,,30.69,,,,
USR0000CBRO,BROOKS CALIFORNIA,2014,2078,,,31,,,,109,1778,,,66.1,79.8,52.5
USS0019L45S,Carson Pass,2014,0,189,,2,65,,2.60,78,8085,35.19,,43.3,52.9,33.7
USR0000COKO,OAK OPENING CALIFORNIA,2014,1971,,,21,,,,105,2364,,,64.0,76.4,51.6
USC00042805,ELSINORE,2014,2342,,,32,,,1.03,109,999,8.15,,68.9,83.6,54.3
USR0000COKN,OAKLAND NORTH CALIFORNIA,2014,354,,,37,,,,93,2905,,,58.5,65.9,51.2
USW00003164,CAMPO ASOS,2014,865,0,,20,0,,1.18,105,2716,8.67,,60.5,77.6,43.4
USR0000CBRA,BRANCH MOUNTAIN CALIFORNIA,2014,1545,,,21,,,,97,2524,,,62.2,71.7,52.7
USW00003166,FULLERTON MUNICIPAL AIRPORT,2014,2055,0,0,38,0,0.0,1.30,104,622,7.41,0.0,69.1,79.9,58.4
USR0000COKS,OAKLAND SOUTH CALIFORNIA,2014,372,,,36,,,,98,2775,,,59.2,67.2,51.2
USR0000CBRF,BEAR FLAT CALIFORNIA,2014,,,,,,,,,6720,,,,,
USW00003167,HAWTHORNE MUNICIPAL AIRPORT,2014,1420,0,0,41,0,0.0,1.58,99,719,7.85,0.0,67.3,74.9,59.6
USR0000CSTO,STONYFORD CALIFORNIA,2014,1736,,,23,,,,109,2463,,,63.3,78.2,48.4
USC00048587,STONY GORGE RESERVOIR,2014,1635,,,23,,,2.60,110,2603,24.18,,62.7,78.1,47.2
USC00047253,RANDSBURG,2014,,,,,,,,,2322,,,,,
USC00046168,NEWMAN,2014,2302,,,30,,,1.70,113,1476,12.28,,68.1,84.4,51.7
US1CAAL0003,CASTRO VALLEY 0.4 NNE,2014,,,,,,,4.60,,,25.15,,,,
USC00049452,WASCO,2014,,,,,,,0.95,111,1539,4.86,,,83.3,
USC00041967,CONCORD WASTEWATER PLANT,2014,1245,,,32,,,1.85,100,1716,19.39,,64.4,76.0,52.9
USR0000CSRS,SANTA ROSA CALIFORNIA,2014,484,,,36,,,,96,2117,,,61.1,71.5,50.7
US1CAST0004,HOLLISTER 5.4 NNE,2014,,,,,,,3.15,,,13.66,,,,
US1CAST0005,HOLLISTER 2.1 ESE,2014,,,,,,,3.76,,,13.28,,,,
