STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00041277,CALAVERAS BIG TREES,38.2769,-120.3113,1431.0,2005,,,24,,,14.5,,90,5968,,100.8,,58.9,
USC00047933,SANTA MARGARITA BOOST,35.3741,-120.6375,349.9,2005,,0,0,,0,0.0,3.55,,,34.84,0.0,,,
USC00041159,BUCKS CREEK,39.9372,-121.3147,576.4,2005,,,,,,,6.04,,,77.40,,,,
USC00043578,GRATON,38.4305,-122.8647,61.0,2005,165,0,0,26,0,0.0,4.48,102,2900,55.05,0.0,57.5,72.1,43.0
USC00046602,PACOIMA DAM FC33A E,34.3294,-118.4005,472.4,2005,,0,0,,0,0.0,3.55,,,32.10,0.0,,,
USC00043452,GLENDORA FC 287B,34.1472,-117.8472,284.4,2005,,0,0,,0,0.0,,,,,0.0,,,
USC00043573,GRASS VALLEY NUMBER 2,39.2041,-121.068,731.5,2005,731,,,26,,,7.02,100,4135,69.76,,56.1,68.0,44.2
USR0000CLVR,LIVERMORE CALIFORNIA,37.7119,-121.8136,243.8,2005,,,,,,,,105,,,,,72.2,
USR0000CHNM,HUNTER MOUNTAIN CALIFORNIA,36.5625,-117.4736,2097.0,2005,468,,,13,,,,96,5996,,,50.6,61.7,39.5
USR0000CRAV,RAVENDALE CALIFORNIA,40.7308,-120.3164,1614.8,2005,329,,,-7,,,,96,7097,,,46.8,60.4,33.3
USC00044422,JUNCAL DAM,34.4908,-119.5069,688.8,2005,,0,0,,0,0.0,,,,,0.0,,,
USR0000CCDG,CEDAR GROVE CALIFORNIA,36.7878,-118.6561,1438.7,2005,468,,,12,,,,99,5075,,,52.9,69.3,36.5
USR0000CSBB,SANTA BARBARA ISLAND CALIFORNI,33.4833,-119.0333,53.6,2005,134,,,47,,,,90,1727,,,60.0,64.0,56.0
USW00024216,RED BLUFF MUNICIPAL AIRPORT,40.1519,-122.2536,107.6,2005,1648,,,28,,,2.77,113,2669,28.76,,62.5,75.0,50.0
USW00023129,LONG BEACH DAUGHERTY FIELD,33.8116,-118.1463,9.4,2005,877,,,39,,,2.49,99,1309,21.55,,64.3,73.0,55.6
USW00023244,MOFFETT FEDERAL AIRFIELD,37.40583,-122.04806,11.9,2005,307,,,32,,,1.34,94,2312,16.95,,60.0,69.2,50.9
USW00024215,MOUNT SHASTA,41.3325,-122.33278,1077.5,2005,260,,,15,,,2.48,95,5746,48.15,,49.9,62.5,37.3
USW00024213,EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND,40.8097,-124.1602,6.1,2005,1,0,0,31,0,0.0,1.93,74,4016,50.11,0.0,53.4,59.8,47.0
USC00041288,CALEXICO,32.6881,-115.4644,3.7,2005,,0,0,,0,0.0,1.60,,,5.21,0.0,,,
USC00044555,KING CITY,36.2069,-121.1377,97.5,2005,,0,0,27,0,0.0,0.98,,,12.94,0.0,,,46.2
USC00041048,BRAWLEY,32.9544,-115.5581,-30.5,2005,,,,,,,,,887,,,,,
USR0000CFIS,FISH CREEK MOUNTAIN CALIFORNIA,32.9903,-116.0669,231.6,2005,5042,,,46,,,,121,,,,77.6,86.8,68.4
USC00048917,THREE RIVER EDISON PH 1,36.465,-118.8619,347.5,2005,,0,0,,0,0.0,1.92,,,24.54,0.0,,,
USC00040192,ANAHEIM,33.8647,-117.8425,102.1,2005,,,,,,,,,797,,,,,
USR0000CFIG,FIGUEROA CALIFORNIA,34.7331,-120.0067,975.4,2005,1346,,,34,,,,99,2808,,,62.1,71.0,53.2
USR0000CBAC,BACKBONE CALIFORNIA,40.8892,-123.1422,1432.6,2005,754,,,23,,,,100,4977,,,53.1,63.3,43.0
USC00043463,GLENNVILLE,35.7269,-118.7006,957.1,2005,,0,0,19,0,0.5,1.97,,,24.46,0.5,,,39.3
USC00045400,MATHER,37.885,-119.8561,1374.6,2005,,56,18,,20,6.4,,,,,57.2,,,
USC00046610,PAICINES 4 W,36.715,-121.34917,275.8,2005,,0,0,,0,0.0,,,,,0.0,,,
USC00047821,SAN JOSE,37.3497,-121.9033,20.4,2005,520,0,0,32,0,0.0,1.69,97,,22.81,0.0,61.2,70.4,51.9
USC00042012,CORCORAN IRRIGATION DIST.,36.0975,-119.5817,61.0,2005,1833,0,0,26,0,0.0,0.63,106,2363,7.59,0.0,64.6,77.8,51.3
USC00046730,PASO ROBLES,35.6277,-120.6855,222.5,2005,,,,,,,1.33,,,17.47,,,,
USW00023130,VAN NUYS AIRPORT,34.20972,-118.48917,234.7,2005,1339,,,38,,,2.81,103,1525,22.79,,65.1,76.3,53.8
USW00023254,CONCORD BUCHANAN FIELD,37.9917,-122.055,5.5,2005,825,,,32,,,2.24,104,2531,15.72,,61.0,72.3,49.7
USR0000CHLD,HOPLAND CALIFORNIA,39.0308,-123.0806,817.5,2005,983,,,32,,,,98,3713,,,57.6,66.3,49.0
USR0000CIND,INDIAN WELL CALIFORNIA,41.7417,-121.5383,1453.9,2005,476,,,13,,,,99,6012,,,49.7,61.9,37.5
USR0000CCAR,CARRIZO CALIFORNIA,35.0964,-119.7728,759.0,2005,1597,,,32,,,,105,2771,,,62.7,73.3,52.1
USW00023259,MONTEREY PENINSUL AIRPORT,36.58806,-121.84528,50.3,2005,14,,,34,,,1.34,83,2954,13.19,,56.8,64.3,49.4
USR0000CCAT,CATHEYS VALLEY CALIFORNIA,37.4681,-120.1106,365.8,2005,1768,,,32,,,,106,2861,,,63.2,74.3,52.1
USR0000CSAD,SADDLEBACK BUTTE CALIFORNIA,34.6847,-117.8208,789.4,2005,1486,,,15,,,,111,3212,,,60.9,78.0,43.7
USW00023258,MODESTO CITY CO AIRPORT,37.6241,-120.9505,22.3,2005,1496,,,30,,,1.10,107,2565,14.17,,63.0,74.9,51.0
USR0000CCAS,CASE SPRINGS CALIFORNIA,33.445,-117.4181,707.1,2005,1260,,,36,,,,96,2385,,,62.6,70.7,54.5
USR0000CSAC,SACRAMENTO NWR CALIFORNIA,39.4172,-122.1825,36.6,2005,1440,,,31,,,,107,2424,,,62.8,74.5,51.0
USW00023136,CAMARILLO AIRPORT,34.21667,-119.08333,23.5,2005,328,,,34,,,3.39,100,1713,22.94,,61.3,70.9,51.7
USW00023257,MERCED MUNICIPAL AIRPORT,37.28472,-120.51278,46.3,2005,1434,,,28,,,1.24,107,2761,13.04,,62.2,75.1,49.2
USC00043357,GASQUET RANGER STATION,41.8452,-123.9647,118.0,2005,,0,0,,0,0.0,4.31,,,97.63,0.0,,,
USC00047836,SAN JUAN CANYON,33.5319,-117.5525,114.3,2005,,0,0,,0,0.0,,,1499,,0.0,,,
USC00047957,SANTA PAULA,34.3119,-119.13306,72.2,2005,,,0,,,0.0,,,,,0.0,,,
USC00042147,CRESCENT CITY,41.7958,-124.2147,13.1,2005,1,0,0,28,0,0.0,2.86,81,4286,79.00,0.0,52.7,59.9,45.4
USR0000CFHL,FORT HUNTER LIGGET CALIFORNIA,36.0117,-121.2417,335.3,2005,1007,,,27,,,,111,2896,,,60.7,77.8,43.5
USC00046624,PALMDALE,34.5883,-118.0938,796.1,2005,1680,0,0,25,0,0.0,1.64,109,2722,14.55,0.0,62.8,76.6,49.0
USR0000CSAW,SAWYERS BAR CALIFORNIA,41.3003,-123.1322,668.1,2005,870,,,24,,,,107,4311,,,55.5,69.9,41.0
USC00046508,ORLEANS,41.3088,-123.5316,122.8,2005,785,0,0,27,0,0.0,4.09,101,3434,71.27,0.0,57.6,69.0,46.1
USC00046506,ORLAND,39.7458,-122.1997,77.4,2005,1467,0,0,29,0,0.0,2.20,105,2477,29.25,0.0,62.7,74.9,50.6
USR0000CHLR,HOLLISTER CALIFORNIA,36.8422,-121.3622,123.1,2005,408,,,31,,,,104,2484,,,60.0,73.6,46.4
USR0000CLTU,LITTLE TUJUNGA CALIFORNIA,34.2936,-118.3608,423.7,2005,1091,,,37,,,,101,2012,,,63.2,75.4,51.0
USC00045890,MOUNTAIN PASS,35.47028,-115.54361,1441.7,2005,,2,1,,2,1.5,1.34,,4306,12.56,2.0,,,
USC00045532,MERCED,37.2888,-120.5158,46.9,2005,1618,0,0,23,0,0.0,0.95,108,2542,15.53,0.0,63.5,77.3,49.7
USC00044683,LAKEHEAD,40.8988,-122.3913,426.1,2005,,0,1,,0,4.0,4.71,,,82.74,4.0,,,
USR0000CSAU,SAUGUS CALIFORNIA,34.425,-118.525,442.0,2005,1494,,,35,,,,107,1902,,,64.7,76.5,52.8
USR0000CLSF,LAS FLORES CALIFORNIA,33.2889,-117.4389,30.5,2005,453,,,37,,,,98,1268,,,63.0,72.4,53.5
USR0000CMTZ,MOUNT ZION CALIFORNIA,38.3894,-120.6511,902.2,2005,1857,,,33,,,,105,2608,,,63.6,75.1,52.1
USR0000CWHH,WHITTIER HILLS CALIFORNIA,33.9839,-118.01,289.6,2005,1302,,,42,,,,101,1249,,,65.6,76.5,54.8
USW00023225,BLUE CANYON AIRPORT,39.2774,-120.7102,1608.1,2005,439,,,23,,,5.80,87,5857,87.80,,50.8,56.9,44.6
USR0000CEEL,EEL RIVER CALIFORNIA,39.8333,-123.0833,457.2,2005,1000,,,24,,,,111,3468,,,58.3,74.2,42.4
USC00043004,FELTON,37.05056,-122.075,121.9,2005,163,0,0,23,0,0.0,5.92,102,2787,64.79,0.0,57.8,73.4,42.3
USC00047846,SAN LUIS DAM,37.05333,-121.05778,84.4,2005,1541,0,0,34,0,0.0,1.34,108,2287,12.04,0.0,64.0,75.2,52.9
USC00046635,PALM SPRINGS,33.8275,-116.5097,129.5,2005,,0,0,,0,0.0,1.26,,,9.33,0.0,,,
USC00047965,SANTA ROSA,38.438,-122.6977,53.0,2005,220,0,0,28,0,0.0,4.15,97,,43.31,0.0,58.1,70.6,45.7
USR0000CCAN,CANBY CALIFORNIA,41.4342,-120.8678,1314.3,2005,327,,,-9,,,,100,6338,,,48.7,64.6,32.8
USR0000CCAM,CAMERON FIRE STATION CALIFORNI,32.7214,-116.4631,1049.4,2005,708,,,17,,,,105,3688,,,57.8,74.5,41.1
USR0000CCAA,CAHUILLA CALIFORNIA,32.9736,-115.1736,84.7,2005,4762,,,36,,,,119,,,,76.7,90.6,62.9
USR0000CJOH,JOHNSONDALE CALIFORNIA,35.9717,-118.545,1432.6,2005,319,,,9,,,,102,5346,,,52.1,69.8,34.4
USR0000CWHT,WHITMORE CALIFORNIA,40.6194,-121.8994,736.7,2005,1390,,,27,,,,109,3370,,,59.9,72.2,47.6
USC00044211,IDYLLWILD FIRE DEPARTMENT,33.7572,-116.7066,1639.8,2005,,5,4,,6,3.3,3.11,,,25.95,8.7,,,
USC00043244,FREMONT,37.5422,-122.0158,11.6,2005,323,0,0,33,0,0.0,1.31,96,2212,18.78,0.0,60.2,70.0,50.4
USW00023230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT,37.72139,-122.22083,1.8,2005,41,,,32,,,1.93,92,2679,27.43,,57.8,65.8,49.8
USW00023232,SACRAMENTO EXECUTIVE AIRPORT,38.5069,-121.495,4.6,2005,1142,,,28,,,2.12,105,2695,22.17,,61.4,73.6,49.2
USW00023110,LEMOORE REEVES NAS,36.33333,-119.95,70.7,2005,,0,0,,0,0.0,1.15,,2468,9.88,0.0,,,
USR0000CTAL,TALEGA CALIFORNIA,33.4781,-117.4858,366.7,2005,1247,,,42,,,,101,1338,,,65.3,75.8,54.8
USW00023237,STOCKTON METROPOLITAN AIRPORT,37.8891,-121.2258,7.9,2005,1439,,,26,,,1.09,108,2519,15.74,,63.0,76.2,49.7
USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT,37.6197,-122.3647,2.4,2005,61,,,38,,,1.91,89,2371,27.00,,58.6,65.8,51.5
USW00023233,SALINAS MUNICIPAL AIRPORT,36.6636,-121.6081,22.6,2005,38,,,31,,,1.50,92,2627,16.57,,58.1,67.5,48.7
USC00046646,PALO ALTO,37.4436,-122.1402,7.6,2005,,0,0,31,0,0.0,1.57,94,2477,18.33,0.0,58.5,69.2,47.8
USC00048829,TEHACHAPI 4 SE,35.1011,-118.4222,1286.3,2005,572,,,19,,,1.95,97,,17.93,,55.0,67.4,42.5
USR0000CGHP,GRASSHOPPER CALIFORNIA,40.7817,-120.7844,1877.0,2005,137,,,5,,,,93,7822,,,44.3,57.1,31.5
USC00041072,BRIDGEPORT,38.2575,-119.2286,1972.1,2005,99,,,-18,,,,93,8046,,,42.8,60.2,25.3
USC00043491,GOLD RUN 2 SW,39.165,-120.8566,1011.9,2005,,,,,,,7.16,,,81.16,,,,
USC00041194,BURBANK VALLEY PUMP,34.1866,-118.348,199.6,2005,1049,0,0,35,0,0.0,3.40,98,1429,32.42,0.0,64.5,77.2,51.7
USC00045790,MONTEBELLO,34.0191,-118.1052,75.0,2005,,0,0,,0,0.0,,,,,0.0,,,
USR0000CTAN,TANBARK CALIFORNIA,34.2069,-117.7606,792.5,2005,1338,,,33,,,,103,2598,,,62.4,72.9,52.0
USC00043256,FRESNO 5 NE,36.7672,-119.7092,103.0,2005,,0,0,,0,0.0,1.33,,,11.87,0.0,,,
USC00047731,SAN CLEMENTE DAM,36.4375,-121.7092,182.9,2005,,0,0,,0,0.0,2.50,,,27.03,0.0,,,
USC00043134,FORESTHILL RANGER STATION,39.01,-120.8455,919.0,2005,,0,0,,0,0.0,8.24,,,84.50,0.0,,,
USC00044223,IMPERIAL,32.8488,-115.5666,-19.5,2005,3794,0,0,34,0,0.0,0.75,119,858,3.84,0.0,73.8,88.4,59.3
USC00045795,MONTEREY,36.5902,-121.9102,117.3,2005,25,0,0,35,0,0.0,2.19,83,3177,24.83,0.0,56.4,63.6,49.1
USR0000CTAR,TARGET RANGE CALIFORNIA,33.3722,-117.3589,279.8,2005,886,,,42,,,,104,,,,63.8,72.7,54.8
USR0000CCOH,COHASSET CALIFORNIA,39.8717,-121.7689,528.2,2005,1808,,,28,,,,107,2623,,,63.2,72.7,53.8
USW00023285,LIVERMORE MUNICIPAL AIRPORT,37.6927,-121.8144,119.8,2005,752,,,27,,,2.07,104,2905,18.53,,59.7,72.0,47.5
USR0000CCOL,COLLINS BALDY CALIFORNIA,41.775,-122.9503,1674.3,2005,351,,,18,,,,89,6554,,,47.9,56.0,39.8
USC00049490,WEAVERVILLE,40.7367,-122.9404,627.3,2005,657,17,4,24,7,6.5,2.64,106,4284,53.17,15.0,54.6,69.7,39.5
USC00047195,QUINCY,39.9366,-120.9475,1042.4,2005,378,,12,18,,12.0,4.45,101,5356,56.98,40.8,51.7,66.3,37.1
USC00048163,SHELTER COVE AVIATION,40.03306,-124.07278,75.0,2005,,0,0,37,0,0.0,3.02,,,69.88,0.0,,,49.2
USW00023161,DAGGETT AIRPORT,34.8536,-116.7858,584.3,2005,2833,0,0,28,0,0.0,0.61,117,2238,5.63,0.0,67.4,81.2,53.6
USR0000CPHI,PINE HILLS CALIFORNIA,33.0164,-116.6339,0.0,2005,894,,,28,,,,100,3504,,,58.8,70.3,47.3
USR0000CSNL,SAN LUIS NWR CALIFORNIA,37.1822,-120.7939,19.8,2005,,,,,,,,,2662,,,,,
USR0000CSNR,SANTA RITA CALIFORNIA,36.3478,-120.5978,1524.0,2005,752,,,26,,,,94,4686,,,54.9,62.7,47.1
USW00024259,MONTAGUE SISKIYOU AIRPORT,41.78139,-122.46806,808.0,2005,557,,,12,,,2.14,103,5418,17.91,,51.1,65.8,36.4
USR0000CCOA,CORONA CALIFORNIA,33.8744,-117.5492,195.1,2005,1608,,,36,,,,105,1195,,,66.7,79.2,54.2
USW00024257,REDDING MUNICIPAL AIRPORT,40.5175,-122.2986,151.5,2005,1716,,,24,,,2.24,112,2658,39.31,,62.6,75.4,49.8
USR0000CCP9,CAMP 9 CALIFORNIA,34.3617,-118.4217,1219.2,2005,1026,,,32,,,,102,3600,,,58.9,67.3,50.5
USR0000CMCB,MILL CREEK BDF CALIFORNIA,34.0836,-117.0347,899.2,2005,1555,,,32,,,,109,2334,,,63.7,76.0,51.3
USR0000CPIE,PIERCE CALIFORNIA,40.2461,-120.6422,1737.4,2005,315,,,13,,,,95,6321,,,48.8,61.9,35.8
USC00040673,BEN LOMOND NUMBER 4,37.0855,-122.0797,128.0,2005,250,0,0,27,0,0.0,8.43,102,2627,68.62,0.0,58.8,73.2,44.4
USR0000CCOU,CO LINE CALIFORNIA,39.0189,-122.4119,635.5,2005,1616,,,30,,,,110,3035,,,61.5,73.3,49.7
USR0000CSOL,SOLDIER MOUNTAIN CALIFORNIA,40.9258,-121.5856,1130.8,2005,756,,,18,,,,101,,,,53.9,65.7,42.0
USR0000CPIH,PINEHURST CALIFORNIA,36.6853,-119.0,1237.5,2005,1144,,,27,,,,102,4037,,,58.0,69.4,46.6
USR0000CWWO,WHITE WOLF CALIFORNIA,37.8511,-119.65,2446.0,2005,23,,,7,,,,85,8101,,,43.3,56.6,29.9
USC00040436,BAKER,35.27611,-116.06278,293.2,2005,,,0,,,0.0,1.20,,,8.08,0.0,,,
USC00043824,HAT CREEK,40.9316,-121.5433,919.0,2005,294,,2,8,,7.0,2.64,102,5351,23.64,9.6,49.6,67.4,31.7
USR0000CLAB,LOS BANOS CALIFORNIA,37.0547,-121.0531,106.7,2005,1586,,,35,,,,106,2329,,,64.0,74.3,53.7
USR0000CCOO,COOSKIE MOUNTAIN CALIFORNIA,40.2569,-124.2661,899.2,2005,551,,,30,,,,99,4779,,,53.7,61.2,46.1
