Good,Moderate,Unhealthy for Sensitive Groups,Unhealthy,Very Unhealthy,AQI 90th Percentile,AQI Median,# Days CO,# Days NO2,# Days O3,# Days SO2,# Days PM2.5,# Days PM10,Area burned percent,Population,Persons under 5 years percent,Persons under 18 years percent,Persons 65 years and over percent,Female persons percent,White alone percent,Black or African American alone percent,American Indian and Alaska Native alone percent,Asian alone percent,Native Hawaiian and Other Pacific Islander alone percent,Two or More Races percent,Hispanic or Latino percent,White alone  not Hispanic or Latino percent,Foreign born persons percent,Persons per household,High school graduate or higher percent of persons age 25 years+,Bachelor's degree or higher percent of persons age 25 years+,Persons  without health insurance  under age 65 years percent,Median household income (in 2015 dollars),Persons in poverty percent,Population per square mile,Land area in square miles,Adult smokers (%),Second-hand smoke (%),Adult obese (%),Unemployment (%),Medicare (%),Medi-Cal (%),Private (%),Other (%),Radon Zone,Population near busy roads (%)
0.991666666667,0.00833333333333,0.0,0.0,0.0,29.0,13.0,0.0,0.0,0.0,0.0,0.741666666667,0.258333333333,0.000465782962529,27254,5.7,21.0,16.3,45.2,78.7,3.5,9.1,3.6,0.2,4.9,19.8,62.8,5.9,2.55,80.0,15.1,12.7,40847,23.3,28.4,1006.37,15.2,11.5,31.4,12.2,9.23,70.0,12.31,8.46,3,8.0
1.0,0.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,0.0,0.0,0.705882352941,0.294117647059,0.0189418404762,27254,5.7,21.0,16.3,45.2,78.7,3.5,9.1,3.6,0.2,4.9,19.8,62.8,5.9,2.55,80.0,15.1,12.7,40847,23.3,28.4,1006.37,15.2,11.5,31.4,12.2,9.23,70.0,12.31,8.46,3,8.0
0.97619047619,0.0238095238095,0.0,0.0,0.0,23.0,13.0,0.0,0.0,0.0,0.0,0.738095238095,0.261904761905,0.00232891481264,27254,5.7,21.0,16.3,45.2,78.7,3.5,9.1,3.6,0.2,4.9,19.8,62.8,5.9,2.55,80.0,15.1,12.7,40847,23.3,28.4,1006.37,15.2,11.5,31.4,12.2,9.23,70.0,12.31,8.46,3,8.0
0.973913043478,0.0260869565217,0.0,0.0,0.0,33.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00217365382513,27254,5.7,21.0,16.3,45.2,78.7,3.5,9.1,3.6,0.2,4.9,19.8,62.8,5.9,2.55,80.0,15.1,12.7,40847,23.3,28.4,1006.37,15.2,11.5,31.4,12.2,9.23,70.0,12.31,8.46,3,8.0
0.929824561404,0.0701754385965,0.0,0.0,0.0,39.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000931565925057,27254,5.7,21.0,16.3,45.2,78.7,3.5,9.1,3.6,0.2,4.9,19.8,62.8,5.9,2.55,80.0,15.1,12.7,40847,23.3,28.4,1006.37,15.2,11.5,31.4,12.2,9.23,70.0,12.31,8.46,3,8.0
0.659154929577,0.225352112676,0.0985915492958,0.0169014084507,0.0,105.0,42.0,0.0,0.0,0.991549295775,0.0,0.00845070422535,0.0,0.00997215846547,184452,4.3,20.6,18.6,49.9,89.6,1.0,1.3,4.2,0.2,3.7,12.8,78.3,9.4,2.69,92.3,32.1,9.3,69584,9.1,106.0,1707.88,11.5,4.2,22.9,11.3,14.59,30.02,38.81,16.58,2,17.6
0.579234972678,0.27868852459,0.125683060109,0.016393442623,0.0,105.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0271718446261,184452,4.3,20.6,18.6,49.9,89.6,1.0,1.3,4.2,0.2,3.7,12.8,78.3,9.4,2.69,92.3,32.1,9.3,69584,9.1,106.0,1707.88,11.5,4.2,22.9,11.3,14.59,30.02,38.81,16.58,2,17.6
0.608219178082,0.328767123288,0.0630136986301,0.0,0.0,90.0,45.0,0.0,0.0,0.991780821918,0.0,0.00821917808219,0.0,0.0536117877134,184452,4.3,20.6,18.6,49.9,89.6,1.0,1.3,4.2,0.2,3.7,12.8,78.3,9.4,2.69,92.3,32.1,9.3,69584,9.1,106.0,1707.88,11.5,4.2,22.9,11.3,14.59,30.02,38.81,16.58,2,17.6
0.61095890411,0.26301369863,0.117808219178,0.00821917808219,0.0,105.0,45.0,0.0,0.0,0.972602739726,0.0,0.00821917808219,0.0191780821918,9.33952107291,184452,4.3,20.6,18.6,49.9,89.6,1.0,1.3,4.2,0.2,3.7,12.8,78.3,9.4,2.69,92.3,32.1,9.3,69584,9.1,106.0,1707.88,11.5,4.2,22.9,11.3,14.59,30.02,38.81,16.58,2,17.6
0.654794520548,0.279452054795,0.0602739726027,0.00547945205479,0.0,93.0,44.0,0.0,0.0,0.956164383562,0.0,0.013698630137,0.0301369863014,0.0343993723212,184452,4.3,20.6,18.6,49.9,89.6,1.0,1.3,4.2,0.2,3.7,12.8,78.3,9.4,2.69,92.3,32.1,9.3,69584,9.1,106.0,1707.88,11.5,4.2,22.9,11.3,14.59,30.02,38.81,16.58,2,17.6
0.186301369863,0.476712328767,0.227397260274,0.109589041096,0.0,152.0,80.0,0.0,0.0,0.509589041096,0.0,0.490410958904,0.0,0.0345649287763,974861,8.2,28.7,11.5,50.1,77.2,5.9,3.0,10.7,0.3,3.0,52.4,30.4,21.4,3.17,73.5,19.4,15.4,45233,25.2,156.2,5957.99,13.9,6.5,30.0,15.1,8.87,69.13,15.51,6.49,2,49.6
0.210382513661,0.42349726776,0.251366120219,0.112021857923,0.00273224043716,151.0,80.0,0.0,0.00273224043716,0.598360655738,0.0,0.398907103825,0.0,0.0150533149602,974861,8.2,28.7,11.5,50.1,77.2,5.9,3.0,10.7,0.3,3.0,52.4,30.4,21.4,3.17,73.5,19.4,15.4,45233,25.2,156.2,5957.99,13.9,6.5,30.0,15.1,8.87,69.13,15.51,6.49,2,49.6
0.145205479452,0.47397260274,0.312328767123,0.0684931506849,0.0,147.0,87.0,0.0,0.0027397260274,0.583561643836,0.0,0.397260273973,0.0164383561644,0.0133486712801,974861,8.2,28.7,11.5,50.1,77.2,5.9,3.0,10.7,0.3,3.0,52.4,30.4,21.4,3.17,73.5,19.4,15.4,45233,25.2,156.2,5957.99,13.9,6.5,30.0,15.1,8.87,69.13,15.51,6.49,2,49.6
0.202739726027,0.457534246575,0.249315068493,0.0904109589041,0.0,148.0,81.0,0.0,0.0,0.627397260274,0.0,0.364383561644,0.00821917808219,0.0063465195477,974861,8.2,28.7,11.5,50.1,77.2,5.9,3.0,10.7,0.3,3.0,52.4,30.4,21.4,3.17,73.5,19.4,15.4,45233,25.2,156.2,5957.99,13.9,6.5,30.0,15.1,8.87,69.13,15.51,6.49,2,49.6
0.164383561644,0.556164383562,0.216438356164,0.0602739726027,0.0027397260274,136.0,80.0,0.0,0.0027397260274,0.621917808219,0.0,0.361643835616,0.013698630137,0.0103065379432,974861,8.2,28.7,11.5,50.1,77.2,5.9,3.0,10.7,0.3,3.0,52.4,30.4,21.4,3.17,73.5,19.4,15.4,45233,25.2,156.2,5957.99,13.9,6.5,30.0,15.1,8.87,69.13,15.51,6.49,2,49.6
0.731506849315,0.26301369863,0.00547945205479,0.0,0.0,62.0,44.0,0.0,0.0,0.605479452055,0.0,0.391780821918,0.0027397260274,0.000237832489821,28017,7.2,26.7,15.1,49.6,89.8,1.2,3.0,3.1,0.2,2.7,41.1,52.2,17.9,2.92,75.0,14.9,18.0,39349,18.5,21.4,1313.95,15.1,3.9,38.2,14.6,20.18,49.54,15.6,14.68,3,9.0
0.718579234973,0.27868852459,0.00273224043716,0.0,0.0,67.0,43.0,0.0,0.0,0.707650273224,0.0,0.286885245902,0.00546448087432,0.000594581224552,28017,7.2,26.7,15.1,49.6,89.8,1.2,3.0,3.1,0.2,2.7,41.1,52.2,17.9,2.92,75.0,14.9,18.0,39349,18.5,21.4,1313.95,15.1,3.9,38.2,14.6,20.18,49.54,15.6,14.68,3,9.0
0.675900277008,0.321329639889,0.00277008310249,0.0,0.0,64.0,44.0,0.0,0.0,0.562326869806,0.0,0.437673130194,0.0,0.0266372388599,28017,7.2,26.7,15.1,49.6,89.8,1.2,3.0,3.1,0.2,2.7,41.1,52.2,17.9,2.92,75.0,14.9,18.0,39349,18.5,21.4,1313.95,15.1,3.9,38.2,14.6,20.18,49.54,15.6,14.68,3,9.0
0.791780821918,0.205479452055,0.0027397260274,0.0,0.0,59.0,41.0,0.0,0.0,0.693150684932,0.0,0.268493150685,0.0383561643836,0.00011891624491,28017,7.2,26.7,15.1,49.6,89.8,1.2,3.0,3.1,0.2,2.7,41.1,52.2,17.9,2.92,75.0,14.9,18.0,39349,18.5,21.4,1313.95,15.1,3.9,38.2,14.6,20.18,49.54,15.6,14.68,3,9.0
0.704109589041,0.295890410959,0.0,0.0,0.0,67.0,44.0,0.0,0.0,0.652054794521,0.0,0.284931506849,0.0630136986301,0.000356748734731,28017,7.2,26.7,15.1,49.6,89.8,1.2,3.0,3.1,0.2,2.7,41.1,52.2,17.9,2.92,75.0,14.9,18.0,39349,18.5,21.4,1313.95,15.1,3.9,38.2,14.6,20.18,49.54,15.6,14.68,3,9.0
