County,Year,Number,Rate (per 10k),Age (<4YO),Gender (M),White,African,Asian,Hispanic,Other,Good AQI,Moderate AQI,Unhealthy AQI,AQI Median,CO AQI,NO2 AQI,O3 AQI,SO2 AQI,PM2.5 AQI,PM10 AQI,Area burned percent
Alameda,2008,415.0,248.76,0,0,0,1,0,0,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,473.0,280.46,0,1,0,1,0,0,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,50.0,41.17,1,0,0,0,1,0,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,100.0,78.74,1,1,0,0,1,0,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,43.0,14.76,0,0,0,0,1,0,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,65.0,20.94,0,1,0,0,1,0,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,196.0,124.14,1,0,0,0,0,1,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,379.0,227.71,1,1,0,0,0,1,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,170.0,45.99,0,0,0,0,0,1,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,273.0,71.38,0,1,0,0,0,1,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,130.0,331.63,1,0,0,0,0,0,1,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,182.0,439.51,1,1,0,0,0,0,1,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,93.0,115.4,0,0,0,0,0,0,1,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
